Contour,Area,testModel (normalized mode 1),testModel (normalized mode 2)
UID_44_34_4_all-20,38485,-0.711923,-0.289526
UID_44_34_5_all-9,25170.3,-0.176473,0.741661
UID_44_35_1_all-2,40969.2,-0.759617,-0.583659
UID_44_35_2_all-5,34343.8,-0.558804,0.0535443
UID_44_36_1_all-2,41575.9,-0.64145,-0.895163
UID_44_37_1_all-13,33015.9,-0.455461,-0.00882805
UID_44_37_2_all-20,33076.7,-0.514919,0.131389
UID_44_37_3_all-17,24545,-0.0623113,0.530855
UID_44_37_4_all-27,27098,-0.224667,0.479136
UID_44_37_5_all-12,28040.6,-0.253413,0.374836
UID_44_3_1_all-20,30151.5,-0.32674,0.112623
UID_44_3_2_all-25,34418.4,-0.517776,-0.101567
UID_44_3_3_all-18,27212.4,-0.236227,0.490072
UID_44_3_4_all-20,33777.5,-0.545489,0.0904212
UID_44_4_1_all-13,35546.1,-0.561267,-0.191964
UID_44_4_2_all-8,27777.2,-0.258592,0.472695
UID_44_4_3_all-12,32208.4,-0.471676,0.175815
UID_44_4_4_all-16,33049.7,-0.505043,0.106339
UID_44_4_5_all-26,38873.3,-0.579153,-0.69801
UID_44_4_6_all-13,30741.4,-0.384493,0.212674
UID_44_4_7_all-4,23849.2,-0.100234,0.843741
UID_44_4_8_all-12,31113.1,-0.349966,0.011468
UID_44_4_9_all-12,28380.6,-0.147606,0.145249
UID_44_5_1_all-12,32990.4,-0.480604,0.0414595
UID_44_5_2_all-27,39990.5,-0.781368,-0.328546
UID_44_5_3_all-18,43101,-0.842825,-0.648968
UID_44_6_1_all-14,32239.9,-0.445229,0.126459
UID_44_6_2_all-13,45674,-0.919869,-0.851236
UID_44_6_3_all-5,26800.6,-0.0805453,0.0578454
UID_44_6_4_all-6,39240.4,-0.512297,-0.864027
UID_44_7_1_all-26,31475.3,-0.425271,0.203764
UID_44_7_2_all-7,31183.6,-0.360591,0.1044
UID_44_7_3_all-34,39151.9,-0.491935,-0.892103
UID_44_7_4_all-13,34950.7,-0.416979,-0.196544
UID_44_7_5_all-9,31778.5,-0.301767,-0.0200631
UID_44_8_1_all-17,32095.5,-0.332843,-0.297802
UID_44_8_2_all-14,31472,-0.406271,0.126849
UID_44_8_3_all-16,30919.3,-0.415673,0.281689
UID_44_8_4_all-15,32370.8,-0.471578,0.156723
UID_44_8_5_all-13,24689.8,-0.142014,0.755972
UID_44_9_1_all-21,34961.1,-0.50131,-0.35054
UID_44_9_2_all-17,28943.9,-0.18129,-0.0774652
UID_44_9_3_all-13,31539.9,-0.299802,-0.300019
UID_44_9_4_all-16,31623.5,-0.415618,0.232754
UID_44_9_5_all-22,35839.3,-0.637579,-0.0252708
UID_46_10_1_all-26,42304.7,0.185738,-1.3576
UID_46_10_2_all-9,37844.2,-0.687948,-0.252847
UID_46_10_3_all-5,47503.4,-0.475307,-2.22512
UID_46_11_1_all-18,42175.5,-0.825788,-0.580025
UID_46_11_2_all-6,40102.9,-0.429686,-1.25898
UID_46_11_3_all-15,47307.3,-0.653052,-1.68619
UID_46_11_4_all-12,37670.7,-0.543528,-0.734519
UID_46_12_1_all-25,15765,2.31163,-1.37792
UID_46_13_1_all-10,36307.8,-0.399421,-0.754831
UID_46_13_2_all-13,36035.9,-0.565462,-0.27472
UID_46_13_3_all-11,35156.1,-0.487865,-0.342901
UID_46_13_4_all-16,37167.6,-0.399801,-1.03939
UID_46_13_5_all-16,37695.5,-0.318242,-1.33497
UID_46_13_6_all-10,40507.1,-0.490508,-1.31597
UID_46_13_7_all-26,43512.6,-0.806585,-0.81052
UID_46_13_8_all-10,36701.2,-0.51979,-0.530815
UID_46_13_9_all-14,39564.7,-0.612625,-0.76751
UID_46_14_1_all-18,13401.7,2.66259,-1.27608
UID_46_14_2_all-13,40836.7,-0.419842,-1.07568
UID_46_15_1_all-9,45295.5,-0.263154,-1.82266
UID_46_15_2_all-20,39576.9,-0.661203,-0.53712
UID_46_15_3_all-16,35731.3,-0.580223,-0.135499
UID_46_15_4_all-18,40292.8,-0.658561,-0.742783
UID_46_16_1_all-18,37288.5,-0.653747,-0.214479
UID_46_16_2_all-19,42134.3,-0.697237,-1.05741
UID_46_16_3_all-9,36709.4,-0.576348,-0.313653
UID_46_16_4_all-12,43494.4,-0.876811,-0.632744
UID_46_16_5_all-21,49027.8,-0.871391,-1.55582
UID_46_17_1_all,546.625,1.71619,4.51661
UID_46_17_2_all-20,31692.5,-0.386083,0.00439342
UID_46_17_3_all-13,38260.9,-0.695101,-0.252076
UID_46_17_4_all-15,39033.8,-0.624642,-0.673811
UID_46_17_5_all-20,35022.3,-0.503191,-0.222521
UID_46_17_6_all-40,45233.7,-0.923059,-0.80528
UID_46_17_7_all-5,40923.3,-0.585997,-1.23686
UID_46_17_8_all-11,43597.4,-0.733241,-0.972953
UID_46_18_1_all-8,31059.2,0.594281,0.0943911
UID_46_18_2_all-13,3887.07,2.34019,-1.68127
UID_46_18_3_all-9,41008.2,0.89774,-1.46128
UID_46_19_1_all-16,37764.1,-0.661603,-0.292902
UID_46_19_2_all-6,48318.5,-0.834246,-1.70718
UID_46_19_3_all-5,45332.6,-0.584011,-1.25979
UID_46_1_1_all-7,41536.5,-0.704235,-0.851252
UID_46_1_2_all-11,40280.6,-0.707693,-0.639709
UID_46_1_3_all-3,46296.2,-0.443936,-2.27295
UID_46_1_4_all-8,40726.8,-0.733772,-0.632348
UID_46_1_5_all-6,41856.3,-0.80045,-0.610271
UID_46_20_1_all-21,41931.7,-0.680201,-0.935385
UID_46_20_2_all-18,42668.5,-0.735739,-0.998292
UID_46_20_3_all-12,36599.9,0.974592,-1.22592
UID_46_20_4_all-4,37874.9,-0.696669,-0.215466
UID_46_20_5_all-18,42370.7,-0.739908,-0.876013
UID_46_20_6_all-24,38829,-0.57796,-0.748878
UID_46_21_10_all-32,47206.4,-0.82979,-1.47125
UID_46_21_1_all-15,47440.4,-0.736082,-2.65621
UID_46_21_2_all-14,36731.1,-0.50048,-0.543789
UID_46_21_3_all,350.011,1.80891,4.21658
UID_46_21_4_all-24,30587.7,1.36702,-0.518775
UID_46_21_5_all-11,30346.8,2.20113,-0.271194
UID_46_21_6_all-9,34449.9,-0.109192,-0.929244
UID_46_21_7_all-21,36311.7,1.21197,-0.718198
UID_46_21_8_all-19,36673.5,-0.629453,-0.204059
UID_46_21_9_all-6,29965.4,2.45181,-0.99674
UID_46_22_1_all-13,38976,-0.431692,-0.899576
UID_46_22_2_all-16,37929.3,-0.564602,-0.590521
UID_46_22_3_all-13,36709.9,-0.520609,-0.614052
UID_46_22_4_all-15,30764.7,0.71692,-0.784156
UID_46_22_5_all-17,40165.3,-0.680286,-0.640235
UID_46_22_6_all-14,42685.2,-0.565715,-1.70175
UID_46_22_7_all-25,14638.7,2.20258,-0.109852
UID_46_22_8_all-34,43536,-0.863941,-0.703254
UID_46_22_9_all-12,44576.4,-0.860288,-0.866785
UID_46_23_1_all-12,41672.9,-0.607358,-1.01126
UID_46_23_2_all-11,30720.7,1.32718,-1.19542
UID_46_23_3_all-23,39912.6,-0.780504,-0.31388
UID_46_23_4_all-24,44024.1,-0.545291,-1.79307
UID_46_24_1_all-19,41478.1,-0.669315,-0.827912
UID_46_24_2_all-21,42479.7,-0.81556,-0.687119
UID_46_24_3_all-7,31811.2,2.39658,-0.537813
UID_46_24_4_all-21,44249.2,-0.777235,-0.928119
UID_46_24_5_all-7,39790.9,1.02886,-1.49461
UID_46_25_1_all-16,66909.4,1.057,0.349646
UID_46_25_2_all-14,47569.5,-1.04143,-0.814868
UID_46_25_3_all-17,47566.4,-0.691586,-1.39062
UID_46_25_4_all-2,47378.8,-0.156442,-2.22766
UID_46_25_5_all-16,48101.2,-0.914957,-1.26291
UID_46_25_6_all-25,37103.2,-0.679846,-0.115053
UID_46_26_1_all-17,41253.6,-0.554038,-0.816911
UID_46_26_2_all-28,42399.6,-0.780393,-0.640415
UID_46_26_3_all-8,31126.4,0.815434,-0.755445
UID_46_26_4_all-15,37489.5,-0.662379,-0.195762
UID_46_27_1_all-15,11440.3,1.70645,1.04178
UID_46_28_1_all-23,44679.1,-0.852762,-0.929991
UID_46_29_1_all-10,32223.7,1.28529,-0.552817
UID_46_29_2_all-13,38333.3,-0.642501,-0.446731
UID_46_29_3_all-11,44463.6,-0.912335,-0.678659
UID_46_29_4_all-13,32478,-0.381837,-0.188531
UID_46_29_5_all-5,17525.6,2.22712,0.15901
UID_46_2_1_all-17,42504.8,-0.740177,-0.916603
UID_46_2_2_all-21,41044.3,-0.725522,-0.710364
UID_46_2_3_all-23,46752.1,-0.582714,-1.78682
UID_46_2_4_all-17,41198.8,-0.738582,-0.671852
UID_46_2_5_all-14,42841.5,-0.83796,-0.665969
UID_46_30_1_all-16,46351.2,-0.697561,-1.66677
UID_46_30_2_all-23,27498.3,1.35886,-0.453269
UID_46_30_3_all-18,21918.3,2.46695,-0.474925
UID_46_30_4_all-5,29276,1.35735,-0.515758
UID_46_30_5_all-15,43143,-0.717626,-1.04732
UID_46_31_1_all-14,42772.9,-0.402461,-1.99811
UID_46_31_2_all-12,49241.9,-0.712009,-2.169
UID_46_31_3_all-17,34798,0.442808,-0.786485
UID_46_31_4_all-10,39526.7,-0.467682,-1.2447
UID_46_31_5_all-17,31703.1,1.07047,0.069169
UID_46_32_1_all-13,42761.8,-0.408575,-1.99222
UID_46_33_1_all-15,32954.7,1.5008,0.339151
UID_46_33_2_all-9,29752,1.60438,-0.226428
UID_46_33_3_all-7,32847.6,1.69587,-0.628862
UID_46_33_4_all-11,31929.6,0.867956,-0.826177
UID_46_34_1_all-17,35916,-0.628935,-0.0973398
UID_46_34_2_all-7,47617.8,-0.295893,-1.75676
UID_46_34_3_all-6,42352.2,0.209231,-2.15642
UID_46_35_1_all-23,44482.3,-0.433268,-1.98659
UID_46_35_2_all-22,37417.6,-0.683197,-0.198206
UID_46_36_1_all-19,38110.5,-0.635734,-0.430755
UID_46_36_2_all-23,41199.2,-0.689188,-0.771178
UID_46_36_3_all-18,21364.4,2.07547,-1.28919
UID_46_37_1_all-19,44727.2,-0.69314,-1.41557
UID_46_3_10_all-18,8278.36,1.77761,-0.544841
UID_46_3_11_all-18,32698,2.46506,0.399079
UID_46_3_12_all-19,33628.4,-0.447595,-0.100724
UID_46_3_1_all-30,45190.7,-0.820144,-1.01572
UID_46_3_2_all-25,48176.7,-0.812121,-1.63048
UID_46_3_3_all-23,44706.1,-0.888929,-0.786641
UID_46_3_4_all-19,38256.6,-0.62757,-0.569496
UID_46_3_5_all-15,8005.05,1.04732,1.5556
UID_46_3_6_all-13,37267.4,-0.651825,-0.204097
UID_46_3_7_all-21,36950,-0.647803,-0.203451
UID_46_3_8_all-10,38275.2,-0.51167,-0.935019
UID_46_3_9_all-12,36542.3,-0.564687,-0.358812
UID_46_4_1_all-12,48822.9,-0.422137,-2.40686
UID_46_4_2_all-14,41950.8,-0.80979,-0.598288
UID_46_4_3_all-10,41888.3,-0.803763,-0.588658
UID_46_4_4_all-6,41783.2,-0.6111,-1.01439
UID_46_4_5_all-14,41594.3,-0.756575,-0.709172
UID_46_4_6_all-19,42722.4,-0.781699,-0.752379
UID_46_4_7_all-6,45294.5,-0.86484,-1.00941
UID_46_5_10_all-7,25625.6,3.04577,0.637416
UID_46_5_1_all-19,31733.5,1.68583,-0.863251
UID_46_5_2_all-31,42532.3,-0.581766,-0.845593
UID_46_5_3_all-4,2393.03,1.48009,3.63401
UID_46_5_4_all-4,31370.6,1.98304,-0.372471
UID_46_5_5_all-6,35516.8,2.64582,-1.67266
UID_46_5_6_all-9,40053.2,0.445309,-0.980443
UID_46_5_7_all-4,1142.95,1.66753,4.08568
UID_46_5_8_all-8,44449.9,-0.361119,-2.21225
UID_46_5_9_all-17,31957.7,-0.0976191,-0.224073
UID_46_6_10_all-16,45442,-0.93689,-0.758656
UID_46_6_1_all-14,35976,-0.517095,-0.249611
UID_46_6_2_all-14,38474.8,-0.711099,-0.263119
UID_46_6_3_all-20,38234.5,-0.602365,-0.525071
UID_46_6_4_all-7,39184.3,-0.502805,-0.805865
UID_46_6_5_all-12,47419.7,-0.385957,-1.41173
UID_46_6_6_all-24,38460.6,-0.694611,-0.305197
UID_46_6_7_all-4,38909.1,-0.697983,-0.347535
UID_46_6_8_all-8,40380.5,-0.755103,-0.383951
UID_46_6_9_all-5,38746.1,-0.666475,-0.508212
UID_46_7_10_all-13,37854.3,-0.658575,-0.263415
UID_46_7_11_all-7,38530.8,-0.711491,-0.265716
UID_46_7_12_all-17,38690,-0.644619,-0.503073
UID_46_7_13_all-6,43401.3,-0.262833,-1.9183
UID_46_7_1_all-16,37429.2,-0.606256,-0.387976
UID_46_7_2_all-28,6291.48,2.65535,-2.16441
UID_46_7_3_all-11,18778.5,1.50371,0.692731
UID_46_7_4_all-15,36095.6,-0.631383,-0.0856797
UID_46_7_5_all-24,30060.1,1.70797,-0.354081
UID_46_7_6_all-9,43452.8,1.87864,2.08308
UID_46_7_7_all-10,51529.3,1.65823,1.10182
UID_46_7_8_all-22,35867.2,-0.526314,-0.313589
UID_46_7_9_all-16,33271.2,-0.452562,-0.0887146
UID_46_8_1_all-17,44230.4,-0.890731,-0.714715
UID_46_8_2_all-17,38046.9,-0.23167,-1.0743
UID_46_8_3_all-12,40744.5,1.0416,-1.78865
UID_46_8_4_all-18,34859.3,-0.50642,-0.265082
UID_46_8_5_all-29,43674.6,-0.69328,-1.26696
UID_46_9_1_all-25,41670.6,-0.722823,-0.795785
UID_46_9_2_all-16,40888.5,-0.761443,-0.547147
UID_46_9_3_all-5,42617.2,-0.143021,-1.25361
UID_46_9_4_all-9,34570.5,-0.563529,0.01443
UID_46_9_5_all-9,43377.8,-0.641148,-0.858488
UID_46_9_6_all-14,36510,-0.374441,-0.397803
UID_51_101_1_all-25,35987.9,-0.504721,-0.379862
UID_51_101_2_all-27,33109,-0.511672,0.161765
UID_51_101_3_all-36,33279.6,-0.381117,-0.352283
UID_51_101_4_all-30,33187.9,-0.524093,0.150414
UID_51_101_5_all,254.678,1.81671,4.73601
UID_51_101_6_all-31,35879.9,-0.543152,-0.338696
UID_51_101_7_all-31,38096,-0.681269,-0.244208
UID_51_101_8_all-24,32006.5,-0.412872,0.0758878
UID_51_101_9_all-18,33049.7,-0.454367,0.066696
UID_51_102_1_all-15,33092.1,-0.518793,0.145172
UID_51_102_2_all-16,49141,-1.09823,-0.875432
UID_51_102_3_all-39,38853.7,-0.648388,-0.402694
UID_51_102_4_all-33,40766.2,-0.756638,-0.544153
UID_51_102_5_all-43,46957.2,-1.01657,-0.821459
UID_51_102_6_all-37,43740.4,-0.86011,-0.734498
UID_51_102_7_all-21,30543.1,-0.410264,0.344165
UID_51_102_8_all-17,30103.3,-0.388682,0.338778
UID_51_103_1_all-2,48060.7,-0.692176,-1.27822
UID_51_103_2_all-21,2354.73,1.943,-1.12545
UID_51_103_3_all-11,42616.9,-0.293795,-1.89663
UID_51_103_4_all-27,33625.6,0.815681,-0.351039
UID_51_103_5_all-13,40489.8,-0.343264,-1.86557
UID_51_104_1_all-7,38926.7,-0.652633,-0.49176
UID_51_104_2_all-5,42030,-0.521992,-0.823366
UID_51_104_3_all-8,39770.4,-0.731111,-0.429272
UID_51_104_4_all-14,38219.4,-0.730609,-0.174109
UID_51_105_1_all-30,38602.7,-0.689621,-0.379454
UID_51_105_2_all-4,31880.5,-0.491653,0.300245
UID_51_105_3_all-8,32000.4,-0.476254,0.23005
UID_51_105_4_all,507.151,1.77212,4.39129
UID_51_106_1_all-34,39162.5,-0.726651,-0.348264
UID_51_106_2_all-23,31568.5,-0.309378,-0.134808
UID_51_106_3_all-27,29195.7,-0.38829,0.525082
UID_51_106_4_all-21,36823.7,-0.18366,-0.909498
UID_51_107_1_all-16,37377.6,-0.655161,-0.251356
UID_51_107_2_all-27,40111,-0.715297,-0.550102
UID_51_107_3_all-31,40193.5,-0.776143,-0.311016
UID_51_107_4_all-15,33375.6,-0.465388,-0.0777553
UID_51_108_1_all-34,42274,-0.889417,-0.408087
UID_51_108_2_all-18,38225.7,-0.715791,-0.238013
UID_51_108_3_all-22,34449.2,-0.365928,-0.746877
UID_51_108_4_all-15,32199.5,-0.365607,-0.0431539
UID_51_108_5_all-13,31905.9,-0.121434,-0.70525
UID_51_108_6_all-19,35926.3,-0.499154,-0.443487
UID_51_109_1_all-4,45341.1,-0.99117,-0.620698
UID_51_10_1_all-13,4907.16,2.18103,-0.108668
UID_51_10_2_all-12,33266.2,-0.396722,0.0105024
UID_51_10_3_all-22,32293.9,-0.511002,0.274821
UID_51_10_4_all-22,30025.2,-0.367439,0.292075
UID_51_10_5_all-27,6038.69,2.44002,-0.713057
UID_51_110_1_all-8,36756,-0.632488,-0.180773
UID_51_110_2_all-28,38659.9,-0.654105,-0.458719
UID_51_110_3_all-25,39839.4,-0.698503,-0.559747
UID_51_111_10_all-17,32599.2,-0.456882,0.129901
UID_51_111_11_all-14,32470.6,-0.503681,0.217378
UID_51_111_12_all-9,31670.2,-0.330728,-0.113608
UID_51_111_1_all-6,33664.5,-0.481666,-0.0785431
UID_51_111_2_all-15,27836.8,-0.275364,0.455879
UID_51_111_3_all-12,41658.6,-0.850966,-0.405211
UID_51_111_4_all-25,39961.2,-0.363785,-1.37093
UID_51_111_5_all-22,27277.6,-0.289925,0.630581
UID_51_111_6_all-10,28728.3,-0.232691,0.226692
UID_51_111_7_all-23,32489.6,-0.398775,-0.0734442
UID_51_111_8_all-17,36616.1,-0.603759,-0.233519
UID_51_111_9_all-10,40007.9,-0.6756,-0.632062
UID_51_112_1_all-26,44162,-0.905533,-0.677247
UID_51_112_2_all-28,49486.9,-1.05765,-1.10117
UID_51_113_1_all-12,33906,-0.46057,-0.193874
UID_51_113_2_all-23,25161.5,0.494163,0.407296
UID_51_113_3_all-30,24722.4,2.8622,0.0380424
UID_51_113_4_all-21,38537.1,-0.595192,-0.649247
UID_51_115_1_all-10,5456.64,2.80762,-2.63713
UID_51_115_2_all-13,32403.6,-0.346977,-0.179559
UID_51_115_3_all-22,37510.2,-0.705323,-0.124524
UID_51_115_4_all-23,34811.4,-0.578928,-0.0187146
UID_51_116_10_all-11,31487.1,-0.432374,0.156282
UID_51_116_11_all-30,32798,-0.517886,0.212462
UID_51_116_12_all-23,22719.2,-0.0686585,0.963848
UID_51_116_1_all-17,44294.5,-0.887673,-0.770598
UID_51_116_2_all-8,5063.5,2.63887,-1.50273
UID_51_116_3_all-25,41398,-0.765606,-0.547997
UID_51_116_4_all-11,9892.04,2.5473,-0.335012
UID_51_116_5_all-13,36558,-0.321971,-1.37602
UID_51_116_6_all-18,35400.6,-0.58114,-0.0957827
UID_51_116_7_all-26,37200.9,-0.691222,-0.133882
UID_51_116_8_all-10,24362.6,-0.164176,0.883442
UID_51_116_9_all-18,34177.3,-0.490601,-0.165456
UID_51_117_1_all-6,1397.44,1.74041,0.107629
UID_51_117_2_all-17,34372.8,-0.600069,0.142008
UID_51_118_10_all-15,35837.7,-0.623699,-0.0565077
UID_51_118_1_all-25,6988.45,2.21472,-1.7964
UID_51_118_2_all-26,36175.5,-0.348763,-0.451133
UID_51_118_3_all-23,47241.3,-0.922153,-1.11844
UID_51_118_4_all-34,49849,-1.06403,-1.11637
UID_51_118_5_all-30,38462.9,-0.594594,-0.67645
UID_51_118_6_all-13,35874.8,-0.614441,-0.0792916
UID_51_118_7_all-7,5353.88,1.71876,-0.499229
UID_51_118_8_all-10,39933.7,-0.353885,-1.06821
UID_51_118_9_all-18,45068.5,-0.910235,-0.77606
UID_51_119_1_all-23,11946.6,2.48145,-2.26028
UID_51_119_2_all-4,41386.3,-0.741393,-0.663107
UID_51_11_1_all-9,38237.5,-0.553616,-0.806923
UID_51_11_2_all-9,34856.2,-0.573413,-0.00718002
UID_51_11_3_all-7,32944.3,-0.540911,0.24181
UID_51_11_4_all-8,32222.7,-0.430911,0.0725574
UID_51_120_1_all-17,38853.8,-0.723592,-0.288523
UID_51_120_2_all-9,33567,-0.377547,-0.268104
UID_51_121_1_all-23,36070.8,-0.606187,-0.166178
UID_51_121_2_all-35,46102.6,-0.886789,-1.06976
UID_51_121_3_all-28,38100.7,-0.697631,-0.223018
UID_51_121_4_all-27,37566.3,-0.60078,-0.478807
UID_51_122_1_all-25,39587.8,-0.741679,-0.372989
UID_51_122_2_all-9,1813.69,2.00781,-1.47815
UID_51_122_3_all-27,42606.7,-0.872535,-0.525253
UID_51_122_4_all-15,40514.8,-0.756767,-0.523888
UID_51_123_1_all-9,28369.7,-0.322937,0.470775
UID_51_123_2_all-15,49357.4,-1.01491,-1.10822
UID_51_123_3_all-16,38130.5,-0.630304,-0.399207
UID_51_123_4_all-12,28839.1,-0.333379,0.447645
UID_51_123_5_all-7,31162.6,-0.373738,0.0944324
UID_51_123_6_all-4,4989.35,2.54878,-0.408386
UID_51_123_7_all,40022.6,-0.308699,-1.45415
UID_51_123_8_all-8,47149.3,-0.890359,-1.1685
UID_51_125_1_all-14,29790,-0.373777,0.356437
UID_51_125_2_all-17,36365.1,-0.621835,-0.184375
UID_51_125_3_all-19,34044.9,-0.540286,0.0547259
UID_51_126_1_all-39,36128.3,-0.516244,-0.476996
UID_51_126_2_all-31,32129.2,-0.485512,0.233041
UID_51_126_3_all-28,33005.2,-0.513799,0.143213
UID_51_126_4_all-15,30615.7,-0.40185,0.264409
UID_51_127_1_all-16,33792.6,-0.503182,-0.0140074
UID_51_127_2_all-22,15238.1,2.14639,-0.0370151
UID_51_127_3_all-4,2427.27,2.62753,-1.58044
UID_51_127_4_all-27,40912.4,-0.777331,-0.47134
UID_51_127_5_all-21,35831,-0.579405,-0.177377
UID_51_127_6_all-34,34937.7,-0.546752,-0.133873
UID_51_127_7_all-14,38504.4,-0.740537,-0.209498
UID_51_127_8_all-30,38418.4,-0.655856,-0.446244
UID_51_127_9_all-17,40957.1,-0.825238,-0.385616
UID_51_128_1_all-40,46024.9,-0.864771,-1.08983
UID_51_128_2_all-30,41088,-0.72866,-0.696123
UID_51_129_1_all-17,49297.7,-1.11048,-0.901585
UID_51_12_1_all-20,34445.6,-0.597324,0.100508
UID_51_12_2_all-19,32010,-0.478592,0.229825
UID_51_130_1_all-16,36597.6,-0.654349,-0.114486
UID_51_130_2_all-24,42733,-0.801826,-0.661107
UID_51_130_3_all-32,42110.4,-0.602969,-1.13966
UID_51_131_10_all-8,31922.9,-0.449146,0.115231
UID_51_131_1_all-3,25472.9,-0.0882135,0.312877
UID_51_131_2_all-24,43464.5,-0.845284,-0.747877
UID_51_131_3_all-15,32146.3,-0.452297,0.133201
UID_51_131_4_all-34,40718.5,-0.769962,-0.449484
UID_51_131_5_all-11,36606.4,-0.319149,-1.40619
UID_51_131_6_all-39,35336.4,-0.54126,-0.137739
UID_51_131_7_all-14,32771.3,-0.46537,0.0570368
UID_51_131_8_all-28,37306.5,-0.695799,-0.138738
UID_51_131_9_all-18,34679.9,-0.504995,-0.212749
UID_51_132_1_all-22,39770.9,-0.751826,-0.376385
UID_51_132_2_all-18,660.252,2.08747,4.05692
UID_51_132_3_all-30,42783.7,-0.879075,-0.536562
UID_51_132_4_all-17,40815.5,-0.764424,-0.535514
UID_51_132_5_all-33,45176.4,-0.899404,-0.912249
UID_51_133_1_all-33,47214.2,-0.596459,-1.41792
UID_51_134_1_all-27,46650.7,-0.949466,-0.905162
UID_51_134_2_all-2,34699.9,-0.593231,0.0536941
UID_51_135_1_all-11,32370.4,-0.384003,-0.134538
UID_51_135_2_all-28,46242.8,-0.910584,-0.976432
UID_51_135_3_all-21,38115.4,-0.554189,-0.590185
UID_51_135_4_all-29,41140.1,-0.740129,-0.65787
UID_51_135_5_all-25,38648.8,-0.710623,-0.329414
UID_51_136_1_all-29,43715.7,-0.00542673,-2.27217
UID_51_137_1_all-23,37359.2,-0.695723,-0.123244
UID_51_137_2_all-20,37285.5,-0.708172,-0.0784598
UID_51_137_3_all-29,34188.5,-0.527685,-0.0704905
UID_51_137_4_all-27,40034.1,-0.72026,-0.5477
UID_51_137_5_all-30,35041.6,-0.552507,-0.109235
UID_51_138_1_all-27,10061.1,1.91698,-0.647444
UID_51_138_2_all-13,41429.4,-0.59441,-1.04382
UID_51_139_1_all-18,42551.1,-0.842631,-0.610435
UID_51_13_10_all-9,40261.8,-0.778503,-0.408411
UID_51_13_1_all-27,33309.9,-0.414723,-0.203443
UID_51_13_2_all-8,34643.1,-0.515299,-0.0891133
UID_51_13_3_all-17,5771.81,2.57805,-0.78641
UID_51_13_4_all-23,31232.3,-0.345226,0.0169675
UID_51_13_5_all-6,26500.6,-0.0168325,0.0321973
UID_51_13_6_all-5,23962.5,1.18915,-1.16802
UID_51_13_7_all-8,42712.8,-0.868583,-0.552
UID_51_13_8_all-8,3536.4,2.60814,-1.1039
UID_51_13_9_all-13,43595.7,-0.136193,-1.65194
UID_51_140_1_all-26,37911.8,-0.642739,-0.398155
UID_51_140_2_all-26,9970.17,2.31994,-0.762063
UID_51_140_3_all-36,42753.6,-0.885448,-0.482139
UID_51_141_1_all-24,40594.7,-0.572756,-0.632088
UID_51_141_2_all-33,40569.4,-0.729597,-0.601251
UID_51_141_3_all-27,35037.8,-0.541981,-0.14265
UID_51_141_4_all-14,35515.1,-0.563553,-0.176653
UID_51_141_5_all-25,35728.9,-0.437721,-0.551274
UID_51_141_6_all-28,38045.9,-0.697365,-0.209528
UID_51_141_7_all-9,32693.8,-0.307745,-0.472253
UID_51_141_8_all-23,27632.7,1.32341,0.000492122
UID_51_141_9_all-10,12317.8,2.40372,0.954812
UID_51_142_1_all-25,41896,-0.754683,-0.704732
UID_51_142_2_all-32,40327.6,-0.700392,-0.631249
UID_51_142_3_all-14,34314.1,-0.588904,0.120952
UID_51_142_4_all-23,43112.4,-0.738508,-0.919728
UID_51_143_1_all-22,17120.1,2.40023,-0.937777
UID_51_143_2_all-28,40545.6,-0.433421,-0.966717
UID_51_143_3_all-39,39836.6,-0.546561,-0.841519
UID_51_143_4_all-34,47453.8,-0.838931,-1.20547
UID_51_143_5_all-43,39159.6,-0.463955,-0.847527
UID_51_143_6_all-24,6507.29,2.75738,-1.73585
UID_51_144_1_all-17,46267.4,-0.97263,-0.803334
UID_51_145_1_all-2,3266.81,2.51735,-1.77519
UID_51_145_2_all-19,35916.1,-0.643136,0.00486637
UID_51_145_3_all-31,36095.7,-0.564341,-0.261987
UID_51_145_4_all-4,28091.6,-0.324693,0.558654
UID_51_145_5_all-18,31692.8,-0.444027,0.216848
UID_51_146_1_all-37,40625.4,-0.563228,-1.11034
UID_51_146_2_all-12,31502,-0.443993,0.236527
UID_51_146_3_all-18,32872.2,-0.545179,0.255331
UID_51_146_4_all-25,36758.2,-0.590369,-0.31162
UID_51_146_5_all-31,35109.5,-0.439386,-0.542504
UID_51_146_6_all-41,49133.5,-0.968153,-1.11543
UID_51_146_7_all-21,34725.7,-0.466508,-0.371185
UID_51_146_8_all-17,28691.6,-0.340591,0.501215
UID_51_147_1_all-12,30089.8,-0.124628,-0.24506
UID_51_147_2_all-19,38138.2,-0.53629,-0.649149
UID_51_147_3_all-30,6910.31,2.8134,-1.08682
UID_51_147_4_all-33,37599.5,-0.45956,-0.865723
UID_51_147_5_all-26,46043.8,-0.899217,-1.01021
UID_51_147_6_all-16,16969.1,2.85628,-0.770757
UID_51_148_1_all-8,32223.9,0.132893,-1.1628
UID_51_148_2_all-21,42094,-0.6958,-1.04175
UID_51_148_3_all,32581.5,-0.421475,-0.0225502
UID_51_148_4_all-5,30746.5,-0.27491,-0.287388
UID_51_148_5_all-2,32040.6,-0.160312,-0.147997
UID_51_148_6_all-21,29509.4,-0.342866,0.343672
UID_51_148_7_all-23,30762.1,-0.164207,-0.227325
