Contour,Mode 1,Mode 2,Mode 3,Mode 4,Mode 5
UID_H10_49_1_hem-7,-200.656,-68.5865,-16.1815,-28.9573,8.06949
UID_H10_49_2_hem-2,10.6364,183.54,-0.188707,-17.1737,8.69426
UID_H10_50_1_hem-27,-227.415,-53.0218,-5.57722,-26.7037,-2.54239
UID_H10_51_1_hem-10,-212.464,-59.331,-8.66998,-25.568,9.65463
UID_H10_52_1_hem-29,-102.06,39.5054,-12.9277,-2.67608,-10.1073
UID_H10_53_1_hem-29,-245.2,-230.903,-78.3788,40.7758,-89.6924
UID_H10_53_2_hem-30,-286.66,-146.518,2.01551,-13.6654,12.0661
UID_H10_54_1_hem-28,-121.263,18.2065,-12.7138,-23.9391,0.281423
UID_H10_55_1_hem-27,-163.727,-17.6618,-12.8108,-24.0835,2.02149
UID_H10_56_1_hem-13,-53.4674,100.906,-5.24831,-7.75263,-6.14302
UID_H10_57_1_hem-32,-248.577,-153.767,-29.2526,5.2034,-34.0277
UID_H10_58_1_hem-16,-229.58,-32.7377,4.49254,-47.8919,20.2258
UID_H10_5_1_hem-3,-238.01,-141.359,-16.2219,10.5441,-27.7354
UID_H10_60_1_hem-11,87.8224,-73.3385,69.4136,176.537,13.2184
UID_H10_61_1_hem-18,-271.458,-93.3119,-5.27895,-34.3992,5.27774
UID_H10_62_1_hem-20,-57.4475,96.6212,-4.92242,-14.091,-5.02717
UID_H10_62_2_hem-29,-80.7153,71.7786,-1.63742,-8.1977,-5.68914
UID_H10_63_1_hem-23,-129.931,40.3609,0.179397,-25.4049,3.46398
UID_H10_64_1_hem-27,620.189,-284.326,-203.855,-60.2183,195.243
UID_H10_64_2_hem-21,-84.4769,58.4949,-16.5159,-21.7973,3.60129
UID_H10_65_1_hem-36,-165.827,6.91755,-4.4983,-23.5164,2.84279
UID_H10_65_2_hem-15,-87.6521,-74.0265,-55.6948,61.5053,-100.991
UID_H10_65_3_hem-18,-85.3254,57.3101,-12.0839,-14.515,-8.32122
UID_H10_66_1_hem-17,-31.0549,95.2275,36.2922,12.1671,40.3031
UID_H10_67_1_hem-43,-245.436,-115.044,-25.8534,-11.3186,-4.72142
UID_H10_68_1_hem-14,-177.573,-119.098,-38.0668,-6.39022,-31.2491
UID_H10_6_1_hem-22,-163.942,-94.6424,-1.5347,23.6406,-22.3376
UID_H10_6_2_hem-35,-299.964,-118.182,-2.21119,-46.222,18.0156
UID_H10_70_1_hem-8,-256.331,-183.52,-38.2173,9.8882,-57.2834
UID_H10_71_1_hem-25,-91.0682,65.0823,-7.85601,-12.8755,-6.62184
UID_H10_72_1_hem-13,-43.2143,119.93,0.533807,-17.411,8.36827
UID_H10_73_1_hem-29,-301.417,-141.987,-13.9596,-60.0421,14.956
UID_H10_74_1_hem-18,-219.312,-203.235,-2.23058,18.8442,-62.6591
UID_H10_75_1_hem-15,-47.1009,20.5279,9.86729,34.2932,-0.485629
UID_H10_75_2_hem-7,-229.139,-78.0441,8.06874,-32.6171,9.35655
UID_H10_76_1_hem-16,-27.4159,85.2659,-23.1365,28.2837,-40.1285
UID_H10_76_2_hem-11,13.8784,135.357,-16.9511,24.0908,-35.1099
UID_H10_76_3_hem-10,-129.401,-36.0037,41.7119,7.53816,55.3849
UID_H10_77_1_hem-3,-253.229,-113.001,-38.262,-18.9741,-5.53927
UID_H10_78_1_hem-18,-40.6652,26.7951,32.3747,56.368,33.7994
UID_H10_79_1_hem-5,-53.7956,115.052,0.564866,-23.8693,9.53051
UID_H10_7_1_hem-10,-228.932,-50.7762,-6.20436,-47.2094,21.9721
UID_H10_80_1_hem-11,-64.5835,63.8523,-15.4749,2.17463,-24.2518
UID_H10_81_1_hem-24,-109.184,-300.712,-21.779,222.029,-94.0071
UID_H10_81_2_hem-13,-55.9269,-60.0425,69.7616,69.1278,83.7732
UID_H10_82_1_hem-17,-204.741,-44.3882,-12.7941,-30.547,13.5108
UID_H10_82_2_hem-7,-106.183,28.534,-3.60649,-7.21663,-5.12688
UID_H10_83_1_hem-7,-99.9586,45.2283,-10.0466,-15.3973,7.45285
UID_H10_83_2_hem-3,-55.9953,60.0911,-25.3713,1.44788,-19.2129
UID_H10_84_1_hem-11,-71.5573,109.53,3.16118,-19.0942,8.96575
UID_H10_85_1_hem-11,-124.352,50.5151,-4.41412,-17.2454,0.949291
UID_H10_85_2_hem-8,781.429,-102.144,-29.147,-106.858,-65.2254
UID_H10_85_3_hem-7,-64.466,104,5.58844,-28.3704,20.0684
UID_H10_86_1_hem-2,4.72121,171.288,-0.954205,-25.626,12.3564
UID_H10_86_2_hem-8,-38.7078,103.779,-4.44661,-25.8542,16.1438
UID_H10_86_3_hem-3,-9.75029,166.554,1.13466,-14.5073,3.06813
UID_H10_86_4_hem-10,-59.3375,104.37,2.1121,-9.56321,-7.2833
UID_H10_87_1_hem-18,-109.581,49.7915,-6.97794,-20.2115,9.63295
UID_H10_88_1_hem-12,-118.137,32.526,-8.71486,-8.44218,-7.47679
UID_H10_88_2_hem-20,-17.6156,-34.1929,75.684,75.2921,65.92
UID_H10_88_3_hem-10,-71.1564,92.4149,-5.99671,-30.5056,12.1197
UID_H10_89_1_hem-9,574.695,-134.781,-325.754,73.575,3.36639
UID_H10_89_2_hem-16,-84.87,38.3516,-18.9402,-20.2528,2.15877
UID_H10_89_3_hem-10,-138.816,27.4291,-6.39342,-21.6822,-0.611213
UID_H10_89_4_hem-13,-99.9095,38.9655,-14.254,-1.03636,-26.522
UID_H10_89_5_hem-14,-92.9865,32.2745,-11.9356,-5.64052,-18.8437
UID_H10_8_1_hem-11,-84.3315,84.2011,1.4459,-26.7169,5.80987
UID_H10_90_1_hem-18,-13.1057,-35.1506,73.1074,76.5872,76.192
UID_H10_90_2_hem-10,-68.1562,95.8916,-5.83815,-28.3903,9.38017
UID_H10_91_1_hem-7,-68.1918,118.001,3.36774,-26.8538,20.2305
UID_H10_91_2_hem-12,-90.976,98.6771,9.73446,-29.7563,16.6271
UID_H10_91_3_hem-9,-120.206,23.5184,-12.015,-24.3594,16.0039
UID_H10_91_4_hem-14,-51.3174,99.1315,-9.53522,-5.74309,-9.43306
UID_H10_91_5_hem-6,23.851,196.74,6.01458,-8.55742,2.30186
UID_H10_91_6_hem-12,-32.6792,115.833,-7.54327,-20.4165,17.2254
UID_H10_92_1_hem-5,-109.047,21.6232,-25.8287,-18.1974,-0.645408
UID_H10_92_2_hem-6,-52.1695,86.2789,-12.2934,-7.90618,-5.17664
UID_H10_92_3_hem-12,-113.807,35.7611,-8.73959,-8.52417,-8.49469
UID_H10_93_1_hem-16,-68.085,84.0354,-10.1928,-12.442,-4.90252
UID_H10_93_2_hem-7,-80.979,90.0049,4.72057,-25.7412,17.3818
UID_H10_93_3_hem-6,0.824688,142.467,-8.12035,7.74319,-22.8257
UID_H10_93_4_hem-14,-61.6804,110.778,3.56198,-6.4215,3.05413
UID_H10_93_5_hem-8,-43.3385,21.8158,-4.53087,49.8978,-54.9168
UID_H10_94_1_hem-18,-118.198,-5.39497,-21.1034,0.398645,-11.6753
UID_H10_94_2_hem-9,-111.561,-3.8795,-0.399319,12.3168,-5.92917
UID_H10_94_3_hem-15,-84.6425,94.2619,5.26767,-18.116,5.20579
UID_H10_95_1_hem-4,-90.2905,47.7685,-13.7976,-0.423408,-20.5024
UID_H10_96_1_hem-22,659.326,-321.368,-155.474,-59.5808,93.5202
UID_H10_96_2_hem-9,-70.8739,84.1807,-4.20911,-5.71769,-5.08698
UID_H10_96_3_hem-10,-46.4479,119.252,-2.75448,-15.2431,9.91123
UID_H10_96_4_hem-13,-105.658,57.7198,-3.1451,-19.2266,-1.14198
UID_H10_97_1_hem-14,-71.6327,61.0944,-11.0412,12.6268,-18.491
UID_H10_97_2_hem-10,-74.4054,53.957,-17.8099,4.37091,-17.0221
UID_H10_97_3_hem-12,-110.76,38.9994,-14.9216,-15.3627,-8.01234
UID_H10_97_4_hem-12,-78.1809,100.769,4.67097,-26.3499,14.2491
UID_H10_98_1_hem-22,-182.041,-10.587,0.567584,-24.1867,9.61116
UID_H10_99_1_hem-13,-86.7418,17.5065,13.8272,-14.6081,56.7793
UID_H10_9_1_hem-17,-196.588,-15.5105,0.200923,-31.5156,9.94463
UID_H14_10_1_hem-2,67.6078,185.382,-13.6305,23.4007,-29.3463
UID_H14_10_2_hem-3,32.4213,162.469,-4.44009,10.7494,-24.5568
UID_H14_10_3_hem-11,-103.396,64.619,-7.18171,-25.4546,3.62406
UID_H14_10_4_hem-2,100.995,266.133,4.48504,-0.526161,1.20011
UID_H14_11_10_hem-6,90.8071,260.354,9.53093,3.23375,0.530286
UID_H14_11_1_hem-21,-156.276,2.61106,-13.7159,-1.83058,-1.6682
UID_H14_11_2_hem-8,-61.5133,126.394,6.42196,-22.0268,10.2566
UID_H14_11_3_hem-3,-125.665,46.8726,-1.65547,-41.8888,16.998
UID_H14_11_4_hem-8,-74.3045,94.1205,9.78316,-16.893,11.2467
UID_H14_11_5_hem-11,-31.2986,-9.3611,-5.67647,34.103,28.6619
UID_H14_11_6_hem-23,-173.814,-18.3254,-12.6748,-44.4872,26.5897
UID_H14_11_7_hem-19,-191.545,-30.8949,5.09605,-33.3483,30.8763
UID_H14_11_8_hem-8,16.668,-82.2976,-76.8979,190.698,-65.4333
UID_H14_11_9_hem-2,93.2225,226.556,-5.10944,27.7435,-26.5986
UID_H14_12_1_hem-4,-141.655,43.7175,2.5114,-27.8792,9.51793
UID_H14_12_2_hem-10,29.5371,162.449,-14.7529,6.51469,-16.1207
UID_H14_12_3_hem-8,433.98,-81.8206,61.955,288.423,-17.7397
UID_H14_12_4_hem-5,84.9292,230.508,-1.00198,9.28877,-6.37327
UID_H14_12_5_hem-2,66.9614,217.393,-1.06641,-3.79755,-0.359577
UID_H14_12_6_hem-5,64.4738,201.145,-9.41569,13.3473,-20.9584
UID_H14_12_7_hem-2,77.276,214.757,16.0865,14.9307,-5.43545
UID_H14_12_8_hem-2,42.863,202.516,-3.15082,-4.15651,-2.26088
UID_H14_13_1_hem-2,135.055,170.58,32.7488,58.0753,21.8069
UID_H14_13_2_hem-2,46.2396,203.312,-0.349506,-4.41004,-1.24656
UID_H14_13_3_hem-2,114.837,278.822,7.61844,-0.473987,3.26089
UID_H14_13_4_hem-6,53.3279,189.431,3.08283,7.7858,-8.45923
UID_H14_13_5_hem-14,-90.1049,64.8327,-4.63442,-8.86136,-0.731371
UID_H14_13_6_hem-10,-0.443654,155.378,-4.75443,0.817893,-10.8798
UID_H14_13_7_hem-15,-76.7906,107.864,4.87161,-24.5856,13.9286
UID_H14_13_8_hem-5,63.9986,229.385,1.77328,-2.64789,-1.27128
UID_H14_14_1_hem-15,-253.038,-83.8081,-16.5711,-23.2568,-0.226713
UID_H14_14_2_hem-3,-133.476,-35.9041,-7.40818,-4.66449,-30.5249
UID_H14_14_3_hem-9,-7.69205,141.39,-0.65244,-7.82263,-14.1524
UID_H14_14_4_hem-5,46.8276,199.117,-0.0527238,-3.21074,-1.74319
UID_H14_14_5_hem-2,78.2768,236.975,2.20533,-0.078969,6.12561
UID_H14_14_6_hem-9,-118.532,3.13355,-12.1813,3.37591,-18.6625
UID_H14_14_7_hem-8,22.8325,190.672,1.51851,-11.4239,9.0131
UID_H14_14_8_hem-2,102.664,242.056,-2.40435,13.311,-3.47722
UID_H14_14_9_hem-5,38.1675,183.28,-3.26058,7.54747,-18.2401
UID_H14_15_10_hem-2,108.674,258.252,-1.33413,-0.713432,-0.158571
UID_H14_15_11_hem-5,50.1586,222.981,6.32171,-13.3956,12.96
UID_H14_15_12_hem-4,34.3969,170.647,-10.0082,12.2145,-25.0843
UID_H14_15_13_hem-13,-18.5126,125.38,-11.4239,-0.715479,-15.5471
UID_H14_15_14_hem-12,-131.1,42.4288,1.47603,-35.3648,12.4103
UID_H14_15_1_hem-2,90.3476,234.265,-4.99893,0.293665,-6.6664
UID_H14_15_2_hem-10,-10.3138,146.687,-8.16432,-19.3306,2.46761
UID_H14_15_3_hem-2,113.089,280.522,1.42185,-7.80334,4.59636
UID_H14_15_4_hem-5,-29.7957,129.468,-4.9411,-16.4315,0.243829
UID_H14_15_5_hem-15,-42.5626,110.651,-9.95271,-15.1535,2.35929
UID_H14_15_6_hem-11,-5.99604,103.286,-21.6648,28.58,-47.9298
UID_H14_15_7_hem-11,3.27194,164.716,-0.41224,-7.81562,1.09748
UID_H14_15_8_hem-9,-6.21042,165.414,4.46904,-17.0645,7.82853
UID_H14_15_9_hem-2,69.1183,214.067,2.32704,9.55953,-7.91372
UID_H14_16_10_hem-6,50.8893,220.721,1.6129,-5.57731,4.04905
UID_H14_16_11_hem-8,22.488,92.5784,-2.52676,38.6731,-21.6126
UID_H14_16_12_hem-13,12.9862,178.056,0.915094,-16.1572,16.5101
UID_H14_16_13_hem-6,-116.071,4.25952,-20.4488,18.0706,-40.6054
UID_H14_16_14_hem-6,46.6901,180.092,-9.86433,23.1255,-34.909
UID_H14_16_1_hem-4,-4.99062,-134.595,-99.6109,209.428,-101.746
UID_H14_16_2_hem-10,-65.7175,86.1043,-4.70876,-12.5607,4.0734
UID_H14_16_3_hem-9,33.6585,196.522,1.175,-6.07558,2.35207
UID_H14_16_4_hem-2,152.304,217.074,43.0094,36.1958,30.1682
UID_H14_16_5_hem-12,-73.1687,96.0263,-5.17806,-16.5861,2.31971
UID_H14_16_6_hem,714.048,60.0855,28.2511,-51.4886,-55.7153
UID_H14_16_7_hem-16,-32.2977,-9.89262,24.5538,78.1566,-22.0085
UID_H14_16_8_hem-9,-129.322,-29.1698,33.8425,53.7881,0.475102
UID_H14_16_9_hem-7,42.723,210.27,3.92018,-1.54327,-3.40801
UID_H14_17_10_hem-13,-74.0568,105.689,4.26852,-29.6662,20.3602
UID_H14_17_11_hem-2,100.893,244.428,0.654693,9.24918,-5.46348
UID_H14_17_12_hem-3,23.8198,153.612,-17.0853,5.44297,-9.42523
UID_H14_17_13_hem-13,-68.0388,85.653,-5.72463,-15.1422,8.44105
UID_H14_17_14_hem-10,-40.2155,31.3475,16.8513,23.4773,15.7265
UID_H14_17_15_hem-2,762.602,44.8138,97.0492,-36.0719,-14.0732
UID_H14_17_1_hem-8,362.756,-179.566,-55.2232,43.7724,143.695
UID_H14_17_2_hem-6,128.757,-61.0028,35.7914,134.077,86.4102
UID_H14_17_3_hem-2,71.4375,218.829,-8.73057,1.66522,-10.3181
UID_H14_17_4_hem-2,95.3464,250.253,3.27221,-0.247994,3.771
UID_H14_17_5_hem-12,-16.5006,163.554,5.22221,-18.9314,8.38183
UID_H14_17_6_hem-5,-16.7223,148.01,3.22228,-14.3233,3.71541
UID_H14_17_7_hem-8,-51.2723,102.796,0.393213,-7.17013,-8.99627
UID_H14_17_8_hem-11,-81.3665,56.1519,-5.07784,-11.9873,-4.32598
UID_H14_17_9_hem-3,102.462,253.562,8.8615,-3.2229,-2.18299
UID_H14_18_10_hem-7,717.597,-148.592,-22.3228,-60.0609,-122.151
UID_H14_18_11_hem-6,-14.4864,119.336,3.04454,5.39379,4.67372
UID_H14_18_12_hem-3,-10.0528,158.903,-1.19388,-23.1136,0.268426
UID_H14_18_13_hem-6,11.8772,148.999,-1.07382,13.9658,-10.7459
UID_H14_18_14_hem-5,726.308,-46.5961,85.9969,-70.2413,-113.43
UID_H14_18_15_hem-17,-100.291,43.1416,-16.7947,-0.512473,-12.2527
UID_H14_18_1_hem-4,-40.2708,106.732,-0.272306,-5.90754,-5.35007
UID_H14_18_2_hem-12,-94.8685,-48.602,34.1339,40.4442,26.4481
UID_H14_18_3_hem-6,-27.9124,121.874,-6.00429,-5.309,-5.17575
UID_H14_18_4_hem-5,-14.7333,126.946,5.74951,10.7923,-10.4474
UID_H14_18_5_hem-9,-32.7382,105.462,-9.9256,1.0219,-21.7527
UID_H14_18_6_hem-13,-59.0006,-18.0414,56.4274,58.6537,9.00657
UID_H14_18_7_hem-25,-141.836,41.0781,3.76892,-24.0584,10.6375
UID_H14_18_8_hem-2,7.88534,175.208,2.20969,-18.497,12.6433
UID_H14_18_9_hem-4,30.4461,113.335,-5.90222,16.7962,-18.7877
UID_H14_19_10_hem-5,26.3434,162.509,-9.59966,5.22117,-18.6477
UID_H14_19_11_hem-2,92.9725,237.243,-5.12999,7.30637,-10.7386
UID_H14_19_12_hem-14,19.3978,171.995,-3.88729,-10.0488,4.66817
UID_H14_19_13_hem-10,-3.82631,138.1,-8.38387,8.54486,-22.3012
UID_H14_19_14_hem-9,-28.2243,113.574,-13.0594,-0.00266843,-19.3438
UID_H14_19_15_hem-13,-2.10384,149.422,-9.43565,-16.3821,4.01455
UID_H14_19_16_hem-5,12.5877,145.196,3.41257,1.95666,11.2014
UID_H14_19_17_hem-11,-5.9693,144.903,-8.68033,-2.24465,-14.9617
UID_H14_19_1_hem-9,-59.2231,-417.255,-103.053,165.813,-186.206
UID_H14_19_2_hem-2,62.2514,184.454,-15.3948,14.2523,-26.3291
UID_H14_19_3_hem-9,-22.9881,126.851,-14.0257,-9.33351,-13.3759
UID_H14_19_4_hem-16,-146.754,-50.9247,-37.7202,-0.436367,-29.1828
UID_H14_19_5_hem-3,55.013,69.4659,26.4499,88.3792,-21.6132
UID_H14_19_6_hem-10,0.00808229,117.145,-21.0696,-0.367708,-18.7867
UID_H14_19_7_hem,755.167,28.7496,54.3744,-76.1958,-25.258
UID_H14_19_8_hem-8,-20.2265,142.761,-1.73217,-16.5743,4.36923
UID_H14_19_9_hem-4,41.2147,141.834,-22.1231,3.2033,-13.7488
UID_H14_1_10_hem-10,-123.743,46.9491,-5.19682,-30.8285,11.4652
UID_H14_1_1_hem-9,-102.033,-20.462,-29.118,8.55973,-39.1212
UID_H14_1_2_hem-8,-16.4321,124.558,-8.31011,-4.99673,-7.18605
UID_H14_1_3_hem-8,-23.9806,-165.134,32.4771,172.227,-44.943
UID_H14_1_4_hem-3,32.9457,68.0389,32.2738,46.6551,13.7572
UID_H14_1_5_hem-12,-46.8997,38.811,-1.33306,-9.86995,14.1381
UID_H14_1_6_hem-13,-8.5558,166.244,-1.76621,-8.43116,1.24418
UID_H14_1_7_hem-7,-53.6968,107.992,-2.62321,-31.3183,22.7895
UID_H14_1_8_hem-2,-11.8907,166.62,8.66078,-15.6277,14.2703
UID_H14_1_9_hem-8,-23.7309,149.088,-0.134783,-16.6012,2.81872
UID_H14_20_10_hem-11,-29.7533,136.062,4.64659,-2.55518,1.55978
UID_H14_20_11_hem-6,-8.22011,132.754,-7.0085,16.5986,-12.3297
UID_H14_20_12_hem-2,-0.574942,110.6,-22.6308,2.78042,-31.3506
UID_H14_20_13_hem-4,-30.7723,126.591,-4.0608,-5.27981,-9.09699
UID_H14_20_1_hem-10,-48.1097,83.6923,-9.61253,14.3316,-35.366
UID_H14_20_2_hem-5,575.477,93.9626,-264.004,126.166,39.652
UID_H14_20_3_hem-6,570.451,-28.476,215.92,236.036,198.19
UID_H14_20_4_hem-13,-77.2455,82.6316,-0.25446,-9.18555,-4.51499
UID_H14_20_5_hem-7,792.962,-72.6128,3.14382,-46.0321,63.7749
UID_H14_20_6_hem-4,-12.3804,170.821,5.6319,-20.3865,14.8254
UID_H14_20_7_hem-8,0.146627,164.183,-1.36586,2.30077,-11.6749
UID_H14_20_8_hem-2,72.6673,215.67,3.55756,-2.12898,-8.49407
UID_H14_20_9_hem-5,38.4142,120.559,-20.3556,49.6213,-60.726
UID_H14_21_10_hem-5,754.344,-42.7172,-24.3972,-65.3029,-8.55762
UID_H14_21_1_hem-12,-67.1896,55.6914,-15.4848,5.60886,-21.6669
UID_H14_21_2_hem-8,-61.0119,109.776,1.24891,-34.6292,27.9464
UID_H14_21_3_hem-16,-42.6509,113.35,-6.72607,-6.22105,-4.08087
UID_H14_21_4_hem-7,-32.2719,124.214,-4.40226,1.00818,-10.8199
UID_H14_21_5_hem-7,-6.52296,111.435,-0.613387,-38.3441,40.7622
UID_H14_21_6_hem-4,6.38764,162.853,0.238782,-12.4771,8.95409
UID_H14_21_7_hem-6,-105.638,65.3655,1.13842,-23.4001,7.7577
UID_H14_21_8_hem-7,-44.3887,130.547,4.31291,-16.8061,8.07362
UID_H14_21_9_hem-4,814.698,-72.0827,19.4486,-63.1456,49.2509
UID_H14_22_10_hem-2,42.4812,207.99,2.52063,-9.60742,3.97612
UID_H14_22_11_hem-8,-103.608,29.6312,-13.7921,-31.2226,25.724
UID_H14_22_1_hem-2,67.9621,181.819,-10.4145,11.4005,-1.23329
UID_H14_22_2_hem-2,50.9217,208.632,-1.08104,-1.0924,-9.43684
UID_H14_22_3_hem-7,-3.80997,158.012,-3.68938,-22.9934,25.9346
UID_H14_22_4_hem-2,85.9384,236.512,-0.376566,7.4896,-11.36
UID_H14_22_5_hem-2,68.4956,216.536,-1.67139,8.22524,-8.31615
UID_H14_22_6_hem-12,-24.7451,128.821,0.295621,4.05856,-8.80753
UID_H14_22_7_hem-11,2.18985,104.509,-3.02677,38.4446,-30.2678
UID_H14_22_8_hem-5,630.613,61.8744,-204.231,120.232,44.3796
UID_H14_22_9_hem-2,91.1446,141.143,14.0336,69.0797,-16.0725
UID_H14_23_10_hem-10,-193.54,-53.1387,6.01361,-30.34,17.3875
UID_H14_23_11_hem-6,47.7989,179.059,-5.86425,15.509,-26.2771
UID_H14_23_12_hem-9,16.2662,157.917,-3.36491,-8.41761,8.02386
UID_H14_23_13_hem-11,26.3544,109.799,27.8315,6.88498,22.3125
UID_H14_23_14_hem-2,77.2742,226.18,-2.10988,2.48593,-6.16929
UID_H14_23_1_hem-6,-140.451,21.4092,-3.04912,-15.4845,-9.24742
UID_H14_23_2_hem-5,-12.1049,34.6634,23.5515,48.6354,-7.26611
UID_H14_23_3_hem-17,-91.8068,56.924,-8.21882,-8.84528,-7.02501
UID_H14_23_4_hem-2,64.9279,231.992,0.621427,-10.7025,14.7499
UID_H14_23_5_hem-27,-115.826,52.3729,-4.10117,-14.7501,1.21642
UID_H14_23_6_hem-8,11.7162,113.563,-23.1397,32.2676,-55.4898
UID_H14_23_7_hem-5,53.2799,214.262,-1.34674,-5.6563,-2.72482
UID_H14_23_8_hem-7,-12.465,47.1688,-18.4853,26.5792,-43.3224
UID_H14_23_9_hem-27,-201.143,-163.47,-13.3902,3.44165,10.3186
UID_H14_24_10_hem-7,-12.9193,137.808,-2.615,-6.187,4.43331
UID_H14_24_11_hem-9,-32.3451,119.714,-1.33482,-5.05798,-0.328145
UID_H14_24_12_hem-5,59.6408,209.245,-8.39157,5.8514,-9.24955
UID_H14_24_13_hem-17,-99.9761,69.8727,-4.60962,-20.0123,6.64497
UID_H14_24_14_hem-7,-36.3083,113.141,-4.28402,-4.6182,0.00319924
UID_H14_24_1_hem-3,0.237031,119.762,-16.1464,20.4772,-26.5801
UID_H14_24_2_hem-5,23.3926,192.451,2.25419,-4.54654,3.79795
UID_H14_24_3_hem-7,-20.6904,145.722,-4.59362,-6.5009,2.13301
UID_H14_24_4_hem,405.783,487.362,-6.55748,35.7787,-1.54256
UID_H14_24_5_hem,601.066,100.036,9.55866,15.5095,-161.953
UID_H14_24_6_hem-7,-9.70084,169.975,2.93438,-21.923,19.0975
UID_H14_24_7_hem-2,258.093,-58.4037,160.328,220.396,56.3796
UID_H14_24_8_hem-8,8.42617,165.562,3.18738,0.633707,-2.34327
UID_H14_24_9_hem-7,-63.1603,73.122,-17.8891,2.84149,-27.1304
UID_H14_25_1_hem-2,63.6501,190.74,-13.5282,19.6108,-33.3592
UID_H14_25_2_hem-8,-13.0705,123.842,-8.37003,7.79822,-28.5419
UID_H14_25_3_hem-3,0.970401,151.755,-7.67515,-2.0202,-4.9584
UID_H14_25_4_hem-10,-235.226,-77.9647,-13.0148,-50.3004,16.5948
UID_H14_25_5_hem-8,-37.7461,106.805,0.673491,-16.7502,14.6788
UID_H14_25_6_hem-2,20.973,192.09,2.53314,-11.0193,3.4283
UID_H14_25_7_hem-5,33.7952,129.658,-9.80299,24.0921,-17.4939
UID_H14_26_1_hem-6,-48.5172,79.0391,-21.2581,-24.0514,1.73288
UID_H14_26_2_hem-2,16.0379,176.143,0.175049,-3.98724,-5.64549
UID_H14_26_3_hem,710.594,-45.9195,39.7859,-60.4441,-105.666
UID_H14_26_4_hem-4,-47.294,112.208,-2.54496,-15.1004,-3.8148
UID_H14_26_5_hem,707.505,9.42172,37.0282,-72.6159,-26.3408
UID_H14_26_6_hem-2,668.198,15.5934,35.8902,-29.3127,-118.13
UID_H14_27_10_hem-9,697.736,167.503,-251.705,129.894,163.322
UID_H14_27_11_hem-23,-107.369,3.15618,9.50741,4.45258,40.4032
UID_H14_27_1_hem-9,-31.6101,108.135,-12.1896,-16.0039,-1.17156
UID_H14_27_2_hem-5,27.7665,174.789,-5.92494,-7.89247,-4.64889
UID_H14_27_3_hem-6,-8.98366,153.499,-0.453647,-10.9153,8.29365
UID_H14_27_4_hem-6,-25.5772,127.691,-7.75718,-28.8421,20.31
UID_H14_27_5_hem-3,-24.9547,146.383,0.231047,-10.6647,1.82395
UID_H14_27_6_hem-2,24.9477,168.461,-6.36379,7.41846,-20.0142
UID_H14_27_7_hem-4,49.9246,95.9632,-8.50727,32.466,-35.5371
UID_H14_27_8_hem-4,-2.78771,150.382,2.32168,3.3818,-15.8326
UID_H14_27_9_hem-8,-26.2585,108.215,-6.0375,1.79847,2.0564
UID_H14_28_10_hem-15,549.818,-1.90754,193.493,-13.4948,-1.04228
UID_H14_28_11_hem-11,8.13687,104.787,-29.9044,20.6141,-31.0769
UID_H14_28_12_hem-10,-43.3662,116.622,-6.42151,-7.66295,-8.5074
UID_H14_28_13_hem-11,-29.792,141,2.49904,-18.2141,7.10045
UID_H14_28_1_hem-4,43.8539,177.278,-12.5374,6.6986,-17.746
UID_H14_28_2_hem-7,10.3213,130.111,10.5722,3.47774,11.3777
UID_H14_28_3_hem-13,28.6806,177.306,-8.60268,-8.41655,-1.52887
UID_H14_28_4_hem-2,98.2971,246.257,-8.23669,12.4475,-17.0827
UID_H14_28_5_hem-8,-14.345,125.515,-9.38297,-2.82901,-23.1946
UID_H14_28_6_hem-6,-15.9279,128.864,-6.12728,5.06339,-14.1106
UID_H14_28_7_hem-2,707.562,3.38756,50.8791,-83.5227,-109.472
UID_H14_28_8_hem-8,-9.38777,144.357,-3.09987,0.326748,-9.53253
UID_H14_28_9_hem-12,-46.0101,113.907,-5.84972,-8.76428,-1.74089
UID_H14_29_10_hem,729.832,-3.66841,52.3272,-48.7509,-41.7793
UID_H14_29_11_hem-4,8.48283,150.351,-6.55782,-8.28951,-1.14506
UID_H14_29_12_hem-3,-1.8835,172.379,-0.460195,-23.3803,16.813
UID_H14_29_13_hem-10,-48.2503,124.363,1.46448,-18.5215,7.63059
UID_H14_29_14_hem-10,-70.6498,69.2819,-6.90687,-13.6411,9.0275
UID_H14_29_15_hem-3,27.7536,197.935,7.0242,0.532811,-2.94832
UID_H14_29_1_hem-12,-69.3259,12.4341,14.7276,-25.8121,38.6267
UID_H14_29_2_hem-17,-85.6593,29.1188,55.5695,27.478,38.7343
UID_H14_29_3_hem-9,-199.749,-29.2168,-0.786364,-31.4942,18.3439
UID_H14_29_4_hem-18,-116.986,52.7865,-2.83518,-18.0409,-2.93806
UID_H14_29_5_hem-2,68.8484,187.593,9.03772,5.98733,-3.29225
UID_H14_29_6_hem-5,23.6718,156.211,-6.20566,-7.60351,13.9391
UID_H14_29_7_hem-12,-73.9828,107.597,5.40459,-23.14,10.1449
UID_H14_29_8_hem-5,28.7498,121.876,-14.154,27.2265,-23.4121
UID_H14_29_9_hem-2,62.058,212.286,-5.09907,6.16437,-14.808
UID_H14_2_10_hem-10,-28.2327,149.032,-0.411847,-17.5776,4.69907
UID_H14_2_1_hem-10,-101.685,-18.3773,-34.6849,10.7449,-41.2224
