Contour,Mode 1 (normalized),Mode 2 (normalized),Mode 3 (normalized),Mode 4 (normalized),Mode 5 (normalized)
UID_H10_46_1_hem-12,-0.601467,-0.0785961,-0.0987711,-0.377453,-0.115303
UID_H10_47_1_hem-22,-0.520407,-0.0067438,-0.0161381,-0.146797,-0.164114
UID_H10_47_2_hem-41,-0.972619,-1.02693,-0.207404,-0.183607,-0.247854
UID_H10_48_1_hem-2,2.95692,-1.91945,1.29982,-1.59228,0.811282
UID_H10_49_1_hem-7,-0.697956,-0.485118,-0.201356,-0.485284,0.146734
UID_H10_49_2_hem-2,0.0369973,1.2982,-0.00234819,-0.287807,0.158094
UID_H10_50_1_hem-27,-0.791034,-0.375028,-0.0694007,-0.447517,-0.0462302
UID_H10_51_1_hem-10,-0.739029,-0.419653,-0.107886,-0.428484,0.175557
UID_H10_52_1_hem-29,-0.355004,0.279425,-0.160868,-0.0448475,-0.183788
UID_H10_53_1_hem-29,-0.852897,-1.6332,-0.975314,0.683346,-1.63095
UID_H10_53_2_hem-30,-0.99711,-1.03634,0.0250801,-0.229013,0.219406
UID_H10_54_1_hem-28,-0.421796,0.128776,-0.158205,-0.401187,0.00511733
UID_H10_55_1_hem-27,-0.569503,-0.124924,-0.159412,-0.403607,0.0367582
UID_H10_56_1_hem-13,-0.185979,0.713714,-0.0653078,-0.129923,-0.111703
UID_H10_57_1_hem-32,-0.864641,-1.0876,-0.364007,0.0872019,-0.618752
UID_H10_58_1_hem-16,-0.798562,-0.231557,0.0559033,-0.802603,0.367781
UID_H10_5_1_hem-3,-0.827886,-0.999842,-0.201858,0.176705,-0.504334
UID_H10_60_1_hem-11,0.305479,-0.518729,0.863754,2.95852,0.24036
UID_H10_61_1_hem-18,-0.944232,-0.660003,-0.0656891,-0.576483,0.0959691
UID_H10_62_1_hem-20,-0.199823,0.68341,-0.0612525,-0.236145,-0.0914128
UID_H10_62_2_hem-29,-0.280757,0.507696,-0.0203753,-0.137382,-0.10345
UID_H10_63_1_hem-23,-0.451946,0.285476,0.00223235,-0.425751,0.0629882
UID_H10_64_1_hem-27,2.15725,-2.01106,-2.53669,-1.00918,3.55024
UID_H10_64_2_hem-21,-0.293842,0.413739,-0.205517,-0.365292,0.065485
UID_H10_65_1_hem-36,-0.576806,0.0489284,-0.055975,-0.394103,0.0516926
UID_H10_65_2_hem-15,-0.304886,-0.523596,-0.693043,1.03075,-1.8364
UID_H10_65_3_hem-18,-0.296793,0.405359,-0.150367,-0.243251,-0.151311
UID_H10_66_1_hem-17,-0.108021,0.673552,0.451605,0.203904,0.732861
UID_H10_67_1_hem-43,-0.853717,-0.813715,-0.321709,-0.189685,-0.0858531
UID_H10_68_1_hem-14,-0.617666,-0.842391,-0.473688,-0.107091,-0.568226
UID_H10_6_1_hem-22,-0.570252,-0.669414,-0.0190972,0.396184,-0.406182
UID_H10_6_2_hem-35,-1.04338,-0.835914,-0.0275152,-0.774616,0.327592
UID_H10_70_1_hem-8,-0.891613,-1.29805,-0.47556,0.165713,-1.04163
UID_H10_71_1_hem-25,-0.316769,0.460332,-0.0977569,-0.215775,-0.12041
UID_H10_72_1_hem-13,-0.150315,0.848278,0.00664247,-0.291784,0.152167
UID_H10_73_1_hem-29,-1.04844,-1.00429,-0.173707,-1.00622,0.271957
UID_H10_74_1_hem-18,-0.762846,-1.4375,-0.0277565,0.315802,-1.13938
UID_H10_75_1_hem-15,-0.163834,0.145196,0.122785,0.574707,-0.00883057
UID_H10_75_2_hem-7,-0.797031,-0.552012,0.100404,-0.546617,0.170137
UID_H10_76_1_hem-16,-0.0953625,0.603093,-0.287901,0.473996,-0.729687
UID_H10_76_2_hem-11,0.0482742,0.957393,-0.210933,0.403729,-0.638431
UID_H10_76_3_hem-10,-0.450103,-0.254658,0.519045,0.126329,1.0071
UID_H10_77_1_hem-3,-0.880824,-0.799269,-0.476117,-0.31798,-0.100725
UID_H10_78_1_hem-18,-0.141448,0.189524,0.402858,0.94465,0.6146
UID_H10_79_1_hem-5,-0.187121,0.813769,0.00702896,-0.400017,0.1733
UID_H10_7_1_hem-10,-0.796309,-0.359145,-0.0772045,-0.791165,0.399535
UID_H10_80_1_hem-11,-0.224645,0.451633,-0.192564,0.0364439,-0.440988
UID_H10_81_1_hem-24,-0.379782,-2.12696,-0.271009,3.7209,-1.7094
UID_H10_81_2_hem-13,-0.194534,-0.424685,0.868085,1.15849,1.52331
UID_H10_82_1_hem-17,-0.712163,-0.313962,-0.159204,-0.511926,0.245677
UID_H10_82_2_hem-7,-0.369345,0.201823,-0.0448777,-0.120941,-0.0932259
UID_H10_83_1_hem-7,-0.347693,0.319904,-0.125015,-0.258038,0.135521
UID_H10_83_2_hem-3,-0.194772,0.42503,-0.31571,0.0242644,-0.349363
UID_H10_84_1_hem-11,-0.248903,0.774713,0.0393365,-0.319993,0.163031
UID_H10_85_1_hem-11,-0.432541,0.357298,-0.0549275,-0.28901,0.0172617
UID_H10_85_2_hem-8,2.7181,-0.722472,-0.362693,-1.79079,-1.18604
UID_H10_85_3_hem-7,-0.224237,0.735604,0.0695403,-0.475448,0.364919
UID_H10_86_1_hem-2,0.0164221,1.21153,-0.0118737,-0.429456,0.224686
UID_H10_86_2_hem-8,-0.13464,0.73404,-0.0553318,-0.43328,0.293555
UID_H10_86_3_hem-3,-0.0339151,1.17805,0.0141193,-0.243122,0.0557901
UID_H10_86_4_hem-10,-0.206398,0.738221,0.0262822,-0.160266,-0.132438
UID_H10_87_1_hem-18,-0.381162,0.352179,-0.0868306,-0.338718,0.175163
UID_H10_88_1_hem-12,-0.410924,0.23006,-0.108444,-0.141479,-0.135956
UID_H10_88_2_hem-20,-0.0612734,-0.241849,0.94178,1.26179,1.19867
UID_H10_88_3_hem-10,-0.247508,0.653659,-0.0746206,-0.511231,0.220381
UID_H10_89_1_hem-9,1.999,-0.953314,-4.05355,1.23302,0.0612135
UID_H10_89_2_hem-16,-0.295209,0.271264,-0.235684,-0.339409,0.0392546
UID_H10_89_3_hem-10,-0.482852,0.194008,-0.0795571,-0.363364,-0.0111142
UID_H10_89_4_hem-13,-0.347522,0.275606,-0.177371,-0.017368,-0.48227
UID_H10_89_5_hem-14,-0.323441,0.22828,-0.148521,-0.0945274,-0.342649
UID_H10_8_1_hem-11,-0.293336,0.595562,0.0179922,-0.447739,0.105645
UID_H10_90_1_hem-18,-0.0455864,-0.248623,0.909719,1.2835,1.38546
UID_H10_90_2_hem-10,-0.237072,0.678249,-0.0726476,-0.475782,0.170567
UID_H10_91_1_hem-7,-0.237196,0.83463,0.0419068,-0.450033,0.367866
UID_H10_91_2_hem-12,-0.316448,0.697951,0.121132,-0.498675,0.302343
UID_H10_91_3_hem-9,-0.418121,0.166348,-0.14951,-0.408231,0.291012
UID_H10_91_4_hem-14,-0.178501,0.701165,-0.118652,-0.0962463,-0.171528
UID_H10_91_5_hem-6,0.0829627,1.39156,0.0748429,-0.143411,0.0418564
UID_H10_91_6_hem-12,-0.11367,0.819299,-0.0938654,-0.342153,0.313222
UID_H10_92_1_hem-5,-0.379307,0.152943,-0.321402,-0.304963,-0.0117359
UID_H10_92_2_hem-6,-0.181465,0.610258,-0.152973,-0.132497,-0.0941308
UID_H10_92_3_hem-12,-0.395863,0.252941,-0.108752,-0.142853,-0.154465
UID_H10_93_1_hem-16,-0.236825,0.59439,-0.126835,-0.20851,-0.0891462
UID_H10_93_2_hem-7,-0.281675,0.636612,0.0587408,-0.431388,0.316066
UID_H10_93_3_hem-6,0.00286857,1.00768,-0.101046,0.129765,-0.415056
UID_H10_93_4_hem-14,-0.214547,0.783541,0.0443238,-0.107616,0.0555356
UID_H10_93_5_hem-8,-0.150747,0.154305,-0.0563802,0.836218,-0.998593
UID_H10_94_1_hem-18,-0.411136,-0.0381591,-0.262602,0.00668074,-0.2123
UID_H10_94_2_hem-9,-0.388052,-0.02744,-0.00496896,0.206412,-0.107815
UID_H10_94_3_hem-15,-0.294418,0.666722,0.0655487,-0.303598,0.0946608
UID_H10_95_1_hem-4,-0.314064,0.337871,-0.171692,-0.00709574,-0.372812
UID_H10_96_1_hem-22,2.29338,-2.27306,-1.93465,-0.998492,1.70055
UID_H10_96_2_hem-9,-0.246526,0.595417,-0.0523764,-0.0958206,-0.0925005
UID_H10_96_3_hem-10,-0.161563,0.843481,-0.0342756,-0.255454,0.180223
UID_H10_96_4_hem-13,-0.367518,0.408257,-0.0391363,-0.322211,-0.0207654
UID_H10_97_1_hem-14,-0.249165,0.432126,-0.137392,0.211607,-0.336236
UID_H10_97_2_hem-10,-0.258809,0.381643,-0.221619,0.0732505,-0.309525
UID_H10_97_3_hem-12,-0.385265,0.275846,-0.185679,-0.257458,-0.145695
UID_H10_97_4_hem-12,-0.271942,0.712746,0.0581237,-0.441587,0.259103
UID_H10_98_1_hem-22,-0.633207,-0.074883,0.00706278,-0.405335,0.174767
UID_H10_99_1_hem-13,-0.30172,0.123825,0.172061,-0.244811,1.03246
UID_H10_9_1_hem-17,-0.683804,-0.109707,0.0025002,-0.528159,0.180831
UID_H14_10_1_hem-2,0.235165,1.31122,-0.169612,0.392163,-0.533626
UID_H14_10_2_hem-3,0.112773,1.14916,-0.0552506,0.180144,-0.446534
UID_H14_10_3_hem-11,-0.359651,0.457056,-0.0893663,-0.426583,0.065899
UID_H14_10_4_hem-2,0.351296,1.88238,0.05581,-0.00881773,0.0218226
UID_H14_11_10_hem-6,0.315861,1.8415,0.118599,0.0541932,0.0096426
UID_H14_11_1_hem-21,-0.543585,0.0184682,-0.170675,-0.0306781,-0.0303342
UID_H14_11_2_hem-8,-0.213966,0.893995,0.0799122,-0.369139,0.186504
UID_H14_11_3_hem-3,-0.43711,0.331534,-0.0206,-0.701998,0.309088
UID_H14_11_4_hem-8,-0.258458,0.665722,0.121738,-0.283104,0.204507
UID_H14_11_5_hem-11,-0.108868,-0.0662119,-0.0706356,0.571519,0.521181
UID_H14_11_6_hem-23,-0.604591,-0.129617,-0.15772,-0.745545,0.4835
UID_H14_11_7_hem-19,-0.666264,-0.218522,0.0634132,-0.558871,0.561448
UID_H14_11_8_hem-8,0.0579776,-0.582098,-0.956886,3.19583,-1.18982
UID_H14_11_9_hem-2,0.324262,1.60245,-0.0635798,0.464943,-0.483663
UID_H14_12_1_hem-4,-0.49273,0.309218,0.0312508,-0.467218,0.173072
UID_H14_12_2_hem-10,0.102741,1.14901,-0.183579,0.109177,-0.293135
UID_H14_12_3_hem-8,1.50954,-0.578724,0.770943,4.83358,-0.322575
UID_H14_12_4_hem-5,0.295415,1.6304,-0.0124682,0.155667,-0.11589
UID_H14_12_5_hem-2,0.232916,1.53764,-0.01327,-0.0636417,-0.00653845
UID_H14_12_6_hem-5,0.224264,1.42272,-0.117165,0.223683,-0.381103
UID_H14_12_7_hem-2,0.268794,1.519,0.200174,0.250218,-0.0988369
UID_H14_12_8_hem-2,0.149093,1.43241,-0.0392075,-0.0696573,-0.0411114
UID_H14_13_1_hem-2,0.469773,1.20653,0.407513,0.973261,0.396532
UID_H14_13_2_hem-2,0.160838,1.43804,-0.00434911,-0.0739062,-0.0226672
UID_H14_13_3_hem-2,0.399445,1.97213,0.0948007,-0.00794336,0.0592953
UID_H14_13_4_hem-6,0.185494,1.33986,0.0383615,0.130479,-0.153821
UID_H14_13_5_hem-14,-0.313418,0.458567,-0.0576688,-0.148504,-0.0132991
UID_H14_13_6_hem-10,-0.00154319,1.099,-0.0591622,0.0137068,-0.197835
UID_H14_13_7_hem-15,-0.267106,0.762931,0.0606203,-0.412021,0.253275
UID_H14_13_8_hem-5,0.222611,1.62246,0.0220659,-0.0443751,-0.0231167
UID_H14_14_1_hem-15,-0.88016,-0.592782,-0.206203,-0.389751,-0.0041225
UID_H14_14_2_hem-3,-0.464279,-0.253953,-0.0921844,-0.0781705,-0.555058
UID_H14_14_3_hem-9,-0.0267558,1.00006,-0.0081187,-0.131097,-0.257345
UID_H14_14_4_hem-5,0.162883,1.40837,-0.000656073,-0.0538076,-0.0316978
UID_H14_14_5_hem-2,0.272275,1.67614,0.0274422,-0.00132341,0.111387
UID_H14_14_6_hem-9,-0.412297,0.0221639,-0.151579,0.0565757,-0.339355
UID_H14_14_7_hem-8,0.0794198,1.34864,0.0188957,-0.191449,0.163892
UID_H14_14_8_hem-2,0.357103,1.71209,-0.0299188,0.223075,-0.0632288
UID_H14_14_9_hem-5,0.132761,1.29636,-0.0405734,0.126485,-0.331673
UID_H14_15_10_hem-2,0.378007,1.82664,-0.0166013,-0.0119561,-0.00288342
UID_H14_15_11_hem-5,0.17447,1.57716,0.0786648,-0.224491,0.235662
UID_H14_15_12_hem-4,0.119645,1.207,-0.124537,0.204698,-0.456128
UID_H14_15_13_hem-13,-0.0643936,0.88682,-0.142154,-0.0119904,-0.282705
UID_H14_15_14_hem-12,-0.456015,0.300102,0.0183671,-0.592665,0.225666
UID_H14_15_1_hem-2,0.314262,1.65698,-0.0622046,0.00492141,-0.12122
UID_H14_15_2_hem-10,-0.0358752,1.03753,-0.101593,-0.323955,0.0448704
UID_H14_15_3_hem-2,0.393366,1.98416,0.0176929,-0.130773,0.0835791
UID_H14_15_4_hem-5,-0.10364,0.915739,-0.061485,-0.27537,0.00443373
UID_H14_15_5_hem-15,-0.148048,0.782647,-0.123847,-0.253952,0.0429008
UID_H14_15_6_hem-11,-0.0208564,0.730552,-0.269588,0.478961,-0.871544
UID_H14_15_7_hem-11,0.011381,1.16505,-0.00512975,-0.130979,0.0199562
UID_H14_15_8_hem-9,-0.0216021,1.16999,0.0556109,-0.285978,0.142352
UID_H14_15_9_hem-2,0.240419,1.51412,0.0289568,0.160205,-0.143901
UID_H14_16_10_hem-6,0.177012,1.56118,0.0200702,-0.093468,0.073627
UID_H14_16_11_hem-8,0.0782216,0.654815,-0.031442,0.648108,-0.392998
UID_H14_16_12_hem-13,0.0451707,1.25941,0.0113871,-0.270773,0.300216
UID_H14_16_13_hem-6,-0.403737,0.030128,-0.254456,0.302839,-0.738358
UID_H14_16_14_hem-6,0.162405,1.2738,-0.122748,0.387552,-0.634776
UID_H14_16_1_hem-4,-0.0173592,-0.952003,-1.23952,3.50972,-1.85012
UID_H14_16_2_hem-10,-0.22859,0.609023,-0.0585938,-0.2105,0.0740697
UID_H14_16_3_hem-9,0.117077,1.39002,0.0146212,-0.101818,0.0427695
UID_H14_16_4_hem-2,0.529768,1.53538,0.535191,0.606592,0.548571
UID_H14_16_5_hem-12,-0.254508,0.679203,-0.0644337,-0.27796,0.042181
UID_H14_16_6_hem,2.48372,0.42499,0.351545,-0.862878,-1.01311
UID_H14_16_7_hem-16,-0.112343,-0.0699713,0.305537,1.3098,-0.400197
UID_H14_16_8_hem-9,-0.449829,-0.206321,0.421122,0.901415,0.00863913
UID_H14_16_9_hem-7,0.148606,1.48726,0.0487811,-0.025863,-0.0619705
UID_H14_17_10_hem-13,-0.257597,0.747544,0.0531157,-0.497164,0.370224
UID_H14_17_11_hem-2,0.350943,1.72886,0.00814673,0.155004,-0.0993465
UID_H14_17_12_hem-3,0.082854,1.08651,-0.212602,0.0912167,-0.171386
UID_H14_17_13_hem-13,-0.236664,0.605831,-0.0712349,-0.253763,0.15349
UID_H14_17_14_hem-10,-0.139884,0.221724,0.20969,0.393447,0.285967
UID_H14_17_15_hem-2,2.65261,0.316972,1.20764,-0.604515,-0.255905
UID_H14_17_1_hem-8,1.2618,-1.27009,-0.687175,0.733566,2.61292
UID_H14_17_2_hem-6,0.447864,-0.431478,0.445374,2.24695,1.57126
UID_H14_17_3_hem-2,0.248486,1.5478,-0.10864,0.0279068,-0.187621
UID_H14_17_4_hem-2,0.33165,1.77006,0.040718,-0.00415603,0.068571
UID_H14_17_5_hem-12,-0.0573953,1.15683,0.0649831,-0.317264,0.152413
UID_H14_17_6_hem-5,-0.0581662,1.04689,0.0400967,-0.240039,0.0675602
UID_H14_17_7_hem-8,-0.178344,0.727084,0.00489299,-0.120161,-0.163586
UID_H14_17_8_hem-11,-0.283023,0.397167,-0.0631865,-0.20089,-0.0786626
UID_H14_17_9_hem-3,0.3564,1.79347,0.110269,-0.0540114,-0.0396949
UID_H14_18_10_hem-7,2.49607,-1.051,-0.277776,-1.00654,-2.22116
UID_H14_18_11_hem-6,-0.050389,0.844072,0.037885,0.0903925,0.0849857
UID_H14_18_12_hem-3,-0.0349672,1.12393,-0.0148561,-0.387352,0.00488099
UID_H14_18_13_hem-6,0.0413132,1.05388,-0.0133622,0.234048,-0.195402
UID_H14_18_14_hem-5,2.52637,-0.329578,1.07011,-1.17715,-2.06258
UID_H14_18_15_hem-17,-0.34885,0.305144,-0.208986,-0.00858835,-0.222799
UID_H14_18_1_hem-4,-0.140077,0.754921,-0.00338846,-0.0990022,-0.0972843
UID_H14_18_2_hem-12,-0.329988,-0.343766,0.424748,0.67779,0.480926
UID_H14_18_3_hem-6,-0.0970897,0.862023,-0.0747149,-0.0889716,-0.0941146
UID_H14_18_4_hem-5,-0.051248,0.8979,0.0715445,0.180865,-0.189973
UID_H14_18_5_hem-9,-0.113876,0.745944,-0.12351,0.0171256,-0.395545
UID_H14_18_6_hem-13,-0.205226,-0.127608,0.70216,0.982956,0.163773
UID_H14_18_7_hem-25,-0.493356,0.290549,0.0468989,-0.403185,0.19343
UID_H14_18_8_hem-2,0.0274281,1.23926,0.0274965,-0.309985,0.229903
UID_H14_18_9_hem-4,0.105903,0.801631,-0.0734448,0.281482,-0.341632
UID_H14_19_10_hem-5,0.0916321,1.14944,-0.119454,0.0874996,-0.339086
UID_H14_19_11_hem-2,0.323393,1.67804,-0.0638355,0.122445,-0.195267
UID_H14_19_12_hem-14,0.0674725,1.21653,-0.0483718,-0.168405,0.0848849
UID_H14_19_13_hem-10,-0.0133093,0.976793,-0.104325,0.1432,-0.40552
UID_H14_19_14_hem-9,-0.0981744,0.803319,-0.162505,-4.47192e-05,-0.351744
UID_H14_19_15_hem-13,-0.00731792,1.05687,-0.117413,-0.274542,0.0729996
UID_H14_19_16_hem-5,0.0437845,1.02698,0.0424646,0.0327909,0.203684
UID_H14_19_17_hem-11,-0.0207634,1.02491,-0.108015,-0.0376172,-0.272059
UID_H14_19_1_hem-9,-0.206,-2.95128,-1.28235,2.7788,-3.38593
UID_H14_19_2_hem-2,0.216533,1.30466,-0.191567,0.238849,-0.478762
UID_H14_19_3_hem-9,-0.0799611,0.897227,-0.174531,-0.156417,-0.243225
UID_H14_19_4_hem-16,-0.510463,-0.360195,-0.469375,-0.00731292,-0.530654
UID_H14_19_5_hem-3,0.191356,0.491338,0.329131,1.48111,-0.39301
UID_H14_19_6_hem-10,2.81132e-05,0.828576,-0.262181,-0.00616228,-0.341613
UID_H14_19_7_hem,2.62675,0.203348,0.676612,-1.27694,-0.459285
UID_H14_19_8_hem-8,-0.0703553,1.00976,-0.0215544,-0.277763,0.079449
UID_H14_19_9_hem-4,0.14336,1.00321,-0.275291,0.0536829,-0.250005
UID_H14_1_10_hem-10,-0.430422,0.332075,-0.064667,-0.516644,0.208481
UID_H14_1_1_hem-9,-0.354909,-0.14473,-0.362332,0.143449,-0.711371
UID_H14_1_2_hem-8,-0.0571568,0.881007,-0.103408,-0.0837383,-0.130669
UID_H14_1_3_hem-8,-0.0834134,-1.16801,0.404132,2.88629,-0.817232
UID_H14_1_4_hem-3,0.114597,0.481245,0.401601,0.781876,0.250157
UID_H14_1_5_hem-12,-0.163134,0.274513,-0.016588,-0.165407,0.257083
UID_H14_1_6_hem-13,-0.0297602,1.17586,-0.021978,-0.141295,0.0226239
UID_H14_1_7_hem-7,-0.186777,0.763834,-0.0326422,-0.524851,0.414399
UID_H14_1_8_hem-2,-0.0413602,1.17852,0.107771,-0.261898,0.259488
UID_H14_1_9_hem-8,-0.082545,1.05451,-0.00167718,-0.278213,0.0512549
UID_H14_20_10_hem-11,-0.103493,0.962378,0.0578202,-0.0428214,0.0283627
UID_H14_20_11_hem-6,-0.0285926,0.938981,-0.0872109,0.27817,-0.224201
UID_H14_20_12_hem-2,-0.00199986,0.782282,-0.281608,0.0465961,-0.570072
UID_H14_20_13_hem-4,-0.107037,0.895386,-0.050531,-0.0884823,-0.165417
UID_H14_20_1_hem-10,-0.167343,0.591963,-0.119614,0.240177,-0.643087
UID_H14_20_2_hem-5,2.00172,0.664606,-3.28516,2.11437,0.721023
UID_H14_20_3_hem-6,1.98424,-0.201413,2.68682,3.95564,3.60384
UID_H14_20_4_hem-13,-0.268688,0.584461,-0.0031664,-0.153937,-0.0820995
UID_H14_20_5_hem-7,2.75821,-0.513597,0.0391204,-0.771434,1.15967
UID_H14_20_6_hem-4,-0.0430637,1.20824,0.0700811,-0.341649,0.269581
UID_H14_20_7_hem-8,0.000510022,1.16128,-0.0169962,0.0385577,-0.212293
UID_H14_20_8_hem-2,0.252763,1.52545,0.0442688,-0.0356787,-0.154454
UID_H14_20_9_hem-5,0.133619,0.852726,-0.253297,0.831584,-1.10423
UID_H14_21_10_hem-5,2.62389,-0.302142,-0.303589,-1.09439,-0.15561
UID_H14_21_1_hem-12,-0.23371,0.39391,-0.192686,0.0939967,-0.393986
UID_H14_21_2_hem-8,-0.212222,0.776452,0.0155409,-0.580337,0.50817
UID_H14_21_3_hem-16,-0.148355,0.801736,-0.0836964,-0.104256,-0.0742056
UID_H14_21_4_hem-7,-0.112254,0.878574,-0.0547799,0.0168957,-0.196747
UID_H14_21_5_hem-7,-0.0226892,0.788188,-0.00763274,-0.642594,0.74121
UID_H14_21_6_hem-4,0.0222186,1.15188,0.00297131,-0.209099,0.162819
UID_H14_21_7_hem-6,-0.367448,0.462336,0.014166,-0.392154,0.141064
UID_H14_21_8_hem-7,-0.1544,0.923373,0.0536681,-0.281647,0.146809
UID_H14_21_9_hem-4,2.83382,-0.509847,0.242011,-1.05823,0.895566
UID_H14_22_10_hem-2,0.147765,1.47113,0.0313657,-0.161007,0.0723009
UID_H14_22_11_hem-8,-0.360386,0.209584,-0.171623,-0.523248,0.46776
UID_H14_22_1_hem-2,0.236397,1.28602,-0.129594,0.191057,-0.0224258
UID_H14_22_2_hem-2,0.177124,1.47567,-0.013452,-0.018307,-0.171597
UID_H14_22_3_hem-7,-0.0132525,1.11763,-0.0459091,-0.385338,0.471589
UID_H14_22_4_hem-2,0.298926,1.67287,-0.00468583,0.125515,-0.206567
UID_H14_22_5_hem-2,0.238253,1.53157,-0.0207981,0.137844,-0.151219
UID_H14_22_6_hem-12,-0.0860725,0.911164,0.00367859,0.0680158,-0.160154
UID_H14_22_7_hem-11,0.0076171,0.739198,-0.0376639,0.644278,-0.550383
UID_H14_22_8_hem-5,2.19351,0.437643,-2.54136,2.01493,0.806987
UID_H14_22_9_hem-2,0.317034,0.998315,0.174628,1.15768,-0.292258
UID_H14_23_10_hem-10,-0.673204,-0.375854,0.0748309,-0.508457,0.31617
UID_H14_23_11_hem-6,0.166262,1.2665,-0.0729724,0.25991,-0.477816
UID_H14_23_12_hem-9,0.0565797,1.11696,-0.0418716,-0.141068,0.145904
UID_H14_23_13_hem-11,0.0916704,0.776614,0.346324,0.115383,0.405725
UID_H14_23_14_hem-2,0.268788,1.59979,-0.0262545,0.0416608,-0.112181
UID_H14_23_1_hem-6,-0.488541,0.151429,-0.0379421,-0.2595,-0.168153
UID_H14_23_2_hem-5,-0.0421054,0.245177,0.293065,0.815063,-0.132125
UID_H14_23_3_hem-17,-0.319338,0.402629,-0.102272,-0.148235,-0.127741
UID_H14_23_4_hem-2,0.225843,1.6409,0.00773279,-0.179359,0.268208
UID_H14_23_5_hem-27,-0.402887,0.370438,-0.0510332,-0.247192,0.0221192
UID_H14_23_6_hem-8,0.0407534,0.803239,-0.287941,0.540761,-1.00901
UID_H14_23_7_hem-5,0.185327,1.51549,-0.0167583,-0.0947918,-0.0495475
UID_H14_23_8_hem-7,-0.0433577,0.333629,-0.230023,0.445432,-0.787763
UID_H14_23_9_hem-27,-0.699651,-1.15624,-0.166622,0.0576773,0.18763
UID_H14_24_10_hem-7,-0.0449381,0.974726,-0.03254,-0.103686,0.0806143
UID_H14_24_11_hem-9,-0.112508,0.846746,-0.0166099,-0.0847648,-0.0059669
UID_H14_24_12_hem-5,0.207453,1.48001,-0.104421,0.0980615,-0.168192
UID_H14_24_13_hem-17,-0.347754,0.494216,-0.0573602,-0.335379,0.12083
UID_H14_24_14_hem-7,-0.126294,0.800253,-0.0533086,-0.0773947,5.81742e-05
UID_H14_24_1_hem-3,0.00082448,0.84709,-0.20092,0.34317,-0.483326
UID_H14_24_2_hem-5,0.081368,1.36122,0.0280502,-0.0761937,0.0690611
UID_H14_24_3_hem-7,-0.0719688,1.03071,-0.0571612,-0.108946,0.0387862
UID_H14_24_4_hem,1.41146,3.44715,-0.0815986,0.599602,-0.0280495
UID_H14_24_5_hem,2.09073,0.707567,0.118944,0.259918,-2.94491
UID_H14_24_6_hem-7,-0.0337431,1.20224,0.0365143,-0.367399,0.347264
UID_H14_24_7_hem-2,0.897743,-0.413094,1.99506,3.69353,1.02519
UID_H14_24_8_hem-8,0.0293093,1.17104,0.0396624,0.0106201,-0.0426094
UID_H14_24_9_hem-7,-0.219695,0.517199,-0.222605,0.0476194,-0.493333
UID_H14_25_1_hem-2,0.221398,1.34912,-0.168339,0.328651,-0.606596
UID_H14_25_2_hem-8,-0.0454642,0.875942,-0.104153,0.130687,-0.518999
UID_H14_25_3_hem-3,0.00337541,1.07338,-0.0955065,-0.0338558,-0.0901624
UID_H14_25_4_hem-10,-0.818204,-0.551451,-0.16195,-0.842965,0.301756
UID_H14_25_5_hem-8,-0.131295,0.75544,0.00838064,-0.280711,0.266915
UID_H14_25_6_hem-2,0.0729518,1.35867,0.0315213,-0.184669,0.0623393
UID_H14_25_7_hem-5,0.117552,0.917083,-0.121984,0.403751,-0.318106
UID_H14_26_1_hem-6,-0.168761,0.55905,-0.264527,-0.403068,0.0315102
UID_H14_26_2_hem-2,0.0557858,1.24587,0.00217824,-0.0668207,-0.102656
UID_H14_26_3_hem,2.47171,-0.324793,0.495079,-1.01296,-1.9214
UID_H14_26_4_hem-4,-0.164506,0.793659,-0.0316684,-0.253062,-0.0693674
UID_H14_26_5_hem,2.46096,0.0666406,0.460764,-1.21694,-0.478976
UID_H14_26_6_hem-2,2.32424,0.110293,0.446603,-0.49124,-2.14804
UID_H14_27_10_hem-9,2.42698,1.18476,-3.13211,2.17684,2.9698
UID_H14_27_11_hem-23,-0.373469,0.022324,0.118306,0.0746191,0.734682
UID_H14_27_1_hem-9,-0.109951,0.764849,-0.151683,-0.268204,-0.0213033
UID_H14_27_2_hem-5,0.0965821,1.2363,-0.0737275,-0.132267,-0.0845343
UID_H14_27_3_hem-6,-0.0312485,1.08571,-0.00564499,-0.182926,0.15081
UID_H14_27_4_hem-6,-0.088967,0.903166,-0.0965272,-0.483354,0.369313
UID_H14_27_5_hem-3,-0.0868018,1.03538,0.00287505,-0.178725,0.0331663
UID_H14_27_6_hem-2,0.0867774,1.19154,-0.0791883,0.124323,-0.363934
UID_H14_27_7_hem-4,0.173656,0.678756,-0.105861,0.544086,-0.646197
UID_H14_27_8_hem-4,-0.0096967,1.06366,0.0288901,0.0566743,-0.287897
UID_H14_27_9_hem-8,-0.0913368,0.765413,-0.0751281,0.0301398,0.037393
UID_H14_28_10_hem-15,1.91247,-0.0134922,2.40775,-0.226154,-0.0189526
UID_H14_28_11_hem-11,0.028303,0.741165,-0.372118,0.345464,-0.565095
UID_H14_28_12_hem-10,-0.150844,0.824877,-0.0799067,-0.12842,-0.154697
UID_H14_28_13_hem-11,-0.103627,0.997306,0.0310971,-0.305243,0.129113
UID_H14_28_1_hem-4,0.15254,1.2539,-0.15601,0.112259,-0.32269
UID_H14_28_2_hem-7,0.0359014,0.920287,0.131556,0.0582821,0.20689
