Contour,Area,all2Model (normalized mode 1),all2Model (normalized mode 2)
UID_49_20_4_all-13,25661.4,-2.89773,-0.403255
UID_49_20_5_all-20,17865.7,-2.56523,-0.478676
UID_49_20_6_all-23,33115,0.338786,-0.402863
UID_49_20_7_all-28,37811.4,0.456089,0.251296
UID_49_20_8_all-17,47226,0.332903,2.25288
UID_49_20_9_all-18,37196.5,0.543621,-0.256048
UID_49_21_1_all-18,48125.2,0.499618,1.7304
UID_49_21_2_all-18,40415.4,0.607012,0.204513
UID_49_21_3_all-18,43320.9,0.714168,0.354462
UID_49_21_4_all-26,46882.6,0.785532,0.711543
UID_49_21_5_all-6,34597.8,0.460196,-0.496663
UID_49_21_6_all-32,40098.6,0.510346,0.511449
UID_49_22_1_all-17,43160.4,0.616771,0.530269
UID_49_22_2_all-21,45493,0.363241,1.67759
UID_49_22_3_all-27,38941.6,0.553577,0.0547021
UID_49_22_4_all-23,7665.32,-2.59606,0.457178
UID_49_22_5_all-16,36213.9,0.413036,0.053622
UID_49_23_1_all-7,38033.3,0.591922,-0.195929
UID_49_23_2_all-6,34518.5,0.40184,-0.32284
UID_49_23_3_all-9,39505.6,0.578149,0.0993816
UID_49_23_4_all-13,46329.5,0.118273,2.51949
UID_49_23_5_all-14,37738.6,0.50987,-0.0653194
UID_49_23_6_all-26,37720.3,0.480771,0.202325
UID_49_23_7_all-19,14605.2,-2.43397,0.578908
UID_49_24_1_all-26,39398.6,0.535475,0.171747
UID_49_24_2_all-14,38551.3,0.578424,-0.0599668
UID_49_24_3_all-13,42033.6,0.449117,0.922608
UID_49_24_4_all-18,43387.2,0.568591,0.805527
UID_49_24_5_all-13,36577.6,0.533915,-0.302369
UID_49_24_6_all-29,33829.5,0.373222,-0.372274
UID_49_25_1_all-12,5644.03,-2.75131,1.41547
UID_49_25_2_all-9,41076.9,0.432635,1.2
UID_49_25_3_all-24,39245.8,0.556258,0.132428
UID_49_25_4_all-8,39367.3,0.605675,0.0301878
UID_49_26_1_all-12,37456.3,0.522902,-0.0778752
UID_49_26_2_all-7,7480.16,-2.80147,1.25967
UID_49_26_3_all-23,37862.1,0.54907,-0.0821618
UID_49_26_4_all-19,39540.3,0.431564,0.73728
UID_49_26_5_all-15,9386.53,-2.71391,1.60038
UID_49_27_1_all-6,45435.5,0.826092,0.427747
UID_49_27_2_all-25,38934.5,0.481034,0.383389
UID_49_27_3_all-10,38030.4,0.427088,0.0754703
UID_49_28_1_all-26,45473,0.714955,0.794765
UID_49_28_2_all-4,24237.7,-0.0781474,-1.06913
UID_49_28_3_all-22,46360.4,0.581855,1.0792
UID_49_28_4_all-12,50741.9,0.682069,1.57991
UID_49_28_5_all-12,32212.3,0.276254,-0.35013
UID_49_29_1_all-5,5205.68,-2.68845,1.29488
UID_49_29_2_all-24,40711.4,0.644459,0.181898
UID_49_29_3_all-19,39635.6,0.460121,0.65218
UID_49_29_4_all-17,46431.9,0.854718,0.480016
UID_49_3_1_all-10,36643.7,0.538866,-0.317822
UID_49_3_2_all-6,32839.3,0.341809,-0.433544
UID_49_3_3_all-9,49024.4,0.794445,1.2056
UID_49_3_4_all-14,11815.4,-2.60168,0.197417
UID_49_3_5_all-20,44774.3,0.812491,0.384587
UID_49_3_6_all-18,34432.9,0.404576,-0.413787
UID_49_30_1_all-22,46499.8,0.568616,1.37276
UID_49_30_2_all-18,44436.4,0.202641,1.88269
UID_49_31_1_all-15,38161,0.541883,-0.0260861
UID_49_31_2_all-18,33945,0.295927,0.120752
UID_49_31_3_all-18,35770.5,0.476329,-0.314257
UID_49_31_4_all-11,28914.3,0.148212,-0.619266
UID_49_31_5_all-5,41551.5,0.568262,0.47976
UID_49_32_1_all,2967.23,-3.14291,1.96497
UID_49_32_2_all-7,5245.99,-2.79278,2.78263
UID_49_33_1_all-16,33290,0.419035,-0.606005
UID_49_33_2_all-22,33216.2,0.296096,-0.203791
UID_49_33_3_all-22,33566.7,0.385126,-0.405013
UID_49_33_4_all-13,33402.6,0.255707,-0.205152
UID_49_33_5_all-23,36708,0.531418,-0.300274
UID_49_33_6_all-21,32835.3,0.344744,-0.517797
UID_49_34_1_all-22,32972.3,0.406225,-0.63029
UID_49_34_2_all-25,32817.2,0.352254,-0.495953
UID_49_34_3_all-40,48981.7,0.832445,1.13893
UID_49_35_1_all-4,31902.1,0.272475,-0.455695
UID_49_35_2_all-10,30240.6,0.227027,-0.650322
UID_49_36_1_all-4,40448.4,0.562755,0.446645
UID_49_36_2_all-2,29521.3,0.0702248,-0.35051
UID_49_37_1_all-5,39844.8,0.502841,0.42599
UID_49_37_2_all-4,34456.5,0.437798,-0.401484
UID_49_4_1_all-21,44323.7,0.222462,1.91874
UID_49_4_2_all-22,38276.7,0.472189,0.123181
UID_49_4_3_all-25,39559.4,0.654723,-0.118025
UID_49_4_4_all-22,35662.8,0.518297,-0.452989
UID_49_4_5_all-9,35336.2,0.45455,-0.335085
UID_49_4_6_all-15,31940.1,0.298482,-0.49954
UID_49_4_7_all-16,37233.4,0.38768,0.258884
UID_49_5_1_all-9,3247.36,-1.55133,-3.15961
UID_49_5_2_all-24,41295.5,0.661638,0.216365
UID_49_5_3_all-5,28914.4,0.187545,-0.869026
UID_49_5_4_all-26,34377.2,0.332608,-0.0661915
UID_49_5_5_all-12,28809.7,0.222535,-0.948685
UID_49_5_6_all-18,35929.3,0.526826,-0.387414
UID_49_5_7_all-19,34281.8,0.400693,-0.348904
UID_49_6_1_all-14,30594.3,0.308631,-0.807773
UID_49_6_10_all-25,36427.6,0.434924,-0.0675361
UID_49_6_11_all-15,44020.9,0.790652,0.312498
UID_49_6_12_all-19,40406,0.64685,0.099513
UID_49_6_2_all-8,30822,0.283867,-0.744932
UID_49_6_3_all-26,46937.3,0.878319,0.497754
UID_49_6_4_all-9,35732.9,0.356508,-0.00370398
UID_49_6_5_all-21,34614.9,0.475011,-0.518737
UID_49_6_6_all-14,30838.7,0.239435,-0.532846
UID_49_6_7_all-19,30014.5,0.287351,-0.902043
UID_49_6_8_all-12,34977.4,0.386371,-0.162291
UID_49_6_9_all-20,32417.5,0.353019,-0.58938
UID_49_7_1_all-11,33781.2,0.423085,-0.533954
UID_49_7_10_all-17,45862.7,0.845191,0.419504
UID_49_7_11_all-16,34998.6,0.329911,-0.131346
UID_49_7_12_all-15,33997,0.457159,-0.583993
UID_49_7_2_all-10,31393.3,0.286375,-0.575583
UID_49_7_3_all-2,25296.8,0.0419673,-1.16813
UID_49_7_4_all-4,23319.1,-0.0764848,-1.24054
UID_49_7_5_all-16,27850.4,0.042173,-0.487877
UID_49_7_6_all-17,29557.1,0.152075,-0.520635
UID_49_7_7_all-18,27394.1,0.160037,-1.06856
UID_49_7_8_all-15,30148.5,0.298196,-0.87787
UID_49_7_9_all-6,30662.8,0.279876,-0.772939
UID_49_8_1_all-8,30584,0.240842,-0.491431
UID_49_8_2_all-21,37918.3,0.522582,-0.0632522
UID_49_8_3_all-11,30530.3,0.286162,-0.770238
UID_49_8_4_all-11,33715.9,0.407194,-0.511013
UID_49_8_5_all-11,32165.9,0.310521,-0.514031
UID_49_9_1_all-16,8207.57,-2.1765,1.23693
UID_49_9_2_all-28,37592.1,0.554489,-0.154477
UID_49_9_3_all-11,22994.7,-2.13075,1.58999
UID_49_9_4_all-32,35493.9,-1.70732,0.989497
UID_49_9_5_all-25,47586.3,0.846424,0.754925
UID_67_1_1_all-14,48594.4,0.707426,1.13813
UID_67_1_2_all-14,44622.3,0.489443,1.56345
UID_67_1_3_all-17,46671.8,0.708152,0.980781
UID_67_1_4_all-6,31344.7,0.249376,-0.4053
UID_67_1_5_all-8,30730.2,0.14085,-0.137022
UID_67_1_6_all-15,44365.4,0.56102,1.47413
UID_67_1_7_all-12,32268.8,0.308649,-0.4392
UID_67_1_8_all-9,41124.2,0.666149,0.178054
UID_67_10_1_all-14,41185.8,0.677233,0.094464
UID_67_10_2_all-12,47309.2,0.860015,0.602535
UID_67_10_3_all-9,41282.6,0.600422,0.424175
UID_67_10_4_all-8,36039.3,0.410431,-0.155345
UID_67_10_5_all-9,41947.7,0.401811,1.16876
UID_67_10_6_all-7,32610.9,0.342059,-0.460653
UID_67_10_7_all-13,39950.8,0.534638,0.485334
UID_67_10_8_all-18,45880.7,0.759521,0.825443
UID_67_11_1_all-13,42821.1,0.356421,1.39166
UID_67_11_10_all-7,43874.1,0.651388,0.741179
UID_67_11_2_all-9,33862.1,0.381882,-0.346669
UID_67_11_3_all-16,45757.4,0.699184,1.00146
UID_67_11_4_all-8,41682.3,0.561702,0.492941
UID_67_11_5_all-12,33672.9,0.422268,-0.55688
UID_67_11_6_all-6,36704.7,0.480235,-0.0602186
UID_67_11_7_all-9,31869.1,0.246387,-0.438769
UID_67_11_8_all-17,40998.4,0.628401,0.272823
UID_67_11_9_all-12,43938.5,0.638802,0.805889
UID_67_12_1_all-7,37006.5,0.54029,-0.23495
UID_67_12_2_all-14,31388.4,0.258848,-0.530768
UID_67_12_3_all-14,34556.4,0.420899,-0.35617
UID_67_12_4_all-11,42628.9,0.330002,1.17166
UID_67_13_1_all-14,42181.6,0.551486,0.430456
UID_67_13_2_all-26,43725.4,0.662463,0.603916
UID_67_13_3_all-15,45779.3,0.714243,0.706873
UID_67_13_4_all-7,36495.3,0.540752,-0.362638
UID_67_13_5_all-19,44875.9,0.741253,0.604887
UID_67_13_6_all-12,39355.1,0.132411,0.929379
UID_67_13_7_all-13,43931.4,0.685683,0.54216
UID_67_13_8_all-13,40185.7,0.543051,0.344418
UID_67_13_9_all-18,40268.7,0.555348,0.416453
UID_67_14_1_all-26,37937.4,0.539626,-0.0475469
UID_67_14_10_all-11,36076.1,0.425695,-0.132645
UID_67_14_11_all-22,39592.3,0.599993,0.0572031
UID_67_14_2_all-14,40243.5,0.60746,0.188995
UID_67_14_3_all-31,40332.3,0.593693,0.220214
UID_67_14_4_all-15,37405.9,0.580127,-0.294827
UID_67_14_5_all-16,40607.8,0.662219,0.0429309
UID_67_14_6_all-20,27963.2,0.147179,-0.925786
UID_67_14_7_all-14,44387.9,0.547922,0.882914
UID_67_14_8_all-13,34493.1,0.126285,0.0843022
UID_67_14_9_all-14,41145.1,0.693944,0.0637816
UID_67_15_1_all-10,37756,0.51846,-0.0535458
UID_67_15_10_all-15,35049.7,0.479877,-0.473772
UID_67_15_2_all-12,44808.8,0.771611,0.474425
UID_67_15_3_all-14,35598.3,0.453252,-0.280608
UID_67_15_4_all-13,41189.7,0.684653,0.109213
UID_67_15_5_all-14,40738.7,0.633767,0.253748
UID_67_15_6_all-17,44249.4,0.745337,0.474396
UID_67_15_7_all-12,40164.4,0.662238,-0.0425099
UID_67_15_8_all-21,41456,0.54586,0.620891
UID_67_15_9_all-12,34586.7,0.46761,-0.514225
UID_67_16_1_all-8,37713.2,0.579336,-0.252255
UID_67_16_2_all-11,35687.5,0.485403,-0.327442
UID_67_16_3_all-11,38646.5,0.513962,0.0957692
UID_67_16_4_all-6,31139.6,0.318139,-0.79741
UID_67_16_5_all-21,45014.5,0.758984,0.536015
UID_67_16_6_all-4,34522.1,0.395334,-0.250022
UID_67_16_7_all-14,42527.7,0.466269,0.962759
UID_67_16_8_all-8,37452.4,0.50094,-0.0596269
UID_67_17_1_all-15,38788.8,-0.0119788,0.632236
UID_67_17_2_all-11,41984,0.506237,0.62825
UID_67_17_3_all-5,42527.3,0.60329,0.69909
UID_67_17_4_all-22,39389.4,0.589557,0.0705497
UID_67_17_5_all-17,39972,0.481879,0.692526
UID_67_18_1_all-4,39777.2,0.590689,0.0687442
UID_67_18_2_all-17,48564.2,0.541471,1.69523
UID_67_18_3_all-11,33505.6,0.39265,-0.513363
UID_67_18_4_all-7,21570.7,-2.97003,1.76042
UID_67_18_5_all-11,39398.1,0.603746,-0.0110902
UID_67_19_1_all-11,40083.7,0.24336,0.763893
UID_67_19_10_all-15,9532.31,-3.06632,1.33409
UID_67_19_11_all-7,43142.9,0.76345,0.18202
UID_67_19_12_all-11,36192.7,0.508448,-0.344547
UID_67_19_13_all-10,42698.9,0.688512,0.370811
UID_67_19_14_all-10,39390.3,0.575437,0.0941803
UID_67_19_15_all-12,39316.7,0.58521,-0.00117815
UID_67_19_2_all-10,40768.2,0.208143,1.34539
UID_67_19_3_all-21,40237.4,0.532807,0.41919
UID_67_19_4_all-22,44560.9,0.821783,0.281093
UID_67_19_5_all-5,43262.2,0.638832,0.620263
UID_67_19_6_all-11,41685,0.675809,0.17826
UID_67_19_7_all-4,41137.5,0.700692,0.0304867
UID_67_19_8_all-18,42911.8,0.0410283,2.06038
UID_67_19_9_all-13,39284.8,0.59145,0.0318711
UID_67_2_1_all-19,49369.4,0.874814,0.892096
UID_67_20_1_all-16,43574,0.716866,0.442993
UID_67_20_10_all-12,44123.2,0.577377,0.893378
UID_67_20_11_all-15,48571.8,0.873165,0.841469
UID_67_20_12_all-15,5841.79,-2.53649,1.16269
UID_67_20_13_all-15,40746.8,0.340593,0.815052
UID_67_20_14_all-13,45329.3,0.757962,0.530024
UID_67_20_15_all-14,45027.4,0.77541,0.531529
UID_67_20_2_all-13,38752.7,0.562194,-0.0313914
UID_67_20_3_all-24,41034.3,0.644559,0.225287
UID_67_20_4_all-19,41810.3,-0.204559,1.34792
UID_67_20_5_all-12,39093.1,0.570045,0.0442612
UID_67_20_6_all-15,43427.5,0.715379,0.403131
UID_67_20_7_all-15,32836.4,0.385674,-0.622768
UID_67_20_8_all-17,43164.8,0.698332,0.540021
UID_67_20_9_all-14,46809.2,0.874498,0.521787
UID_67_21_1_all-15,48809.6,0.918713,0.763712
UID_67_21_10_all-22,42410.9,0.68792,0.315684
UID_67_21_11_all-13,44904.9,0.622959,0.638597
UID_67_21_12_all-13,47018.7,0.871097,0.613732
UID_67_21_2_all-12,45324.1,0.787156,0.531809
UID_67_21_3_all-13,34942.2,0.455826,-0.416912
UID_67_21_4_all-25,42899.7,0.737925,0.223453
UID_67_21_5_all-15,49212.7,0.834662,1.03234
UID_67_21_6_all-10,43268.1,0.597673,0.787051
UID_67_21_7_all-14,40234.8,0.668462,-0.0602698
UID_67_21_8_all-18,44946.1,0.607587,1.08952
UID_67_21_9_all-14,36321.8,0.0913699,0.901457
UID_67_22_1_all-10,41495.4,0.694471,0.129669
UID_67_22_10_all-4,37007.1,0.446493,0.0496833
UID_67_22_11_all-15,32320.1,0.287522,-0.469872
UID_67_22_12_all-11,40647.2,0.603061,0.264177
UID_67_22_2_all-24,49524.6,0.974614,0.642052
UID_67_22_3_all-19,40622.4,0.645486,0.115223
UID_67_22_4_all-7,22687.5,-2.45247,-0.968645
UID_67_22_5_all-10,38556.9,0.423809,0.37788
UID_67_22_6_all-16,46991.2,0.70237,1.02543
UID_67_22_7_all-12,33138.3,0.416973,-0.646058
UID_67_22_8_all-13,35950.5,0.504895,-0.350017
UID_67_22_9_all-9,47819.8,0.634436,1.29378
UID_67_23_1_all-14,37739.4,0.538018,-0.104911
UID_67_23_2_all-16,44458.9,0.805502,0.344098
UID_67_23_3_all-16,39083.6,0.6067,-0.0800601
UID_67_23_4_all-12,42600.6,-0.40789,2.34951
UID_67_23_5_all-22,44379.1,0.533478,1.13334
UID_67_23_6_all-13,35301.3,0.455257,-0.28274
UID_67_23_7_all-15,47133.3,0.311945,2.34717
UID_67_23_8_all-17,46098.5,0.786979,0.61596
UID_67_23_9_all-19,46584.5,0.898043,0.420599
UID_67_24_1_all-11,39802.9,0.602958,0.173431
UID_67_24_2_all-9,44746,0.76556,0.494901
UID_67_24_3_all-10,47855.9,0.583156,1.40286
UID_67_24_4_all-17,46155.1,0.862606,0.409991
UID_67_24_5_all-20,45065.7,0.710767,0.77283
UID_67_24_6_all-4,40467.3,0.661921,0.00888699
UID_67_25_1_all-15,34381.4,0.457882,-0.538861
UID_67_25_10_all-12,38088.9,0.496535,0.0481954
UID_67_25_11_all-17,38616.4,0.602525,-0.161935
UID_67_25_12_all-7,45677.6,-0.261821,1.40045
UID_67_25_2_all-14,32609.9,0.339532,-0.544848
UID_67_25_3_all-4,43493.3,0.0228864,0.888212
UID_67_25_4_all-9,370.441,-1.92208,-5.60452
UID_67_25_5_all-12,40176,0.613016,0.202991
UID_67_25_6_all-11,45723.4,0.847288,0.382854
UID_67_25_7_all-16,40828.2,0.614789,0.225128
UID_67_25_8_all-12,37872.2,0.51514,-0.0389217
UID_67_25_9_all-10,38528.7,0.478549,0.26626
UID_67_26_1_all-15,43861.6,0.550379,0.988141
UID_67_26_2_all-9,44311.1,0.768549,0.356312
UID_67_26_3_all-28,49508.9,0.989409,0.590557
UID_67_26_4_all-11,36874.8,0.431815,-0.0188638
UID_67_27_1_all-15,34160.9,0.417365,-0.455319
UID_67_27_2_all-17,3122.19,-2.05261,0.945039
UID_67_27_3_all-10,41397.5,0.0207545,1.79245
UID_67_27_4_all-16,42610.7,0.681391,0.310906
UID_67_27_5_all-4,36270.8,0.480414,-0.249152
UID_67_27_6_all-12,39582.7,0.421685,0.496796
UID_67_28_1_all-12,40854.8,0.054369,1.68854
UID_67_28_2_all-12,39147,0.612284,-0.0758429
UID_67_28_3_all-11,37292.4,0.482765,0.00862064
UID_67_28_4_all-8,40341,0.479189,0.348538
UID_67_28_5_all-7,40954.7,0.623614,0.24783
UID_67_28_6_all-15,40572.8,0.656366,0.129745
UID_67_28_7_all-8,31557.2,0.323073,-0.700844
UID_67_28_8_all-11,40540.7,0.611365,-0.0133383
UID_67_29_1_all-17,46940.9,0.807951,0.771148
UID_67_29_2_all-26,41576.4,0.700364,0.131705
UID_67_3_1_all-17,39020.7,0.618983,-0.128277
UID_67_3_2_all-7,36546.6,0.469433,-0.123561
UID_67_3_3_all-13,34802,0.412461,-0.267093
UID_67_3_4_all-6,39739.4,0.587964,0.117828
UID_67_3_5_all-19,42887.8,0.185108,0.999356
UID_67_3_6_all-13,44408,0.753926,0.552707
UID_67_3_7_all-3,34790.9,0.38783,-0.276056
UID_67_30_1_all-8,40768.5,0.622625,0.135885
UID_67_30_2_all-15,41939.9,0.587705,0.453618
UID_67_30_3_all-4,38547.7,0.463797,0.1817
UID_67_30_4_all-3,38587.6,0.463638,0.175537
UID_67_30_5_all-6,34848.6,0.426078,-0.337922
UID_67_30_6_all-19,36854.9,0.540896,-0.278465
UID_67_30_7_all-9,31560,0.157908,-0.380165
UID_67_30_8_all-18,44249.5,0.447857,1.03068
UID_67_30_9_all-4,38074.9,0.275551,0.488362
UID_67_31_1_all-11,40247.6,0.510989,0.538863
UID_67_31_10_all-11,34358.6,0.403445,-0.415877
UID_67_31_11_all-8,43979.4,0.807129,0.216446
UID_67_31_12_all-27,46381.1,0.833997,0.565613
UID_67_31_2_all-8,45177.2,0.793319,0.504341
UID_67_31_3_all-5,44310.4,0.652337,0.981437
UID_67_31_4_all-13,41356.3,0.645122,0.313522
UID_67_31_5_all-5,40667.6,0.579547,0.297984
UID_67_31_6_all-16,30182.5,0.252822,-0.766887
UID_67_31_7_all-11,43274.5,0.740464,0.348606
UID_67_31_8_all-6,34650.2,0.313854,-0.0582732
UID_67_31_9_all-10,46291.4,0.673564,0.895863
UID_67_32_1_all-21,43218.8,0.551193,0.788201
UID_67_32_10_all-11,45220.3,0.713189,0.850619
UID_67_32_11_all-19,42115.8,0.507164,0.746956
UID_67_32_2_all-15,44109.7,0.731365,0.490057
UID_67_32_3_all-11,43909,0.759527,0.353418
UID_67_32_4_all-10,39666.4,0.57306,0.119792
UID_67_32_5_all-11,48037.4,0.849424,0.741901
UID_67_32_6_all-20,35814.1,0.496561,-0.309519
UID_67_32_7_all-10,45365.5,0.767697,0.558538
UID_67_32_8_all-21,46723.4,0.876573,0.528026
UID_67_32_9_all-24,49567.2,0.898023,0.823661
UID_67_33_1_all-18,42495.1,0.595848,0.631139
UID_67_33_10_all-10,40417.5,0.642598,0.0649049
UID_67_33_11_all-14,32041.8,0.318102,-0.521364
UID_67_33_12_all-19,45021.9,0.775489,0.461219
UID_67_33_13_all-22,36681.6,0.388986,0.213042
UID_67_33_2_all-11,45159.3,0.705996,0.853318
UID_67_33_3_all-14,44305.4,0.501268,0.809279
UID_67_33_4_all-13,47664.7,0.693123,1.15877
UID_67_33_5_all-27,48742.6,0.389165,1.91006
UID_67_33_6_all-18,34062.2,0.351772,-0.276749
UID_67_33_7_all-23,46754.8,0.820445,0.637205
UID_67_33_8_all-9,35591,0.435025,-0.198338
UID_67_33_9_all-8,39523.4,0.627297,-0.0377462
UID_67_34_1_all-7,47778.6,0.900526,0.59321
UID_67_34_10_all-6,37207.4,0.482759,-0.0535465
UID_67_34_2_all-12,44776.6,0.810276,0.360632
UID_67_34_3_all-24,47531,0.839171,0.728462
UID_67_34_4_all-14,45573.4,0.630007,0.93982
UID_67_34_5_all-11,36426.1,0.436914,-0.0350671
UID_67_34_6_all-11,42989.8,0.712714,0.320881
UID_67_34_7_all-12,47544.7,0.82158,0.855978
UID_67_34_8_all-10,38888.6,0.616428,-0.111953
UID_67_34_9_all-11,40985,0.361786,0.560145
UID_67_4_1_all-15,48434.9,0.806687,1.15586
UID_67_4_2_all-10,42933.5,0.728724,0.266947
UID_67_4_3_all-6,40759.3,0.548401,0.568369
UID_67_4_4_all-13,38174,0.54616,-0.00740089
UID_67_4_5_all-8,38252.3,0.551242,-0.00686831
UID_67_4_6_all-13,46768,0.820643,0.629443
UID_67_4_7_all-14,38684.9,0.592903,-0.118834
UID_67_5_1_all-12,38049.5,0.485092,0.156431
UID_67_5_2_all-21,36931.4,0.555731,-0.335631
UID_67_5_3_all-5,35110.9,0.462477,-0.395222
UID_67_5_4_all-10,46040.9,0.761054,0.694608
UID_67_5_5_all-9,37225.1,0.4438,0.0624581
UID_67_6_1_all-13,39200.8,0.604855,-0.00251456
UID_67_6_2_all-13,35180.4,0.382207,0.0010025
UID_67_6_3_all-18,42064.8,0.690529,0.216655
UID_67_7_1_all-10,38145.1,0.548109,-0.0771817
UID_67_7_2_all-10,41203.4,0.658052,0.162929
UID_67_7_3_all-20,41290.6,0.585931,0.43915
UID_67_7_4_all-18,46696.3,0.841895,0.576047
UID_67_8_1_all-14,41653.9,0.656574,0.265478
UID_67_8_2_all-11,39442.8,0.538636,0.288361
UID_67_8_3_all-19,40325.5,0.546466,0.339681
UID_67_8_4_all-9,45076.7,0.688775,0.844041
UID_67_8_5_all-19,47479.5,0.804778,0.87958
UID_67_9_1_all-14,41058,0.613581,0.418364
UID_68_1_1_all-18,35413.4,-1.79482,1.13729
UID_68_10_1_all-11,45674,0.783177,0.562187
UID_68_10_2_all-7,46163.6,0.270561,1.47844
UID_68_10_3_all-20,49723.5,0.821216,1.13412
UID_68_10_4_all-14,47897.6,0.756187,1.01344
UID_68_10_5_all-11,31407.4,-1.98114,-0.128428
UID_68_10_6_all-11,42710.1,0.514806,0.722096
UID_68_11_2_all-14,17454.8,-3.32389,-0.25892
UID_68_11_3_all-26,48844.1,0.745502,1.01231
UID_68_11_4_all-8,18142.8,-2.33571,0.399488
UID_68_11_5_all-14,43059.8,0.707178,0.410281
UID_68_11_6_all-15,43135.1,0.763677,0.179853
UID_68_12_1_all-6,42534.2,0.103947,1.43856
UID_68_12_2_all-4,38053.1,0.322975,0.507131
UID_68_13_1_all-15,46489.4,0.854006,0.474063
UID_68_13_2_all-8,43696.9,0.545532,0.937557
UID_68_13_3_all-3,49706.7,0.83871,1.16196
UID_68_14_1_all-5,31725.7,-2.02305,1.44146
UID_68_14_2_all-12,42557.6,0.638661,0.59235
UID_68_15_1_all-33,49077.1,0.815313,1.29136
UID_68_15_2_all-29,48977.2,0.80317,1.03006
UID_68_15_3_all-6,49808.5,0.899119,0.876414
UID_68_16_1_all-18,46648.1,0.912257,0.37025
UID_68_16_2_all-23,39870.4,0.464416,0.672108
UID_68_16_3_all-18,47964.6,0.847986,0.844549
UID_68_17_1_all-19,44593.4,0.431251,1.68532
UID_68_19_1_all-11,46880.1,0.776982,0.864526
UID_68_19_2_all-26,45199.4,0.642829,0.966318
UID_68_19_3_all-22,49678.6,0.945655,0.799448
UID_68_2_1_all-11,47982.1,0.859785,0.736854
UID_68_2_2_all-10,17129.2,-2.53721,-0.22073
UID_68_2_3_all-10,41674,0.686194,0.194746
UID_68_2_4_all-10,40335.4,-1.06926,0.520389
UID_68_2_5_all-22,45414.4,0.660748,0.889942
UID_68_2_6_all-17,47087.2,0.822008,0.717269
UID_68_20_1_all-18,48500.9,0.45183,1.91048
UID_68_20_2_all-7,47757,0.892967,0.654113
UID_68_20_3_all-16,49250.5,0.896602,0.882571
UID_68_20_4_all-9,42992,0.764684,0.216611
UID_68_20_5_all-11,46959.9,0.808821,0.754799
UID_68_20_6_all-6,36002.7,-1.51057,1.36916
UID_68_20_7_all-13,41188.5,0.658736,0.195092
UID_68_21_1_all-7,39449.1,0.433364,0.651775
UID_68_21_2_all-11,40940.9,0.415761,0.510572
UID_68_21_3_all-14,41243.4,0.543334,0.555358
UID_68_21_4_all-20,42901.7,-0.469521,0.898615
UID_68_21_5_all-22,42169,0.689281,0.218071
UID_68_21_6_all-13,43583.3,0.664812,0.434129
UID_68_21_7_all-10,42110.5,0.693801,0.240385
UID_68_22_1_all-19,40677.4,0.598522,0.280016
UID_68_22_10_all-12,38948,0.603957,-0.0727608
UID_68_22_11_all-25,40625,0.566871,0.386828
UID_68_22_12_all-9,34798.4,0.470113,-0.498581
UID_68_22_13_all-14,35120.7,0.473848,-0.419501
UID_68_22_2_all-18,38513.6,0.553636,-0.00441039
UID_68_22_3_all-17,38754.8,0.558445,0.0307135
UID_68_22_4_all-7,39780.8,0.23088,0.646775
UID_68_22_5_all-15,38677.2,0.593171,-0.09927
UID_68_22_6_all-14,38925.3,0.590908,-0.0322065
UID_68_22_7_all-18,35420.4,0.216175,0.195263
UID_68_22_8_all-3,34659.3,0.0273596,0.236949
UID_68_22_9_all-16,45155.3,0.743234,0.518674
UID_68_23_1_all-10,44258,0.768909,0.389611
UID_68_23_10_all-9,40279.9,0.495455,0.424752
UID_68_23_11_all-15,41027.2,0.538206,0.526962
UID_68_23_12_all-15,41606.6,-0.599461,0.960191
UID_68_23_2_all-9,41779.8,0.682658,0.250405
UID_68_23_3_all-19,42027.6,0.572178,0.412064
UID_68_23_4_all-8,47123.9,0.83978,0.627573
UID_68_23_5_all-2,49050.1,0.809408,1.12048
UID_68_23_6_all-12,47709,0.931407,0.48292
UID_68_23_7_all-12,41849.8,0.660505,0.318898
UID_68_23_8_all-6,44413.8,0.65855,0.706947
UID_68_23_9_all-11,38445.4,0.390481,0.615638
UID_68_24_1_all-14,48668.9,0.482892,1.90787
UID_68_24_2_all-8,47752.7,0.893257,0.650185
UID_68_24_3_all-12,49390.2,0.896011,0.908383
UID_68_24_4_all-10,42952.5,0.770284,0.196938
UID_68_24_5_all-12,47011.8,0.803117,0.773829
UID_68_24_6_all-6,36200.6,-1.53721,1.42571
UID_68_24_7_all-16,41360.2,0.583703,0.452382
UID_68_25_1_all-9,48440.5,0.957688,0.560248
UID_68_25_2_all-13,48357,0.953382,0.52552
UID_68_25_3_all-10,45137,0.796954,0.423341
UID_68_25_4_all-7,48315.8,0.878795,0.715994
UID_68_25_5_all-7,46705.1,0.346408,2.02665
UID_68_25_6_all-18,45389.2,0.695805,0.735884
UID_68_25_7_all-11,43862.9,0.453903,1.31532
UID_68_26_1_all-7,38821.5,0.512576,0.146298
UID_68_26_2_all-15,33098.7,0.3915,-0.553845
UID_68_26_3_all-6,45376.9,0.8107,0.437196
UID_68_26_4_all-18,37714.5,0.544883,-0.149294
UID_68_26_5_all-10,42068.5,0.653913,0.345992
UID_68_26_6_all-15,46423.3,0.894716,0.395515
UID_68_26_7_all-10,41807.4,0.637548,0.329812
UID_68_27_1_all-12,41934.5,0.719789,0.147656
