Contour,Aspect Ratio,allModel (normalized mode 1),allModel (normalized mode 2)
UID_48_29_9_all-4,1.14739,-0.123875,-0.995959
UID_48_2_10_all-11,1.01908,-0.520463,-0.24656
UID_48_2_11_all-3,1.03372,-0.5061,-0.376832
UID_48_2_1_all-26,1.17792,-0.727344,0.644089
UID_48_2_2_all-2,1.14808,2.22334,-5.75341
UID_48_2_3_all-20,1.25089,-0.404176,0.172342
UID_48_2_4_all-4,1.06486,-0.316484,-0.757053
UID_48_2_5_all-7,1.17365,-0.136052,-0.719858
UID_48_2_6_all-8,1.09698,-0.546675,0.38006
UID_48_2_7_all-28,1.08702,-0.704357,0.112297
UID_48_2_8_all-22,1.06948,-0.898298,0.542501
UID_48_2_9_all-10,1.05907,-0.851009,0.430015
UID_48_30_10_all-33,1.14133,-0.298533,-0.432913
UID_48_30_1_all-5,0.98648,-0.241626,-0.652188
UID_48_30_2_all-12,1.16559,-0.430117,-0.376118
UID_48_30_3_all-13,1.21541,-0.161164,-0.3587
UID_48_30_4_all-28,1.09864,-0.47932,-0.301228
UID_48_30_5_all-15,1.05685,-0.194689,-0.806581
UID_48_30_6_all-11,1.03581,-0.155351,-1.08542
UID_48_30_7_all-2,1.04334,0.0574171,-1.51937
UID_48_30_8_all-31,1.14883,-0.489114,-0.160966
UID_48_30_9_all-3,1.44227,-0.00897839,-0.284013
UID_48_31_1_all-6,1.37114,0.302758,1.95826
UID_48_31_2_all-2,2.17922,0.281581,1.92612
UID_48_31_3_all-2,1.57516,-0.258117,1.55116
UID_48_31_4_all-2,1.13321,-0.17232,-0.89796
UID_48_31_5_all-25,1.07573,-0.496569,0.00736305
UID_48_31_6_all-8,1.24485,-0.311139,-0.339515
UID_48_31_7_all-5,1.25358,0.711742,2.62723
UID_48_31_8_all-3,1.08665,-0.133256,-0.969712
UID_48_31_9_all-5,1.13013,-0.253951,-0.698002
UID_48_32_1_all-8,0.956872,-0.501788,0.983361
UID_48_32_2_all-4,1.12091,-0.35888,-0.204642
UID_48_33_10_all-10,1.17056,-0.0929393,-0.856215
UID_48_33_1_all-3,1.47998,0.0614835,0.650781
UID_48_33_2_all-5,1.12168,-0.89353,0.802539
UID_48_33_3_all-28,1.28565,-0.333256,0.0306618
UID_48_33_4_all-10,1.10261,-0.0855956,-0.448584
UID_48_33_5_all-10,1.54814,0.223659,-0.52145
UID_48_33_6_all-10,1.2114,-0.122033,-0.571045
UID_48_33_7_all-23,1.13654,-0.203102,-0.865191
UID_48_33_8_all-29,1.2661,-0.775027,0.880054
UID_48_33_9_all-7,1.32104,0.0127322,-0.808313
UID_48_34_1_all-16,1.16392,-0.528426,-0.157088
UID_48_34_2_all-28,1.23259,-0.943532,1.29898
UID_48_34_3_all-18,1.44334,0.166321,1.96393
UID_48_34_4_all-19,0.996592,-0.621734,-0.15762
UID_48_34_5_all-16,1.09256,-0.353445,-0.559791
UID_48_35_1_all-3,1.23484,-0.000821148,-0.614824
UID_48_35_2_all-6,1.19676,-0.316399,-0.295264
UID_48_35_3_all-5,0.927511,3.61744,1.3368
UID_48_35_4_all-8,1.13873,0.0953633,-0.0372335
UID_48_35_5_all-22,1.39573,-0.252475,-0.144998
UID_48_35_6_all-19,1.04882,-0.401001,-0.648723
UID_48_35_7_all-3,1.11144,-0.0901511,-0.756229
UID_48_35_8_all-12,1.18476,-0.151848,-0.664051
UID_48_36_1_all-2,1.16451,-0.318499,-0.427376
UID_48_36_2_all-6,1.23558,-0.455349,0.235866
UID_48_3_1_all-11,1.02742,-0.440507,-0.551341
UID_48_3_2_all-5,1.22293,-0.374516,-0.13365
UID_48_3_3_all-3,1.03382,3.29794,1.38149
UID_48_3_4_all-10,1.19458,-0.190381,-0.707026
UID_48_3_5_all-5,1.13244,-0.288699,-0.569038
UID_48_3_6_all-12,1.0476,-0.516471,-0.394425
UID_48_3_7_all-15,1.24676,-0.416549,-0.0517749
UID_48_4_1_all-6,1.12405,-0.457732,0.100074
UID_48_4_2_all-12,1.03824,-0.80835,0.472304
UID_48_4_3_all-7,1.21793,-0.506486,0.334012
UID_48_4_4_all-9,0.999807,3.29012,1.00678
UID_48_4_5_all-7,1.10048,-0.308541,-0.658156
UID_48_4_6_all-24,1.27612,-0.935143,1.21327
UID_48_5_1_all-19,1.13495,-0.464176,-0.0570202
UID_48_5_2_all-12,1.07591,-0.407777,-0.37739
UID_48_5_3_all-30,1.04895,-0.645866,-0.0707503
UID_48_5_4_all-23,1.17005,-0.472337,-0.0493497
UID_48_5_5_all-25,1.09128,-0.808476,0.290964
UID_48_5_6_all-20,1.12337,-0.531602,-0.0527847
UID_48_5_7_all-31,1.26705,-0.760577,0.995497
UID_48_6_1_all-5,1.14503,-0.253636,-0.4834
UID_48_6_2_all-9,1.07224,-0.456462,-0.351762
UID_48_6_3_all-20,1.22256,-0.530108,0.094537
UID_48_6_4_all-16,1.11763,-0.431665,-0.385729
UID_48_6_5_all-21,1.11612,-0.439117,-0.250347
UID_48_6_6_all-19,1.17324,-0.682436,0.250565
UID_48_7_1_all-4,1.01576,-0.18929,-1.00893
UID_48_7_2_all,1.73288,1.52271,-3.76123
UID_48_7_3_all-11,1.05806,-0.503724,-0.04329
UID_48_7_4_all-7,1.17721,-0.369055,-0.223712
UID_48_7_5_all-5,1.1033,-0.208712,-0.77041
UID_48_8_1_all-11,1.02997,-0.305356,-0.838584
UID_48_8_2_all-4,0.997887,-0.198885,-1.10254
UID_48_8_3_all-2,1.09718,-0.0755854,-1.08278
UID_48_8_4_all-2,1.04607,-0.128078,-1.12482
UID_48_9_10_all-23,1.11239,-0.614286,-0.0554238
UID_48_9_11_all-8,1.21776,-0.0188307,-0.374994
UID_48_9_12_all-27,1.10295,-0.288131,-0.54344
UID_48_9_1_all-24,1.09299,-0.262635,-0.356642
UID_48_9_2_all-14,1.11247,-0.209601,0.372348
UID_48_9_3_all-11,1.20703,-0.173138,-0.684895
UID_48_9_4_all-33,1.22426,-0.8058,0.724952
UID_48_9_5_all-19,1.41714,-0.117926,-0.186679
UID_48_9_6_all-27,1.06007,-0.387156,-0.674462
UID_48_9_7_all-13,1.21457,-0.122344,-0.755148
UID_48_9_8_all-40,1.07704,-0.145427,-1.00912
UID_48_9_9_all-25,1.11132,-0.523758,-0.0577527
UID_4_11_1_all-21,1.02644,-0.73396,0.748565
UID_4_11_2_all-8,1.08673,-0.197165,-0.88178
UID_4_11_3_all-7,1.02255,-0.297034,-0.936863
UID_4_12_1_all-25,1.08587,-0.575045,0.00554821
UID_4_12_2_all-17,1.34868,-0.290119,-0.0191309
UID_4_13_1_all-11,1.15849,-0.158936,-0.633463
UID_4_13_2_all-30,1.11761,-0.349424,-0.469061
UID_4_13_3_all-28,1.34014,-0.582516,0.85458
UID_4_14_1_all-33,1.04682,-0.531198,-0.10981
UID_4_14_2_all-2,1.1574,3.16015,1.69067
UID_4_15_1_all-3,1.05954,-0.459447,-0.486423
UID_4_15_2_all-9,1.16235,-0.172106,-0.626439
UID_4_15_3_all-14,1.32523,-0.149286,-0.582199
UID_4_15_4_all-10,1.14019,0.103333,-1.17793
UID_4_15_5_all-21,1.11136,-0.666239,0.0661921
UID_4_15_6_all-6,1.65132,-0.0299647,0.186073
UID_4_16_1_all-27,1.14804,-0.575828,0.0968846
UID_4_16_2_all-15,1.26136,-0.255126,0.0760973
UID_4_17_1_all-8,1.09379,-0.151614,-1.07121
UID_4_17_2_all-6,1.20419,2.46353,-0.671698
UID_4_17_3_all-8,1.12081,-0.416724,-0.201516
UID_4_17_4_all-3,1.31788,-0.332169,0.383791
UID_4_18_1_all-5,1.31267,-0.325552,0.371135
UID_4_18_2_all-20,1.19112,-0.152461,-0.358297
UID_4_18_3_all-4,1.03226,-0.814844,0.51842
UID_4_18_4_all-2,1.2135,-0.028418,-1.05398
UID_4_19_1_all-5,1.13082,-0.207406,-0.762806
UID_4_19_2_all-5,1.23649,0.0789477,-1.12689
UID_4_1_1_all-12,1.41786,-0.196159,0.652481
UID_4_1_2_all-18,1.07707,-0.515727,-0.247138
UID_4_1_3_all-20,1.14041,-0.84496,0.821344
UID_4_20_1_all-30,1.29565,-0.224503,0.188446
UID_4_20_2_all-7,1.1389,0.0491124,-1.08514
UID_4_20_3_all-8,1.27852,-0.215889,-0.379644
UID_4_20_4_all-4,1.0477,0.0948163,-1.45652
UID_4_20_5_all-9,1.29849,-0.192207,-0.417829
UID_4_20_6_all-5,1.24982,-0.668636,1.51489
UID_4_21_1_all-6,1.42077,0.487391,0.634202
UID_4_21_2_all-12,1.16278,-0.776277,1.14492
UID_4_21_3_all-5,1.20899,-0.318204,0.0117549
UID_4_22_1_all-2,1.31867,-0.697761,0.647876
UID_4_22_2_all-22,1.35213,-0.58926,0.501566
UID_4_22_3_all-22,1.38411,-0.280063,1.03712
UID_4_23_1_all-17,1.22322,-0.484141,0.209498
UID_4_23_2_all-13,1.4299,-0.642131,1.08779
UID_4_23_3_all-12,1.0663,-0.250465,-0.592939
UID_4_24_1_all-6,1.09683,-0.444629,-0.00772687
UID_4_27_1_all-10,1.04264,-0.389777,-0.566533
UID_4_29_1_all-7,1.10013,-0.673924,0.362147
UID_4_29_2_all-13,1.16185,-0.38165,-0.0350513
UID_4_29_3_all-3,1.03599,-0.0846324,-1.2441
UID_4_2_1_all-19,1.10877,-0.889968,0.776914
UID_4_2_2_all-20,1.05069,-0.636433,0.209927
UID_4_30_1_all-20,1.21402,-0.770597,0.508295
UID_4_30_2_all-7,1.1396,-0.247908,-0.681207
UID_4_31_1_all-2,1.0362,-0.429257,-0.252518
UID_4_31_2_all-9,1.16246,-0.291127,-0.288965
UID_4_31_3_all-4,1.15696,0.127826,-1.1256
UID_4_31_4_all-16,1.02104,-0.254799,0.920373
UID_4_31_5_all-3,1.55937,-0.145851,0.0787776
UID_4_31_6_all-25,1.17717,-0.600366,0.270853
UID_4_31_7_all-3,1.21948,0.202931,-1.34976
UID_4_32_1_all-4,0.970058,-0.18796,0.490886
UID_4_32_2_all-5,1.53976,-0.56991,1.45061
UID_4_33_1_all-2,1.1128,0.104676,-1.30843
UID_4_33_2_all-3,1.19969,-0.696377,0.41894
UID_4_33_3_all-10,1.09722,-0.54584,0.12983
UID_4_33_4_all-6,0.962241,-0.155667,0.426575
UID_4_34_1_all-2,1.26668,-0.0057497,-0.826109
UID_4_35_1_all-3,1.13692,-0.187103,-0.0426142
UID_4_35_2_all-2,1.02784,-0.0436745,-1.40089
UID_4_35_3_all-7,1.2227,-0.145878,-0.814521
UID_4_35_4_all-7,1.24678,0.0216916,-0.937992
UID_4_36_1_all-15,1.01882,-0.373551,-0.397517
UID_4_36_2_all-7,1.09562,-0.487056,0.208197
UID_4_36_3_all-4,1.4139,-0.154934,-0.174117
UID_4_36_4_all-26,1.10121,-0.273124,-0.398915
UID_4_36_5_all-3,1.15691,-0.340921,-0.317298
UID_4_37_1_all-4,1.06331,-0.278944,-0.433701
UID_4_37_2_all-22,1.25791,-0.427987,0.288553
UID_4_38_1_all-14,1.03759,-0.662077,0.394385
UID_4_38_2_all-11,1.17839,-0.547707,0.127698
UID_4_39_1_all-2,1.17943,-0.669898,0.227675
UID_4_39_2_all-2,1.03275,-0.518837,-0.432582
UID_4_3_1_all-17,1.20857,-0.626787,0.216481
UID_4_3_2_all-7,1.42329,0.0568661,-0.332673
UID_4_3_3_all-17,1.01414,-0.158574,-1.11626
UID_4_3_4_all-26,1.19044,-0.401637,-0.326647
UID_4_3_5_all-13,0.935551,3.48723,2.11669
UID_4_3_6_all-42,1.19201,-0.455101,-0.19831
UID_4_4_1_all-5,1.35485,-0.0369763,-0.491741
UID_4_4_2_all-5,0.941967,0.266413,0.50436
UID_4_4_3_all-16,1.28665,-0.635561,0.851346
UID_4_4_4_all-7,1.25822,0.109613,-0.547164
UID_4_4_5_all-2,1.14109,0.182704,-1.1836
UID_4_4_6_all-3,1.45271,-0.00255298,0.0985575
UID_4_4_7_all-7,1.03039,-0.0645827,-1.26157
UID_4_4_8_all-7,1.30253,-0.173141,-0.449524
UID_4_5_1_all-8,1.25952,-0.175716,-0.218969
UID_4_5_2_all-23,1.04628,-0.862286,0.358652
UID_4_5_3_all-20,1.16017,-0.419846,-0.278038
UID_4_6_1_all-6,1.14749,-0.146215,-0.626162
UID_4_7_1_all-26,1.0663,-0.30882,-0.648584
UID_4_8_1_all-10,1.00705,-0.281065,-0.484383
UID_4_8_2_all-14,1.18326,-0.379637,-0.222491
UID_4_8_3_all-22,1.19574,-0.576802,0.319963
UID_4_9_1_all-11,1.06401,-0.473122,-0.441769
UID_4_9_2_all-4,1.3374,0.188705,-1.20926
UID_4_9_3_all-11,1.01096,-0.17064,-0.806974
UID_4_9_4_all-10,1.17495,-0.351417,0.00915397
UID_4_9_5_all-2,1.04562,0.269011,-1.4378
UID_4_9_6_all-14,1.10776,-0.3512,-0.482271
UID_4_9_7_all-7,1.16419,-0.014488,-0.786077
UID_50_10_1_all-32,1.2112,-0.759762,0.756102
UID_50_10_2_all-16,1.19096,-0.465233,0.102505
UID_50_10_3_all-26,1.12222,-0.554079,0.248352
UID_50_10_4_all-26,1.09193,-0.486176,-0.136786
UID_50_10_5_all-30,1.18794,-0.550223,0.235796
UID_50_11_10_all-28,1.34484,-0.652067,1.31029
UID_50_11_11_all-9,1.05126,-0.15822,-1.04243
UID_50_11_1_all-21,1.12641,1.38547,-2.84688
UID_50_11_2_all-3,1.1149,-0.0396986,-1.09179
UID_50_11_3_all-18,1.23271,2.85861,-0.869399
UID_50_11_4_all-20,1.07582,-0.467037,-0.346583
UID_50_11_5_all-22,1.52451,-0.0651007,1.04058
UID_50_11_6_all-22,1.15548,-0.174465,-0.516316
UID_50_11_7_all-25,1.30063,-0.122438,0.166076
UID_50_11_8_all-25,1.18596,-0.239862,-0.40217
UID_50_11_9_all-15,1.21453,-0.464074,-0.145612
UID_50_12_1_all-12,1.02374,-0.277149,-0.892588
UID_50_12_2_all-11,1.30855,2.82479,0.462091
UID_50_12_3_all-16,1.13503,-0.397707,-0.0760996
UID_50_12_4_all-19,1.14173,-0.305033,-0.148639
UID_50_12_5_all-11,1.09128,2.23055,1.68025
UID_50_12_6_all-19,1.10879,-0.419884,-0.315986
UID_50_12_7_all-16,1.09137,-0.561069,0.165741
UID_50_13_1_all-7,1.26849,3.11607,1.80127
UID_50_13_2_all-22,1.12291,-0.488658,-0.0317217
UID_50_13_3_all-14,0.955223,3.39427,1.11051
UID_50_13_4_all-10,1.49525,2.40713,0.611662
UID_50_13_5_all-27,1.15617,-0.582924,0.281343
UID_50_14_1_all-5,1.07663,-0.267846,-0.660549
UID_50_14_2_all-21,1.0645,-0.485444,-0.0244242
UID_50_14_3_all-10,1.29572,-0.255534,-0.261116
UID_50_14_4_all-6,1.09226,3.31899,1.67404
UID_50_14_5_all-16,1.07948,-0.64142,0.028335
UID_50_14_6_all-20,1.13957,-0.590275,0.0652501
UID_50_14_7_all-19,1.20113,-0.38603,-0.288127
UID_50_15_10_all-20,1.18643,-0.391211,-0.19144
UID_50_15_11_all-19,1.25699,-0.267154,-0.302173
UID_50_15_12_all-20,1.1786,-0.656879,0.131875
UID_50_15_13_all-12,1.15786,-0.318733,-0.350283
UID_50_15_1_all-28,1.12928,-0.495603,0.383282
UID_50_15_2_all-27,1.21655,-0.256223,-0.192138
UID_50_15_3_all-30,1.31828,-0.500208,0.36842
UID_50_15_4_all-11,1.13615,-0.16356,-0.893429
UID_50_15_5_all-21,1.12632,-0.152725,-0.859291
UID_50_15_6_all-4,1.06009,-0.0642273,-1.24209
UID_50_15_7_all-28,1.01708,-0.531748,-0.153315
UID_50_15_8_all-14,1.20762,-0.271957,-0.44004
UID_50_15_9_all-20,1.35604,-0.129616,0.480745
UID_50_16_1_all-33,1.1593,-0.294594,-0.53262
UID_50_16_2_all-4,1.74302,1.98794,-4.80749
UID_50_16_3_all-20,1.06095,-0.254879,-0.914901
UID_50_16_4_all-20,1.14649,-0.479629,0.0471359
UID_50_16_5_all-9,0.832748,3.21074,-0.0575394
UID_50_16_6_all-25,1.04816,2.35793,-0.768682
UID_50_16_7_all-10,1.14934,0.0165597,-0.904578
UID_50_16_8_all-29,1.14631,-0.272963,-0.370783
UID_50_17_1_all-16,1.1757,-0.390027,-0.296054
UID_50_17_2_all-34,1.06907,-0.920151,0.921835
UID_50_17_3_all-9,1.25123,2.59038,0.291368
UID_50_17_4_all-4,1.1144,3.04939,1.43294
UID_50_17_5_all-21,1.01256,3.2527,3.16232
UID_50_17_6_all-5,1.09877,-0.234672,-0.720715
UID_50_17_7_all-18,1.31999,-0.573855,0.975352
UID_50_17_8_all-13,1.0664,-0.474345,-0.412647
UID_50_18_1_all-33,1.09115,-0.569304,-0.0500962
UID_50_18_2_all-23,1.05063,-0.635377,0.32491
UID_50_18_3_all-10,1.3941,-0.236316,-0.126289
UID_50_18_4_all-6,1.10005,-0.156334,-0.805221
UID_50_18_5_all-22,1.01005,-0.6046,-0.29521
UID_50_18_6_all-17,1.01906,-0.391766,-0.522856
UID_50_18_7_all-25,1.11422,-0.676992,0.397345
UID_50_19_10_all-22,1.17724,-0.51317,0.379081
UID_50_19_11_all-3,1.10191,-0.218148,-0.863478
UID_50_19_12_all,1.07359,3.06695,0.576199
UID_50_19_13_all-3,0.899604,3.20785,0.726886
UID_50_19_14_all-25,1.23846,-0.211684,0.422528
UID_50_19_1_all,1.48353,2.54966,2.10409
UID_50_19_2_all-8,1.11166,2.93994,0.822501
UID_50_19_3_all-11,1.19843,-0.356439,-0.045118
UID_50_19_4_all-20,2.42362,2.06697,-0.333945
UID_50_19_5_all-18,1.14551,-0.597701,0.096853
UID_50_19_6_all-8,0.975647,3.38617,0.783438
UID_50_19_7_all-8,1.06634,-0.133338,-1.02707
UID_50_19_8_all-13,1.4168,2.62464,1.63222
UID_50_19_9_all-11,1.224,2.76472,1.48962
UID_50_1_10_all-28,1.14748,-0.674892,0.744156
UID_50_1_1_all-12,1.18724,-0.395553,-0.348233
UID_50_1_2_all-21,1.05042,-0.586343,-0.261101
UID_50_1_3_all-17,1.04375,-0.521296,-0.333486
UID_50_1_4_all-21,1.22012,-0.434007,-0.0729541
UID_50_1_5_all-18,1.06216,-0.603092,-0.173033
UID_50_1_6_all-4,1.01524,-0.0504758,-1.34088
UID_50_1_7_all-13,1.0448,-0.265104,-0.878483
UID_50_1_8_all-20,1.09117,-0.271306,-0.559675
UID_50_1_9_all-8,1.14991,-0.518396,-0.0670158
UID_50_20_1_all-19,1.08889,-0.182394,-0.916623
UID_50_20_2_all-29,1.21706,-0.288508,0.0805122
UID_50_20_3_all-27,1.09064,-0.358701,-0.567968
UID_50_20_4_all-13,1.57778,2.9421e-05,-0.273691
UID_50_20_5_all-23,1.49523,0.114432,-0.404783
UID_50_20_6_all-5,1.13553,-0.0690271,-0.809411
UID_50_20_7_all-31,1.07045,-0.406641,0.894341
UID_50_20_8_all-28,1.07106,-1.05648,0.626407
UID_50_20_9_all-32,1.23536,-0.8146,0.887714
UID_50_21_1_all-6,1.20285,-0.0815754,-0.816306
UID_50_21_2_all-13,1.25238,-0.304376,-0.0846822
UID_50_21_3_all-12,1.25163,-0.156647,-0.596174
UID_50_21_4_all-17,1.24769,-0.0878419,0.250802
UID_50_21_5_all-27,1.19164,-0.567,1.41101
UID_50_21_6_all-21,1.00236,-0.375667,-0.489709
UID_50_21_7_all-13,1.10591,-0.210423,-0.800776
UID_50_21_8_all-3,1.14837,-0.1403,-1.00002
UID_50_22_1_all-15,1.12667,-0.327809,-0.541224
UID_50_22_2_all-18,1.12784,-0.479484,-0.223074
UID_50_22_3_all-28,1.02748,-0.71668,0.816428
UID_50_22_4_all-19,1.01889,-0.180116,-1.05718
UID_50_22_5_all-12,1.25396,-0.310271,-0.0976303
UID_50_22_6_all-24,1.0206,-0.669002,-0.159767
UID_50_22_7_all-12,1.11129,-0.417414,-0.213352
UID_50_23_1_all-8,1.07117,-0.112378,-1.22433
UID_50_23_2_all-32,1.21671,-0.941354,1.21598
UID_50_23_3_all-28,1.22029,-0.564006,0.191566
UID_50_23_4_all-23,1.42067,-0.418692,1.20634
UID_50_23_5_all-25,1.16556,-0.333708,-0.342325
UID_50_23_6_all-12,1.23962,-0.297605,-0.342443
UID_50_23_7_all-23,1.11245,-0.81517,0.632681
UID_50_24_1_all-15,1.01037,-0.594564,-0.334057
UID_50_24_2_all-13,1.02759,-0.151455,-1.10608
UID_50_24_3_all-19,1.06522,-0.175891,-0.760171
UID_50_24_4_all-17,1.12436,-0.218666,-0.506337
UID_50_24_5_all-6,1.06483,-0.116429,-1.17496
UID_50_24_6_all-22,1.17112,-0.318263,-0.372231
UID_50_24_7_all-22,1.2011,-0.820125,0.861595
UID_50_24_8_all-35,1.24025,-0.722693,0.827874
UID_50_24_9_all-32,1.15385,2.43631,1.35123
UID_50_25_1_all-3,1.49751,-0.198107,0.366127
UID_50_25_2_all-10,1.28223,-0.606361,0.429756
UID_50_25_3_all-11,1.05051,-0.677192,0.105619
UID_50_26_10_all-28,1.12998,-0.358827,-0.436849
UID_50_26_1_all-16,1.04775,-0.533006,0.318774
UID_50_26_2_all-17,1.11351,-0.432037,-0.465415
UID_50_26_3_all-21,1.51041,-0.384952,0.510399
UID_50_26_4_all-11,1.06744,-0.215517,-0.889188
UID_50_26_5_all-11,1.04976,-0.388484,-0.622846
UID_50_26_6_all-23,1.20156,-0.453129,0.625487
UID_50_26_7_all-12,1.0573,-0.449635,-0.542248
UID_50_26_8_all-23,1.16051,-0.386912,-0.244277
UID_50_26_9_all-23,1.20131,-0.598653,0.400633
UID_50_27_1_all-24,1.14754,-0.53384,-0.163164
UID_50_27_2_all-17,1.1741,-0.742006,0.561277
UID_50_27_3_all-7,1.09318,-0.410802,-0.562375
UID_50_27_4_all-24,1.18524,2.72688,1.06859
UID_50_27_5_all-15,1.11153,-0.423823,-0.036215
UID_50_27_6_all-26,1.34207,-0.571917,1.22449
UID_50_28_1_all-18,1.08013,2.89386,1.51004
UID_50_28_2_all-9,1.05913,-0.733466,0.0372187
UID_50_28_3_all-35,1.21632,-0.652094,0.273472
UID_50_28_4_all-15,1.08358,-0.444337,-0.120733
UID_50_28_5_all-32,1.40117,-0.755936,1.29832
UID_50_28_6_all-8,1.02096,2.98064,0.941849
UID_50_28_7_all-22,1.17529,-0.425883,-0.127216
UID_50_28_8_all-29,1.20486,-0.897719,0.895221
UID_50_29_1_all-17,1.19957,-0.704715,0.978205
UID_50_29_2_all-16,0.983476,-0.381406,1.29421
UID_50_29_3_all-13,1.06847,-0.573392,-0.235872
UID_50_29_4_all-14,1.0562,3.38465,-0.437283
UID_50_29_5_all-27,1.00197,-0.931248,0.724104
UID_50_29_6_all-5,1.00648,-0.403241,-0.662626
UID_50_29_7_all-14,1.06265,-0.778551,0.140105
UID_50_29_8_all-10,1.05063,-0.403992,-0.526031
UID_50_29_9_all-5,1.06011,-0.265354,-0.857023
UID_50_2_10_all-28,1.03516,-0.281028,-0.791351
UID_50_2_1_all-14,1.2706,-0.488385,-0.00938751
UID_50_2_2_all-11,1.04173,-0.110843,-1.17079
UID_50_2_3_all-7,1.13668,-0.248686,-0.771168
UID_50_2_4_all-14,1.08574,-0.273591,-0.739998
UID_50_2_5_all-9,1.16852,-0.329896,-0.460944
UID_50_2_6_all-21,0.997755,-0.544957,-0.320209
UID_50_2_7_all-20,1.12881,-0.303128,-0.538935
UID_50_2_8_all-12,1.12138,-0.526577,-0.273412
UID_50_2_9_all-20,1.10181,-0.204233,-0.782175
UID_50_30_1_all-21,1.05177,-0.470221,-0.146418
UID_50_30_2_all-18,1.1329,-0.359919,-0.5565
UID_50_30_3_all-16,1.13849,-0.23054,-0.720059
UID_50_30_4_all-17,1.01561,-0.663596,-0.110357
UID_50_30_5_all-15,1.08064,-0.534113,-0.283195
UID_50_30_6_all-25,1.17886,-0.634403,0.429822
UID_50_30_7_all-26,1.04337,-0.889297,0.65982
UID_50_3_1_all-3,1.10344,-0.325501,-0.739288
UID_50_3_2_all-4,1.05097,3.28216,1.17467
UID_50_3_3_all-21,1.14432,-0.281931,-0.156339
UID_50_3_4_all-18,1.09091,1.70779,-0.657901
UID_50_3_5_all-7,1.09082,0.130301,0.362181
UID_50_3_6_all-10,0.86747,2.23822,-1.51909
UID_50_3_7_all-16,0.97555,-0.492036,-0.539205
UID_50_3_8_all-19,1.29886,-0.181447,-0.309649
UID_50_3_9_all-16,1.07731,1.85203,-3.20635
UID_50_4_10_all-17,1.30787,-0.273538,0.0399963
UID_50_4_1_all-18,1.08254,-0.560372,-0.217818
UID_50_4_2_all-18,1.10645,-0.545191,-0.228603
UID_50_4_3_all-5,1.06942,-0.307746,-0.748118
UID_50_4_4_all-21,1.15946,-0.368837,-0.0504904
UID_50_4_5_all-27,1.13274,-0.75283,0.555982
UID_50_4_6_all-21,1.06469,-0.383519,-0.596311
UID_50_4_7_all-15,1.09822,-0.141453,-0.694026
UID_50_4_8_all-17,1.19508,-0.149975,-0.865781
UID_50_4_9_all-13,1.12497,-0.744707,0.304101
UID_50_5_1_all-25,1.20391,-0.690588,0.534495
UID_50_5_2_all-14,0.932647,3.31795,1.82883
UID_50_5_3_all-20,1.05442,-0.583143,-0.228653
UID_50_5_4_all-19,1.05334,-0.539827,-0.314482
UID_50_5_5_all-19,1.48795,0.205503,2.2266
UID_50_5_6_all-27,1.21528,-0.463755,-0.0369464
UID_50_5_7_all-19,1.06366,-0.638957,-0.0988369
UID_50_6_1_all-16,1.08312,-0.577287,-0.142355
UID_50_6_2_all-13,1.00599,-0.298783,-0.498788
UID_50_6_3_all-15,1.04351,-0.482388,-0.418792
UID_50_6_4_all-14,1.05697,-0.667782,0.0283557
UID_50_6_5_all-15,1.32714,-0.315848,0.184332
UID_50_6_6_all-20,1.08992,-0.442858,0.821007
UID_50_6_7_all-11,1.22627,-0.256123,-0.381964
UID_50_7_10_all-19,1.06389,-0.330389,-0.68036
UID_50_7_1_all-7,1.59271,2.31482,-0.874226
UID_50_7_2_all-7,1.0761,-0.0788296,-1.05756
UID_50_7_3_all-13,1.3305,-0.461948,0.383335
UID_50_7_4_all-25,1.22666,-0.280836,-0.0738442
UID_50_7_5_all-13,1.05161,-0.243491,-0.937536
UID_50_7_6_all-25,1.07058,-0.327913,-0.762371
UID_50_7_7_all-26,1.13271,-0.596232,-0.0338163
UID_50_7_8_all-20,1.07824,-0.499316,-0.378703
UID_50_7_9_all-14,1.10852,-0.147148,-0.979612
UID_50_8_1_all-17,1.05306,-0.549641,-0.33147
UID_50_8_2_all-25,1.15566,-0.704889,0.247501
UID_50_8_3_all-16,1.20031,-0.268774,-0.306815
UID_50_8_4_all-28,1.3462,-0.478059,0.212418
UID_50_8_5_all-12,1.31853,-0.30341,-0.0131958
UID_50_8_6_all-26,1.01615,-0.753924,0.63818
UID_50_8_7_all-7,1.10307,-0.49865,-0.223031
UID_50_8_8_all-10,1.20688,-0.15617,-0.721789
UID_50_9_1_all-13,1.09738,-0.206943,-0.838723
UID_50_9_2_all-7,1.01335,-0.811979,0.557361
UID_50_9_3_all-28,1.12099,-0.397234,-0.249571
UID_50_9_4_all-20,1.19046,-0.393731,-0.202623
UID_50_9_5_all-24,1.4723,-0.409884,0.993812
UID_50_9_6_all-20,1.54363,-0.377118,1.57269
UID_50_9_7_all-32,0.996249,-1.06164,0.678606
UID_52_10_10_all-2,1.4331,-0.788003,1.50152
UID_52_10_1_all-15,1.19027,-0.264269,0.244949
UID_52_10_2_all-7,1.39684,-0.178666,2.7761
UID_52_10_3_all-13,1.05387,-0.416278,-0.418925
UID_52_10_4_all-13,1.49687,-0.347339,0.525811
UID_52_10_5_all-16,1.15873,-0.276885,-0.301557
UID_52_10_6_all-5,1.55994,-0.126128,0.639602
