Contour,Mode 1,Mode 2,Mode 3,Mode 4,Mode 5,Mode 6,Mode 7,Mode 8,Mode 9,Mode 10,Mode 11
UID_50_7_4_all-25,-72.0791,-8.94619,-20.1044,-13.0677,-7.5685,-21.5255,-44.3746,-33.1439,-29.1744,-20.9235,-7.67052
UID_50_7_5_all-13,-62.4943,-113.582,-9.23999,14.0033,8.09083,-0.984933,2.93035,-4.91519,1.24317,0.587056,-5.36741
UID_50_7_6_all-25,-84.1619,-92.3609,-4.89408,21.7105,4.18159,-5.0416,4.40817,1.17567,13.8681,-1.62757,0.62944
UID_50_7_7_all-26,-153.029,-4.09684,-7.38652,24.412,1.67449,6.9792,-12.0774,19.6782,-13.5599,-15.4178,-7.04152
UID_50_7_8_all-20,-128.154,-45.8797,3.29201,35.022,6.70961,-6.27922,-1.55631,9.95384,2.03238,-5.42862,4.81619
UID_50_7_9_all-14,-37.7669,-118.68,1.59176,4.88863,-4.32521,-0.000547942,-7.96814,1.59448,0.880317,-0.533187,-3.15443
UID_50_8_1_all-17,-141.071,-40.1574,-15.0292,25.1231,15.8129,7.38169,-1.65726,-0.571294,-6.05354,8.11842,-10.5
UID_50_8_2_all-25,-180.916,29.9846,-4.34861,30.9294,-12.9153,-4.09624,7.50754,-12.129,9.40706,11.6277,-17.2666
UID_50_8_3_all-16,-68.9835,-37.1705,26.8456,21.9992,-9.23103,-39.3811,-28.1105,3.26185,-21.6919,-4.37399,-5.47725
UID_50_8_4_all-28,-122.699,25.7343,33.9591,-2.37843,-43.9669,-3.37698,-18.169,-13.6596,-0.719417,20.7588,-17.9813
UID_50_8_5_all-12,-77.873,-1.59867,25.6853,-14.9745,-2.05291,42.8291,-43.215,46.8174,-34.3857,18.3299,3.85326
UID_50_8_6_all-26,-193.502,77.3152,4.83191,69.2946,55.4042,3.32915,34.0419,15.7931,-13.5466,27.6049,17.414
UID_50_8_7_all-7,-127.983,-27.0201,10.0651,32.4042,1.37121,-1.52126,-4.21535,5.78411,-1.72473,-0.134702,-0.380579
UID_50_8_8_all-10,-40.0824,-87.4444,22.5293,-28.848,-2.29645,36.976,-0.960121,9.60758,-16.7745,5.40272,-7.46111
UID_50_9_1_all-13,-53.114,-101.611,2.62894,11.1297,3.33585,-15.1353,-13.6971,-31.4731,-1.97793,23.1209,-14.5618
UID_50_9_2_all-7,-208.402,67.5241,12.6103,75.776,44.1301,14.6947,50.2618,44.6383,-6.98824,-25.0039,27.047
UID_50_9_3_all-28,-101.954,-30.2354,12.9579,15.621,-13.4617,3.32459,9.77806,-18.8997,1.65129,18.1026,-9.79268
UID_50_9_4_all-20,-101.055,-24.5477,-9.36831,4.62531,-7.60797,-2.24369,5.06489,-4.27505,-3.03935,-10.6522,-11.862
UID_50_9_5_all-24,-105.201,120.4,53.4338,-29.0632,-60.2983,-22.2172,55.3611,1.38743,27.5645,3.48556,-8.41619
UID_50_9_6_all-20,-96.791,190.53,69.2222,-30.7685,-43.1398,15.8158,4.35249,-0.314901,20.9564,15.2264,7.52673
UID_50_9_7_all-32,-272.48,82.2128,-4.27885,93.6217,38.4417,-14.6781,13.4018,3.17732,-11.1772,1.52727,5.30393
UID_52_10_10_all-2,-202.249,181.908,60.2195,-0.963147,-75.227,13.9255,31.2426,18.2934,-2.34749,-12.294,1.04824
UID_52_10_1_all-15,-67.8273,29.6755,25.372,8.06616,14.7638,17.8098,18.7206,1.36058,11.7684,29.6933,17.8414
UID_52_10_2_all-7,-45.8563,336.323,-6.58727,-127.002,96.9968,-10.6257,-38.0693,-81.9484,101.625,127.322,-10.0376
UID_52_10_3_all-13,-106.842,-50.7525,-0.261492,34.8024,16.5257,-2.4546,1.2725,2.69285,8.2984,12.5794,9.85534
UID_52_10_4_all-13,-89.1478,63.7018,44.4983,-20.8418,-71.9941,-0.61323,24.2136,-3.77432,13.0733,10.3783,-6.43324
UID_52_10_5_all-16,-71.0653,-36.5335,13.2152,0.495345,-2.59916,5.76703,16.0922,8.33431,22.8854,-8.18709,13.668
UID_52_10_6_all-5,-32.372,77.4875,48.5015,-36.7915,-52.8591,58.56,2.54409,42.4573,10.4498,39.7537,-10.1527
UID_52_10_7_all-10,757.471,-11.9543,127.594,43.4316,7.8082,-57.2423,14.4144,80.6212,-17.9987,-34.2696,-7.68843
UID_52_10_8_all-6,-158.101,52.501,18.5453,13.6689,-30.8342,-19.0089,-15.465,-16.4182,-6.06151,16.9675,-19.7311
UID_52_10_9_all-13,-133.324,-25.9274,10.0725,22.4631,-7.33405,-2.80342,-10.4837,7.33329,-3.90473,-8.33888,0.0986338
UID_52_11_1_all-14,-182.078,38.931,-14.925,28.095,1.50385,24.2946,31.1354,5.02413,-12.4997,2.86388,-18.5291
UID_52_11_2_all-6,351.295,90.6072,-228.531,-88.4561,129.403,-45.1516,-63.855,-60.6757,-29.758,-21.6713,-30.1935
UID_52_11_3_all-15,-124.44,20.0776,39.0844,54.1476,2.25725,15.4818,49.1951,-1.71705,0.203395,16.1251,25.2542
UID_52_11_4_all-21,-140.452,-6.37623,10.8047,14.9595,-12.9358,11.8032,-2.33785,9.82353,0.0265351,2.67788,-8.76971
UID_52_11_5_all-23,-73.149,14.4973,41.7757,-35.6589,-34.0293,-1.50897,26.9894,23.5877,3.26202,-1.50504,11.6244
UID_52_11_6_all-13,24.0004,280.549,2.4316,-196.31,4.20344,-79.6547,25.2204,-11.7185,-25.1818,46.4781,-1.27794
UID_52_11_7_all-17,-107.606,43.8425,34.6514,-15.0511,-19.5268,1.9713,45.3473,5.36393,2.23315,1.21728,12.6373
UID_52_12_10_all-5,-61.5423,-22.6101,-90.6443,29.7488,67.7631,-27.0717,-63.077,-34.44,11.2746,6.09824,47.3967
UID_52_12_11_all-11,142.36,22.533,-295.435,-16.2037,178.833,114.525,-45.893,73.1899,89.3091,3.71863,16.3148
UID_52_12_12_all-19,617.993,-256.479,-66.7504,-153.786,-27.1301,-130.82,-107.001,27.3924,33.6199,66.3709,-20.2119
UID_52_12_13_all-16,-27.9016,95.3027,-26.1346,-92.1891,19.4515,29.7531,52.4993,-9.70859,3.49074,-54.7597,17.8279
UID_52_12_1_all-22,-34.0277,16.8321,-26.5249,-14.9213,18.3995,-0.685774,5.03454,-30.8188,15.9885,-20.2257,25.1583
UID_52_12_2_all-17,-56.4674,71.6192,44.6661,-67.9214,-74.6677,15.667,38.2434,13.1056,24.6799,-10.0791,-14.749
UID_52_12_3_all-15,483.668,116.295,-57.5892,-177.727,-235.352,22.5571,-63.6243,91.8414,-76.3056,6.79954,-67.6743
UID_52_12_4_all-17,-140.54,12.3591,13.6824,1.34359,-26.4766,-3.71718,-17.1632,17.7991,-3.03136,-6.14355,-11.9797
UID_52_12_5_all-14,-99.3987,-30.761,19.95,6.8296,-27.7207,2.16878,9.11626,6.98525,5.71163,-15.0701,8.54277
UID_52_12_6_all-17,-36.7077,-19.899,17.5586,-28.276,-26.3013,8.05503,19.5059,-13.1393,2.73856,-9.3197,-11.3113
UID_52_12_7_all-20,-59.7624,-34.0663,6.79521,23.3222,-1.22827,6.28649,19.1033,-16.0198,-0.750663,-16.1177,8.00015
UID_52_12_8_all-10,14.7806,107.519,16.622,-123.884,12.0152,3.37572,-114.613,69.9421,-25.1321,-28.2801,59.9454
UID_52_12_9_all-18,-58.4033,-7.86977,35.4521,-37.3405,-43.9515,3.93777,-0.600894,-7.71398,1.64802,12.0702,-13.5851
UID_52_13_10_all-13,28.5887,-147.018,-42.8405,-13.7906,21.0213,-18.7645,-11.0157,-31.6094,-6.91944,-20.9165,6.97254
UID_52_13_11_all-10,-102.398,15.7128,0.259857,41.5378,-0.236002,-19.9183,36.5744,-32.9052,26.4092,0.21315,17.5041
UID_52_13_12_all-4,-100.022,16.5698,-55.0348,58.9753,27.4704,3.22157,-51.7736,-1.25946,33.6534,-11.4143,20.8792
UID_52_13_13_all-16,12.5268,-102.972,23.6977,-24.9286,-29.2335,1.54759,-21.4223,-10.9293,5.36927,14.7268,-5.96196
UID_52_13_14_all-20,31.2438,7.7633,27.6468,-95.1246,-66.2181,43.9528,-0.354836,57.243,21.4292,31.1916,-9.24217
UID_52_13_15_all-10,498.621,-114.489,-296.989,-133.284,70.6934,-63.5723,34.7659,12.3428,63.8106,-4.42097,-45.156
UID_52_13_16_all-5,-40.9707,305.47,108.994,-188.715,-108.337,-8.79194,21.9163,27.7367,43.6246,2.41191,2.95235
UID_52_13_17_all-7,-13.7557,-52.0596,6.2951,-21.3766,-22.8287,10.746,46.5193,-20.0485,17.3264,-16.9667,19.3517
UID_52_13_18_all-8,143.868,347.177,77.6351,-126.082,46.8244,42.6144,-170.851,112.335,68.0933,149.578,16.9366
UID_52_13_19_all-4,495.27,-516.838,2.52075,-163.508,-81.0524,58.0963,-23.8531,27.4751,10.6384,-18.62,0.773418
UID_52_13_1_all-8,-68.6003,-11.1158,2.05693,-5.3489,7.30719,-11.1179,27.5281,-26.1486,-15.0011,-13.1079,-0.17689
UID_52_13_20_all-6,-148.143,289.947,-6.43388,-44.5392,-105.592,24.4673,-114.544,-45.0012,-87.1211,46.1976,-92.1376
UID_52_13_21_all-10,-66.0833,9.42128,37.0318,-40.5175,-52.5087,13.724,8.04297,15.4425,3.00437,-11.4539,-7.5461
UID_52_13_2_all-9,12.2809,104.144,31.2613,-133.835,-60.3365,0.264279,15.518,19.5657,-17.582,16.7056,14.3553
UID_52_13_3_all-5,-34.0425,119.55,4.93665,-102.523,-64.5335,1.44767,66.5416,-33.3387,7.23914,-10.9587,-34.2267
UID_52_13_4_all,4.82511,-25.6913,-13.2127,103.014,-38.4846,-92.5685,-5.78142,-35.2391,-86.1249,-90.5193,66.7537
UID_52_13_5_all-8,-92.1502,149.725,40.8525,-74.0927,-42.0573,26.0504,-9.38672,45.9932,-21.0053,-5.74879,-3.54965
UID_52_13_6_all-3,106.604,286.878,-32.4054,-229.337,6.31922,-86.506,-248.879,92.6031,-29.9831,104.12,37.4231
UID_52_13_7_all-11,16.3099,188.349,76.8994,-121.754,-65.0139,-160.805,64.9053,-22.4963,95.1718,44.3818,45.3148
UID_52_13_8_all-4,-87.3661,81.0313,-11.8902,-37.503,-21.9232,-14.4951,3.26419,-37.193,-10.0995,-17.8841,-20.5419
UID_52_13_9_all-6,-27.2966,-25.1348,-42.5555,-7.20192,19.3646,-89.4783,-101.218,-64.1177,-17.9832,-1.03337,-16.5877
UID_52_14_10_all-16,8.37438,-122.194,23.5207,-15.2285,-23.8095,9.94867,-15.7239,-7.02229,-1.48494,17.303,-5.87693
UID_52_14_11_all-10,-60.2018,26.2706,12.841,-63.5459,-46.1964,22.0778,21.773,4.50311,-7.19326,-27.0271,-19.5718
UID_52_14_12_all-13,-17.0524,-61.3153,12.9222,-29.9737,-15.5686,23.5581,-0.502176,1.07961,3.65083,15.7279,2.66584
UID_52_14_1_all-4,-105.38,49.504,-39.4583,-1.41321,46.7931,-25.6587,13.0124,-43.6764,11.0499,11.89,28.5019
UID_52_14_2_all-9,-51.0335,-75.6141,12.0051,-4.18769,-2.20572,15.6495,0.0516488,6.64749,-17.398,2.68411,-2.57476
UID_52_14_3_all-8,-133.725,235.719,-40.7472,-137.962,-24.1805,-68.9749,-3.29039,66.6629,18.1112,1.39384,42.2402
UID_52_14_4_all,-60.5253,31.1451,19.2788,19.8089,31.5227,26.5352,-23.2191,19.4626,-18.6603,0.317498,-13.2399
UID_52_14_5_all-12,679.396,1.72954,-394.227,-85.1858,183.656,-191.881,121.005,-84.46,33.4796,1.37121,-69.4247
UID_52_14_6_all-17,-16.9673,-134.88,3.87267,7.21893,-2.92097,-13.1204,10.929,3.2441,30.299,-3.82846,23.4884
UID_52_14_7_all-5,-29.2768,94.8721,-13.7405,-68.0784,200.037,-66.6115,-69.8921,58.3195,-40.5828,18.3007,77.81
UID_52_14_8_all-13,-3.47711,-84.6344,29.728,-17.2327,-20.8065,10.333,-12.3242,2.50889,4.93757,6.85791,7.04726
UID_52_14_9_all-5,21.371,162.324,-79.8748,-210.356,1.03924,-23.1614,-29.1424,63.9209,14.4419,-22.3027,8.44151
UID_52_15_10_all-7,-15.657,-98.1815,-57.2716,7.87684,61.2687,27.7063,-50.2552,-2.82735,46.696,42.975,22.2892
UID_52_15_11_all-4,-28.1411,7.7842,-1.1346,-25.7306,-6.13219,1.49608,43.6784,-15.058,6.96657,-15.9021,-9.72536
UID_52_15_12_all-12,-58.8589,-68.3101,5.08175,-8.85507,-18.6005,-5.70244,20.8951,-1.12033,10.4233,-0.043819,-5.16957
UID_52_15_13_all-5,-36.3046,27.5487,-4.91702,-73.1537,-17.7363,-7.60986,-75.3979,75.4147,-25.4634,-14.2634,22.5291
UID_52_15_14_all-9,-68.9693,84.7504,101.105,-117.647,27.5889,31.5735,-42.5858,31.5945,-44.7158,-10.3903,-0.424105
UID_52_15_15_all-7,-100.933,-49.2141,-17.2069,7.54645,18.8025,-32.2567,2.18028,-16.3769,-9.89361,2.69927,0.111164
UID_52_15_16_all-13,-75.0121,-69.5931,8.30094,4.19008,-4.63736,14.2382,-2.02756,21.3844,-7.98664,-1.79629,-1.91861
UID_52_15_17_all-2,-125.788,289.544,100.663,-134.328,-52.7903,-42.1975,136.919,8.99051,50.9508,2.40791,12.8511
UID_52_15_18_all-10,318.733,-124.187,-148.851,88.7715,79.5159,72.2644,-14.2502,63.4434,-11.3647,16.5473,-37.7234
UID_52_15_19_all-4,-48.2621,-9.49198,13.4045,-53.1146,-33.2641,16.5029,-1.7375,-2.10386,-30.6841,-26.1861,-17.4809
UID_52_15_1_all-14,-163.016,155.467,-91.476,87.515,-34.9324,-11.6624,-2.8163,118.801,-79.6833,81.0582,-39.1289
UID_52_15_20_all-15,-178.536,27.9488,-3.77814,36.6601,-6.956,-7.61939,-16.7149,-10.1002,-1.43669,6.18973,-15.4169
UID_52_15_21_all-15,-9.07707,11.7224,48.2487,-70.9148,17.0357,-66.243,-9.25623,38.6139,-9.22116,2.0473,48.5046
UID_52_15_22_all-11,-37.4129,-80.5185,-44.4969,-9.34627,22.0806,-0.214117,-53.1412,-25.7539,-0.292073,10.5422,1.20907
UID_52_15_2_all-11,-7.88846,-77.967,28.8286,-20.1524,-21.9454,7.61073,-10.5072,4.17483,4.21406,7.62555,5.02758
UID_52_15_3_all-14,35.9309,259.583,-29,-174.66,45.5448,65.2504,-98.0472,28.9087,10.6944,3.75151,-0.251109
UID_52_15_4_all-7,464.062,-149.806,-250.625,-60.4183,-3.84568,68.3942,41.4867,-96.3416,-61.3757,16.7645,28.5712
UID_52_15_5_all-17,-16.4684,-56.1923,10.7712,-28.9063,-15.8366,24.4067,0.0424469,1.79596,3.43061,16.383,1.19792
UID_52_15_6_all-5,-86.1065,6.30901,-6.67835,-6.85116,12.2215,0.749458,45.2115,-18.6891,-2.0479,-3.40754,-0.580217
UID_52_15_7_all-8,-161.037,68.2008,24.1502,7.36779,-12.179,21.387,51.7873,24.5442,-16.2262,3.82805,-16.0651
UID_52_15_8_all-3,281.683,-73.5266,-152.74,122.987,56.9531,70.5269,67.4451,21.1804,92.5357,-56.8182,-36.3845
UID_52_15_9_all-6,-21.655,-40.559,28.9222,-53.5798,-56.3387,-4.32716,11.2138,-3.09684,2.3282,-2.53281,-7.7336
UID_52_16_10_all-2,234.528,-327.061,16.7046,-47.4707,-19.6919,8.98901,4.96492,-11.4415,38.2726,-4.48886,21.3597
UID_52_16_11_all-11,-147.349,82.2998,39.4402,-25.5634,4.80556,-2.78312,-19.4109,17.9678,-20.2942,-39.7712,0.688125
UID_52_16_12_all-3,-129.477,21.2567,6.71571,-0.664442,-4.85333,-25.6931,25.8886,-15.9868,-12.5192,-9.32168,-6.57715
UID_52_16_1_all-11,263.108,103.499,37.1553,-321.83,73.2334,-106.238,-16.9731,237.563,115.968,111.337,36.7118
UID_52_16_2_all-8,23.1968,-158.976,-0.419721,-19.4121,-3.26785,6.70702,11.4403,-19.3598,1.18458,12.3438,-15.7581
UID_52_16_3_all-2,114.046,-18.1164,-183.02,-115.16,61.4994,34.3815,-19.4251,9.40006,16.4349,-3.51935,-12.3356
UID_52_16_4_all,-103.767,-76.8338,-2.68189,29.8482,9.88761,-3.66732,4.07252,4.16624,-1.4387,-3.90036,0.623494
UID_52_16_5_all-4,-35.9527,-74.6541,9.22352,-39.8512,-17.4114,-9.49086,12.9927,-21.43,-12.1899,0.23962,-20.7016
UID_52_16_6_all-13,-75.4336,-69.8643,1.75085,10.1754,-2.89589,-0.757029,11.3375,-2.91373,5.47361,-3.38752,-3.20893
UID_52_16_7_all-5,-64.7891,-93.7274,-0.841885,11.0349,-4.4038,-5.23906,6.69474,-1.42342,4.28042,-4.53832,-3.92089
UID_52_16_8_all-4,82.3605,-12.0322,-122.166,-79.0863,34.9827,24.5242,-21.2394,-39.1774,-8.78597,-68.3319,14.3832
UID_52_16_9_all-6,541.222,-31.9908,-296.899,-141.939,-13.8495,-4.66598,64.1703,5.17775,-6.91532,-38.7981,-42.7582
UID_52_17_10_all-7,-193.974,46.1069,-28.2128,67.5603,78.2219,11.2989,14.2418,33.9374,3.55751,16.8432,25.8442
UID_52_17_11_all-10,88.4183,70.1653,-38.5366,-122.7,43.7829,27.4068,-15.2102,-76.6572,28.6602,22.3486,-8.72378
UID_52_17_12_all-19,728.177,-210.147,292.755,-124.984,394.805,-139.3,91.2007,-45.9427,105.522,21.6702,-94.5332
UID_52_17_13_all-2,-78.9102,186.753,80.7461,-116.449,-84.1116,-18.4499,-32.605,37.6865,22.3023,32.8504,24.1086
UID_52_17_1_all-3,-133.541,23.1305,7.36813,5.32356,-1.81789,-21.5492,28.5437,-16.6078,-10.7336,-11.362,-5.56921
UID_52_17_2_all-3,-69.937,-1.59516,2.08304,-33.0808,-29.4542,13.2232,31.6485,-11.3743,-6.82138,-15.5578,-17.1862
UID_52_17_3_all-11,-5.17367,-141.835,-0.360048,-12.8996,-6.43405,5.86213,1.86533,4.1415,7.06932,-10.7097,3.18879
UID_52_17_4_all-16,77.5506,-92.099,-52.4627,-113.034,26.9425,-29.321,-52.0295,39.1077,12.285,-22.9413,52.5367
UID_52_17_5_all-11,-26.1965,-2.83801,14.2125,-58.7364,-39.0468,4.73215,43.3345,-10.2335,0.4573,-4.75019,-12.0354
UID_52_17_6_all-15,-29.13,-105.925,3.71951,-11.6248,-15.7196,12.4474,7.55175,4.01984,-5.55467,1.8337,-13.6728
UID_52_17_7_all-13,43.18,-35.9131,-9.62301,-23.9189,-30.3007,-56.7003,-11.4218,-39.5814,30.0444,10.0111,9.48004
UID_52_17_8_all,279.782,229.356,-179.473,-321.12,95.8902,156.609,-93.7689,146.148,-55.1348,-50.4371,74.0421
UID_52_17_9_all-2,-53.863,-31.3886,-95.7436,23.7336,9.91475,-17.6169,-43.8114,-55.7275,-38.7691,-66.4124,64.6136
UID_52_18_10_all-5,-28.9545,13.7176,35.1802,-27.0359,-41.2826,9.39954,20.9087,-10.3352,14.0629,-4.97549,-2.46027
UID_52_18_11_all-4,-113.095,-29.3419,6.57758,21.0119,11.1686,8.54079,-4.19128,11.4123,-4.95434,11.8188,8.3484
UID_52_18_12_all-4,-46.2098,-106.893,3.9451,6.17633,0.0781322,-7.0827,-19.9572,4.56619,1.34881,-1.38435,1.41112
UID_52_18_13_all-16,31.1752,-62.5504,1.24457,-63.8215,-37.1701,2.25129,57.4969,-20.0144,27.9277,-12.0307,-5.78283
UID_52_18_14_all-8,14.9787,134.962,82.8974,-182.614,-32.2286,2.64295,40.8572,85.7915,31.2631,-3.37978,21.5929
UID_52_18_15_all,-24.3805,209.401,54.7679,-188.368,27.228,-102.611,-104.095,-90.6131,-21.1088,68.6122,-37.0356
UID_52_18_1_all-16,-35.2649,-102.542,5.7072,-14.1271,-16.5505,13.4144,6.64994,2.76204,-2.24053,1.0374,-13.0612
UID_52_18_2_all-16,-6.91391,-142.222,-9.09924,-3.51381,-2.3255,-10.1932,-6.52931,-17.1961,-0.804286,4.68322,-7.81199
UID_52_18_3_all-2,-150.155,-32.9292,-13.5896,38.2606,17.5343,3.77379,8.65602,9.57569,0.401675,4.11891,-2.9807
UID_52_18_4_all-4,-204.374,42.728,-27.9335,63.9059,70.1218,10.357,14.7198,31.0156,-5.14495,13.9726,19.5262
UID_52_18_5_all-10,44.2212,80.0971,-9.63553,-108.155,24.7864,21.5458,-9.72709,-48.7173,27.8308,34.7455,-5.72481
UID_52_18_6_all-3,-89.4576,190.265,88.7649,-113.749,-88.5965,-30.3386,-30.9894,35.7903,15.6626,33.3027,21.8316
UID_52_18_7_all-8,-50.6073,-86.716,16.7074,-3.91483,-13.7635,6.02801,-11.3735,10.8854,-5.77897,-7.47965,3.41124
UID_52_18_8_all-12,-63.4267,242.371,30.9223,-15.8729,85.7864,-66.0326,-58.4698,-178.902,66.4652,179.659,47.3138
UID_52_18_9_all-6,-52.9558,-17.9428,10.9878,-23.645,-32.31,18.9718,52.5861,-7.93273,-23.8829,-33.5759,-7.59647
UID_52_19_10_all-5,-67.3535,-16.7834,43.7357,-35.9304,-38.4209,13.1163,-7.94128,0.785987,13.1824,-15.1673,-17.1095
UID_52_19_11_all-11,475.591,-62.1446,-289.779,-101.084,183.127,-22.4215,58.8973,33.7932,51.7257,-18.9748,-11.776
UID_52_19_1_all-11,-208.098,53.4659,40.9959,59.4753,5.21691,-21.633,14.7403,-11.2899,9.35175,-11.1328,5.67325
UID_52_19_2_all-8,-47.0056,-93.2571,4.91152,-7.99866,-12.5734,12.3159,6.53929,0.0458879,-2.15383,4.49549,-11.5849
UID_52_19_3_all-11,529.394,-95.4282,-279.485,-107.117,4.13105,-13.4991,51.7923,31.9866,30.9076,3.70624,-6.25331
UID_52_19_4_all-8,-51.9581,-27.4659,42.5278,-28.112,-57.3764,-1.8974,-5.69618,20.7352,15.3239,-6.70997,2.12273
UID_52_19_5_all-4,-88.1001,252.432,94.7898,-131.812,-32.8492,-31.0043,-16.2094,-70.9939,31.2256,56.5359,-72.5893
UID_52_19_6_all-14,29.9139,146.766,-11.3359,-90.1671,31.3372,-50.7008,21.9174,-78.8138,-29.7334,10.3712,1.75133
UID_52_19_7_all-5,-11.8278,-23.0629,21.5962,28.2373,-43.3496,55.5981,42.6731,40.0234,-8.36223,17.2295,-37.7516
UID_52_19_8_all-3,-126.917,-26.51,2.11012,25.5443,9.64312,6.25654,-7.69528,11.3298,-2.58041,9.89891,5.38573
UID_52_19_9_all-6,-68.2496,-56.045,-25.6142,22.3333,35.2857,25.1623,-42.4653,9.60833,14.743,14.7881,20.1454
UID_52_1_10_all-13,-86.9579,24.1847,41.8743,-23.526,-43.4629,12.6216,6.72667,11.8711,-11.0886,4.62948,-13.2418
UID_52_1_11_all-5,-80.4666,-75.9702,-15.7409,25.234,17.9005,-2.29171,-16.8876,-11.6818,-11.5407,-4.23182,-1.67532
UID_52_1_12_all-13,-37.2984,-70.8337,39.197,-9.25236,-39.4924,7.13735,7.67713,15.3418,5.39711,-9.48684,11.8219
UID_52_1_13_all-7,-79.6633,-71.061,-0.525649,21.2063,5.53637,-5.60223,10.8248,-13.7377,5.59592,-2.28076,2.46415
UID_52_1_14_all-4,-125.124,-14.5649,17.8135,12.706,-14.3707,-12.9898,4.48048,8.05339,12.8935,1.41658,2.10251
UID_52_1_15_all-19,-120.667,-21.3791,17.6743,3.99689,-24.9502,-6.44185,-12.3699,0.976946,1.29629,5.87192,-6.22982
UID_52_1_1_all-5,-138.206,66.9861,49.7018,-18.0047,-59.4301,9.81487,-0.665725,17.3385,-11.2075,-2.41096,-2.54105
UID_52_1_2_all-18,-121.497,-33.787,12.7838,16.9694,-7.74672,-5.1041,7.4805,5.70234,8.43331,-7.01947,2.16923
UID_52_1_3_all-12,-6.0846,-57.9676,33.8601,3.9292,-17.373,-1.32388,-8.57387,-8.15977,15.4094,20.0657,4.25938
UID_52_1_4_all-12,-60.2946,-94.9602,1.05164,2.478,-4.93204,9.91815,2.93346,-1.31621,-9.60122,-0.892976,-8.63038
UID_52_1_5_all-7,-201.073,121.778,39.129,13.0418,-38.6537,-12.7201,-16.2635,-30.7673,-26.8644,18.3107,-30.9678
UID_52_1_6_all-11,-65.2429,-44.8183,21.1422,-8.01662,-25.7737,3.42807,11.6281,10.4176,16.9404,-8.5047,2.46899
UID_52_1_7_all-14,-46.6614,-61.2619,15.8837,-2.90058,-11.528,9.07659,20.9679,6.59315,15.7837,-1.63071,5.60644
UID_52_1_8_all-18,-48.4362,-81.956,8.18175,-5.70331,-11.0505,13.1788,-8.26616,13.4229,-2.65222,4.72825,0.461384
UID_52_1_9_all,-89.615,-31.8284,-3.2124,9.24191,-10.6775,5.73086,-12.1289,-0.58786,19.5006,7.83278,-11.8227
UID_52_20_10_all,-109.647,20.3111,29.7577,15.5957,-25.025,7.7958,19.599,2.04963,-3.78411,7.26912,-9.46173
UID_52_20_11_all-4,52.6395,153.997,8.54757,-96.1163,100.434,-62.7922,-16.4072,-60.4271,-4.02573,8.57143,16.4678
UID_52_20_12_all-9,-83.5029,2.62849,8.37737,-17.9045,-35.5974,11.846,36.3057,-12.3888,-7.00985,-12.206,-15.4988
UID_52_20_13_all-7,-72.3552,-86.5348,10.3028,13.5288,8.78944,-28.2675,-14.3911,-33.7499,14.8234,3.50374,6.11547
UID_52_20_14_all-19,-224.877,120.667,12.5468,9.25194,-29.8151,15.1584,24.0589,23.876,-2.47383,-6.44498,-11.7381
UID_52_20_15_all-24,-62.0115,67.3189,-8.21661,-13.9926,-16.2562,37.4881,37.9989,-2.2095,26.0701,16.6433,-15.2812
UID_52_20_16_all,-138.074,104.043,-24.2049,-16.5014,42.2588,-55.5221,6.59811,11.7578,16.2214,29.7942,41.1031
UID_52_20_17_all-8,-198.166,47.0699,38.4851,52.5284,6.76146,-25.4291,4.18814,-30.0389,11.3663,5.89704,-2.16406
UID_52_20_18_all-2,-130.214,341.337,47.7145,-113.817,-144.916,-17.9962,113.527,35.4775,8.15156,-98.8132,65.2521
UID_52_20_1_all-8,-47.0314,119.235,-24.7467,-71.5404,15.113,-14.2735,-14.8818,25.1351,15.1137,-5.58372,49.7555
UID_52_20_2_all-11,-67.817,-74.6856,-5.23505,10.7109,1.0373,-14.2619,-39.8147,-7.96387,-16.0381,-6.77081,-0.926766
UID_52_20_3_all-7,-90.9917,-63.665,-10.0569,2.43171,-7.02537,-17.9018,-3.16522,-19.6392,-7.17524,7.99008,-17.1232
UID_52_20_4_all-15,-32.6528,-80.3418,11.5122,-8.64536,-8.34915,5.88921,18.5424,4.17418,6.65338,-4.47309,5.25379
UID_52_20_5_all-7,-70.4789,-90.7782,-0.933108,12.4342,-2.71475,-2.81267,7.83719,0.165254,5.57759,-5.07775,-2.41542
UID_52_20_6_all-17,-55.4593,-112.729,-17.0949,10.2397,28.5216,19.5515,-12.2377,0.700113,-1.73463,-11.6315,9.07397
UID_52_20_7_all-7,-92.4754,187.397,105.63,-80.5613,-85.3199,-34.5867,-43.163,49.6341,-35.7402,-22.4709,36.1595
UID_52_20_8_all-15,213.099,-15.8229,-234.427,-124.417,90.6356,60.2749,-6.40186,28.6721,20.6109,7.03968,2.7524
UID_52_20_9_all-9,-44.0587,-50.5061,17.6535,-27.432,-44.3582,17.8144,1.74906,14.4444,1.62258,9.46485,-18.7535
UID_52_21_10_all-7,-171.258,-1.11876,-3.07211,45.9957,2.674,-15.5689,3.96726,-3.34189,13.0634,-5.09147,7.11206
UID_52_21_11_all-3,-103.244,-54.4474,-9.2334,26.5116,11.9667,4.11743,-1.83984,-3.00647,-4.35692,-3.28999,-1.8489
UID_52_21_12_all-10,481.036,-40.2565,-276.377,-16.3167,111.607,7.1836,64.3766,11.3923,-18.0518,-44.9179,-73.163
