Contour,Mode 1 (normalized),Mode 2 (normalized),Mode 3 (normalized),Mode 4 (normalized),Mode 5 (normalized),Mode 6 (normalized),Mode 7 (normalized),Mode 8 (normalized),Mode 9 (normalized),Mode 10 (normalized),Mode 11 (normalized)
UID_52_14_2_all-9,-0.198837,-0.624139,0.148855,-0.0646698,-0.0386723,0.334135,0.00132841,0.18571,-0.556096,0.0943997,-0.10001
UID_52_14_3_all-8,-0.521021,1.94568,-0.505238,-2.13052,-0.42395,-1.47269,-0.0846288,1.86235,0.578893,0.0490211,1.64071
UID_52_14_4_all,-0.235819,0.25708,0.239044,0.305905,0.552678,0.566558,-0.597194,0.543726,-0.596444,0.0111664,-0.514268
UID_52_14_5_all-12,2.64707,0.0142761,-4.88815,-1.31551,3.21999,-4.09689,3.11225,-2.35955,1.07012,0.0482254,-2.69662
UID_52_14_6_all-17,-0.0661082,-1.11334,0.0480185,0.111481,-0.0512125,-0.280136,0.281095,0.09063,0.968458,-0.134646,0.912348
UID_52_14_7_all-5,-0.114069,0.783099,-0.170374,-1.05132,3.50718,-1.42223,-1.79762,1.62927,-1.29716,0.643632,3.02233
UID_52_14_8_all-13,-0.0135476,-0.698595,0.368608,-0.266122,-0.364794,0.220621,-0.316979,0.0700905,0.157821,0.241192,0.273733
UID_52_14_9_all-5,0.083266,1.33987,-0.990394,-3.24849,0.0182207,-0.494523,-0.749541,1.78575,0.461612,-0.784383,0.327889
UID_52_15_10_all-7,-0.0610028,-0.810416,-0.710129,0.121641,1.07421,0.591562,-1.29256,-0.0789875,1.49256,1.51142,0.865768
UID_52_15_11_all-4,-0.109644,0.0642529,-0.0140682,-0.397353,-0.107514,0.031943,1.12341,-0.420675,0.222675,-0.559276,-0.377757
UID_52_15_12_all-12,-0.229327,-0.56385,0.0630103,-0.136747,-0.326117,-0.121754,0.537423,-0.0312984,0.333162,-0.00154111,-0.200799
UID_52_15_13_all-5,-0.14145,0.227394,-0.0609677,-1.1297,-0.310965,-0.162479,-1.93923,2.10685,-0.813895,-0.501643,0.875085
UID_52_15_14_all-9,-0.268719,0.699552,1.25363,-1.81681,0.483709,0.674131,-1.09531,0.882653,-1.42927,-0.365425,-0.0164733
UID_52_15_15_all-7,-0.393258,-0.406226,-0.213354,0.116538,0.329659,-0.688717,0.0560767,-0.457519,-0.316233,0.0949328,0.00431787
UID_52_15_16_all-13,-0.292263,-0.57444,0.102926,0.0647066,-0.0813056,0.304001,-0.0521489,0.597415,-0.255279,-0.0631754,-0.0745234
UID_52_15_17_all-2,-0.490096,2.38997,1.24815,-2.07441,-0.925557,-0.900965,3.52155,0.251167,1.62856,0.0846858,0.499169
UID_52_15_18_all-10,1.24185,-1.02507,-1.84565,1.37088,1.39413,1.54293,-0.366514,1.77241,-0.363255,0.581967,-1.46527
UID_52_15_19_all-4,-0.188039,-0.0783493,0.166207,-0.82024,-0.58321,0.352356,-0.0446885,-0.0587754,-0.980767,-0.92096,-0.678999
UID_52_15_1_all-14,-0.635144,1.28327,-1.13424,1.35148,-0.61246,-0.249006,-0.0724352,3.31893,-2.54694,2.85081,-1.51986
UID_52_15_20_all-15,-0.695616,0.230697,-0.0468464,0.566135,-0.121957,-0.162683,-0.429908,-0.282169,-0.0459213,0.217692,-0.598831
UID_52_15_21_all-15,-0.0353662,0.0967596,0.598252,-1.09513,0.298682,-1.41436,-0.23807,1.07875,-0.294739,0.0720033,1.88404
UID_52_15_22_all-11,-0.145768,-0.664621,-0.551732,-0.144333,0.387133,-0.00457165,-1.36679,-0.719483,-0.00933561,0.370769,0.0469631
UID_52_15_2_all-11,-0.0307351,-0.64356,0.357455,-0.311211,-0.384762,0.162498,-0.270244,0.116632,0.134695,0.26819,0.195283
UID_52_15_3_all-14,0.139994,2.14266,-0.35958,-2.69725,0.798523,1.39317,-2.52177,0.807618,0.341829,0.13194,-0.0097537
UID_52_15_4_all-7,1.80808,-1.23654,-3.10759,-0.933029,-0.0674251,1.46029,1.06704,-2.69149,-1.96177,0.589604,1.10977
UID_52_15_5_all-17,-0.0641644,-0.463826,0.133556,-0.446395,-0.277658,0.521111,0.00109174,0.0501737,0.109654,0.576189,0.0465301
UID_52_15_6_all-5,-0.335489,0.0520762,-0.0828071,-0.105801,0.214275,0.0160018,1.16284,-0.522115,-0.0654578,-0.119843,-0.022537
UID_52_15_7_all-8,-0.627435,0.562948,0.299447,0.11378,-0.21353,0.456638,1.33197,0.68569,-0.518642,0.134632,-0.624007
UID_52_15_8_all-3,1.09749,-0.606908,-1.89387,1.89927,0.998542,1.50583,1.73469,0.591715,2.95775,-1.99829,-1.41326
UID_52_15_9_all-6,-0.0843723,-0.334784,0.358616,-0.827423,-0.987771,-0.0923899,0.288418,-0.0865162,0.0744169,-0.0890787,-0.300392
UID_52_16_10_all-2,0.913772,-2.69965,0.207126,-0.733081,-0.345252,0.191926,0.127698,-0.319639,1.22332,-0.157873,0.829661
UID_52_16_11_all-11,-0.574102,0.679324,0.489032,-0.394772,0.0842544,-0.0594229,-0.499248,0.501966,-0.648671,-1.39875,0.0267284
UID_52_16_12_all-3,-0.50447,0.175459,0.0832703,-0.0102609,-0.0850919,-0.548577,0.665855,-0.446623,-0.400154,-0.327842,-0.255472
UID_52_16_1_all-11,1.02512,0.854305,0.460701,-4.96996,1.28398,-2.26831,-0.436547,6.63678,3.70671,3.91572,1.42597
UID_52_16_2_all-8,0.0903797,-1.31223,-0.00520426,-0.299778,-0.0572942,0.143203,0.294244,-0.540852,0.037863,0.434129,-0.612083
UID_52_16_3_all-2,0.444346,-0.149538,-2.26932,-1.77839,1.07825,0.734085,-0.499613,0.262609,0.525314,-0.123775,-0.479145
UID_52_16_4_all,-0.404298,-0.634207,-0.0332537,0.460941,0.173357,-0.0783015,0.104745,0.116392,-0.0459858,-0.137175,0.024218
UID_52_16_5_all-4,-0.140079,-0.616215,0.114366,-0.615416,-0.30527,-0.202641,0.334173,-0.598687,-0.389631,0.00842739,-0.804101
UID_52_16_6_all-13,-0.293905,-0.576679,0.0217094,0.157137,-0.0507728,-0.0161634,0.291601,-0.0814007,0.174955,-0.119139,-0.124643
UID_52_16_7_all-5,-0.252432,-0.773651,-0.0104388,0.17041,-0.0772105,-0.11186,0.172189,-0.0397658,0.136816,-0.159612,-0.152297
UID_52_16_8_all-4,0.320894,-0.0993169,-1.51477,-1.22132,0.613341,0.523621,-0.546277,-1.0945,-0.280829,-2.40322,0.558679
UID_52_16_9_all-6,2.10872,-0.264061,-3.68135,-2.19195,-0.242819,-0.099624,1.65046,0.14465,-0.221037,-1.36452,-1.66083
UID_52_17_10_all-7,-0.755764,0.380579,-0.34982,1.04332,1.37144,0.241244,0.366299,0.948106,0.11371,0.592372,1.00385
UID_52_17_11_all-10,0.344497,0.579163,-0.477827,-1.89483,0.767634,0.585166,-0.391206,-2.14157,0.916074,0.785998,-0.338853
UID_52_17_12_all-19,2.83713,-1.73461,3.62997,-1.9301,6.922,-2.97422,2.34568,-1.2835,3.37284,0.76214,-3.6719
UID_52_17_13_all-2,-0.307451,1.54151,1.0012,-1.79831,-1.4747,-0.393927,-0.838602,1.05285,0.712857,1.15534,0.936437
UID_52_17_1_all-3,-0.520303,0.190926,0.0913598,0.0822108,-0.0318726,-0.460101,0.734143,-0.463969,-0.343081,-0.399599,-0.216321
UID_52_17_2_all-3,-0.272489,-0.0131669,0.0258283,-0.510861,-0.516412,0.282331,0.813999,-0.317762,-0.218034,-0.547166,-0.667554
UID_52_17_3_all-11,-0.0201577,-1.17074,-0.00446436,-0.199206,-0.112806,0.125163,0.0479764,0.115701,0.225959,-0.37666,0.12386
UID_52_17_4_all-16,0.302154,-0.76021,-0.650503,-1.74557,0.472375,-0.626036,-1.3382,1.09255,0.392669,-0.806843,2.04065
UID_52_17_5_all-11,-0.102067,-0.0234257,0.176226,-0.907056,-0.684596,0.101037,1.11456,-0.285893,0.0146168,-0.167064,-0.467483
UID_52_17_6_all-15,-0.113497,-0.874331,0.0461195,-0.17952,-0.275606,0.265765,0.194231,0.112302,-0.177546,0.0644909,-0.531083
UID_52_17_7_all-13,0.168238,-0.296436,-0.119319,-0.369376,-0.531253,-1.21062,-0.293769,-1.10578,0.960318,0.35209,0.368228
UID_52_17_8_all,1.09009,1.89317,-2.22535,-4.959,1.68122,3.34378,-2.41174,4.08291,-1.76229,-1.77387,2.87598
UID_52_17_9_all-2,-0.209862,-0.25909,-1.18716,0.366515,0.173832,-0.376141,-1.12683,-1.55685,-1.23919,-2.33571,2.50975
UID_52_18_10_all-5,-0.112813,0.113229,0.436211,-0.417511,-0.723795,0.200691,0.537773,-0.288734,0.449496,-0.174987,-0.0955628
UID_52_18_11_all-4,-0.440643,-0.242196,0.0815576,0.324483,0.195816,0.182356,-0.1078,0.318825,-0.158357,0.415664,0.324272
UID_52_18_12_all-4,-0.180043,-0.882322,0.0489166,0.0953799,0.00136987,-0.151224,-0.5133,0.127565,0.0431124,-0.0486875,0.0548111
UID_52_18_13_all-16,0.121465,-0.516307,0.0154318,-0.985584,-0.651692,0.0480677,1.47882,-0.55914,0.892661,-0.423119,-0.224619
UID_52_18_14_all-8,0.0583602,1.11401,1.02787,-2.82007,-0.565055,0.0564301,1.05085,2.39675,0.999271,-0.118866,0.838721
UID_52_18_15_all,-0.0949917,1.72845,0.679086,-2.90894,0.47738,-2.19086,-2.67733,-2.53145,-0.674709,2.41308,-1.43855
UID_52_18_1_all-16,-0.1374,-0.84641,0.0707655,-0.218162,-0.290175,0.286413,0.171037,0.0771629,-0.0716147,0.0364853,-0.507329
UID_52_18_2_all-16,-0.026938,-1.17394,-0.112824,-0.0542632,-0.0407724,-0.217637,-0.167934,-0.480406,-0.0257076,0.164708,-0.303437
UID_52_18_3_all-2,-0.585036,-0.271807,-0.168502,0.590851,0.307424,0.0805748,0.222633,0.267515,0.0128389,0.144861,-0.115777
UID_52_18_4_all-4,-0.796282,0.352688,-0.346356,0.986888,1.22942,0.221134,0.378594,0.86648,-0.16445,0.491416,0.758443
UID_52_18_5_all-10,0.172295,0.661143,-0.119474,-1.67022,0.434573,0.460029,-0.250181,-1.36101,0.889564,1.22199,-0.222366
UID_52_18_6_all-3,-0.348546,1.5705,1.10063,-1.75661,-1.55334,-0.647763,-0.797048,0.999871,0.500629,1.17125,0.847993
UID_52_18_7_all-8,-0.197177,-0.715777,0.207161,-0.060456,-0.241312,0.128705,-0.292527,0.304105,-0.184715,-0.263058,0.132501
UID_52_18_8_all-12,-0.247124,2.00059,0.383416,-0.245122,1.50407,-1.40987,-1.50384,-4.99798,2.12445,6.31859,1.83778
UID_52_18_9_all-6,-0.206327,-0.148104,0.136241,-0.365146,-0.566482,0.405071,1.35251,-0.221616,-0.763375,-1.18086,-0.295065
UID_52_19_10_all-5,-0.262423,-0.138535,0.542293,-0.554867,-0.673622,0.280048,-0.20425,0.021958,0.421355,-0.533432,-0.664576
UID_52_19_11_all-11,1.853,-0.512958,-3.59306,-1.56103,3.2107,-0.478725,1.51484,0.944076,1.65333,-0.667341,-0.457409
UID_52_19_1_all-11,-0.810795,0.441322,0.508322,0.918466,0.0914665,-0.46189,0.37912,-0.315405,0.298913,-0.391538,0.220363
UID_52_19_2_all-8,-0.183144,-0.769769,0.0608995,-0.123522,-0.220445,0.262959,0.16819,0.00128197,-0.0688436,0.158106,-0.449987
UID_52_19_3_all-11,2.06263,-0.78769,-3.46542,-1.65419,0.0724286,-0.288222,1.3321,0.893608,0.987909,0.130348,-0.242894
UID_52_19_4_all-8,-0.20244,-0.226711,0.527316,-0.434129,-1.00596,-0.0405118,-0.146506,0.579276,0.489802,-0.235989,0.0824519
UID_52_19_5_all-4,-0.343257,2.08364,1.17533,-2.03555,-0.575935,-0.661978,-0.416905,-1.98335,0.998074,1.98836,-2.81955
UID_52_19_6_all-14,0.116551,1.21144,-0.140558,-1.39244,0.549426,-1.08252,0.563716,-2.20181,-0.950378,0.364755,0.068026
UID_52_19_7_all-5,-0.0460838,-0.190368,0.267778,0.436064,-0.760036,1.18708,1.09755,1.11813,-0.267285,0.60596,-1.46636
UID_52_19_8_all-3,-0.494496,-0.21882,0.026164,0.394476,0.16907,0.133584,-0.197922,0.316519,-0.0824784,0.348143,0.209195
UID_52_19_9_all-6,-0.265915,-0.46261,-0.317598,0.34489,0.618655,0.537244,-1.09221,0.268427,0.471235,0.520096,0.782495
UID_52_1_10_all-13,-0.338806,0.199627,0.519214,-0.363309,-0.762022,0.269486,0.17301,0.331641,-0.354428,0.162818,-0.514342
UID_52_1_11_all-5,-0.313515,-0.627078,-0.195177,0.389684,0.313844,-0.0489307,-0.434349,-0.326353,-0.368878,-0.148833,-0.0650734
UID_52_1_12_all-13,-0.145322,-0.58468,0.486016,-0.142883,-0.692409,0.152391,0.197456,0.428602,0.172509,-0.333651,0.459193
UID_52_1_13_all-7,-0.310385,-0.586556,-0.0065177,0.327485,0.0970676,-0.119614,0.278415,-0.383789,0.178864,-0.080214,0.0957137
UID_52_1_14_all-4,-0.487508,-0.120222,0.220876,0.196216,-0.251957,-0.277346,0.115238,0.224987,0.412121,0.0498209,0.0816668
UID_52_1_15_all-19,-0.470145,-0.176468,0.21915,0.0617233,-0.437445,-0.137541,-0.318154,0.0272928,0.0414336,0.206515,-0.241981
UID_52_1_1_all-5,-0.538478,0.552921,0.616269,-0.278044,-1.04197,0.209559,-0.0171224,0.484383,-0.35823,-0.0847933,-0.0987007
UID_52_1_2_all-18,-0.473377,-0.278887,0.15851,0.262055,-0.135821,-0.108978,0.192399,0.159306,0.269557,-0.246874,0.084258
UID_52_1_3_all-12,-0.0237069,-0.47848,0.419842,0.060678,-0.304596,-0.0282665,-0.22052,-0.227959,0.492535,0.705706,0.165445
UID_52_1_4_all-12,-0.23492,-0.783827,0.0130396,0.0382674,-0.0864721,0.211764,0.0754486,-0.0367707,-0.306887,-0.0314059,-0.335225
UID_52_1_5_all-7,-0.783425,1.00519,0.485174,0.201402,-0.677703,-0.271589,-0.418297,-0.859544,-0.858674,0.643985,-1.20287
UID_52_1_6_all-11,-0.2542,-0.369942,0.262149,-0.123799,-0.451883,0.0731932,0.299075,0.291036,0.54147,-0.299109,0.0959014
UID_52_1_7_all-14,-0.181803,-0.505672,0.196947,-0.0447932,-0.202117,0.193796,0.539293,0.184192,0.504499,-0.0573519,0.217768
UID_52_1_8_all-18,-0.188718,-0.676486,0.101448,-0.0880752,-0.193745,0.281383,-0.212606,0.374995,-0.0847738,0.166292,0.0179213
UID_52_1_9_all,-0.349159,-0.26272,-0.0398316,0.142721,-0.187205,0.12236,-0.311955,-0.016423,0.623303,0.275478,-0.459222
UID_52_20_10_all,-0.427209,0.167653,0.368976,0.240841,-0.438756,0.166449,0.504086,0.0572604,-0.120953,0.255654,-0.367517
UID_52_20_11_all-4,0.205095,1.27113,0.105984,-1.48431,1.76089,-1.34069,-0.421993,-1.68815,-0.128676,0.301456,0.639649
UID_52_20_12_all-9,-0.325345,0.0216962,0.103874,-0.276495,-0.624118,0.252926,0.933783,-0.346105,-0.224058,-0.429282,-0.602013
UID_52_20_13_all-7,-0.281911,-0.714281,0.127747,0.208923,0.154103,-0.603543,-0.370139,-0.942868,0.473806,0.123226,0.23754
UID_52_20_14_all-19,-0.876169,0.996017,0.155572,0.142876,-0.52274,0.32365,0.618794,0.66702,-0.0790718,-0.226669,-0.455937
UID_52_20_15_all-24,-0.24161,0.555668,-0.10188,-0.216086,-0.285014,0.800414,0.977331,-0.0617266,0.833285,0.585344,-0.593559
UID_52_20_16_all,-0.537967,0.858801,-0.300124,-0.254827,0.740912,-1.18546,0.169703,0.328477,0.51849,1.04786,1.59655
UID_52_20_17_all-8,-0.772099,0.388527,0.477189,0.811187,0.118547,-0.54294,0.107719,-0.839194,0.363305,0.207398,-0.0840575
UID_52_20_18_all-2,-0.507343,2.81749,0.591627,-1.75766,-2.54077,-0.38424,2.91991,0.991131,0.260551,-3.47525,2.53455
UID_52_20_1_all-8,-0.183244,0.984198,-0.306843,-1.10479,0.264972,-0.304756,-0.38276,0.702197,0.483083,-0.196379,1.93262
UID_52_20_2_all-11,-0.264229,-0.616475,-0.0649111,0.165407,0.0181866,-0.304507,-1.02403,-0.222486,-0.512632,-0.238128,-0.0359978
UID_52_20_3_all-7,-0.354523,-0.525508,-0.124699,0.0375526,-0.123174,-0.382224,-0.0814094,-0.548658,-0.229344,0.28101,-0.665106
UID_52_20_4_all-15,-0.127222,-0.663162,0.142743,-0.133509,-0.146383,0.125741,0.476911,0.116614,0.212664,-0.157318,0.20407
UID_52_20_5_all-7,-0.274601,-0.749308,-0.0115699,0.192019,-0.0475969,-0.0600539,0.201573,0.00461669,0.178278,-0.178584,-0.0938206
UID_52_20_6_all-17,-0.216081,-0.930492,-0.211965,0.158129,0.500062,0.417448,-0.314753,0.019559,-0.0554447,-0.409079,0.352455
UID_52_20_7_all-7,-0.360304,1.54682,1.30974,-1.24409,-1.49589,-0.738467,-1.11015,1.38662,-1.14237,-0.790297,1.40452
UID_52_20_8_all-15,0.83028,-0.130607,-2.90674,-1.92135,1.58909,1.28694,-0.164656,0.80101,0.658792,0.247584,0.10691
UID_52_20_9_all-9,-0.171662,-0.41689,0.218891,-0.423627,-0.77772,0.380358,0.0449859,0.403532,0.0518631,0.332877,-0.728433
UID_52_21_10_all-7,-0.667256,-0.00923452,-0.0380922,0.710303,0.0468825,-0.332414,0.102038,-0.0933621,0.417549,-0.179066,0.27625
UID_52_21_11_all-3,-0.402262,-0.449423,-0.114488,0.409415,0.209808,0.0879118,-0.0473206,-0.0839915,-0.139261,-0.115709,-0.0718157
UID_52_21_12_all-10,1.87422,-0.332288,-3.42689,-0.251977,1.95677,0.153378,1.65577,0.318266,-0.576995,-1.57975,-2.84183
UID_52_21_1_all-6,0.0414798,1.32966,-1.16356,-1.5387,0.582316,0.751071,0.0294638,-1.32871,-0.102981,-3.47515,0.291589
UID_52_21_2_all-11,0.503443,0.224606,-2.29013,-0.0118727,1.70834,0.834531,-0.195731,-0.458099,0.18809,-1.7942,0.159577
UID_52_21_3_all-12,-0.11694,0.0971483,-0.55813,-0.257554,1.41724,0.816115,1.75248,0.142636,0.359726,-0.858192,1.73592
UID_52_21_4_all-12,-0.301863,0.0594461,0.224231,-0.289311,-0.265366,0.392343,0.546368,-0.0181266,-0.216744,-0.384402,-0.0366401
UID_52_21_5_all-14,1.71965,-0.619902,-3.31844,1.70265,1.08609,0.653044,2.09078,3.28355,-0.442013,-0.177296,-2.03707
UID_52_21_6_all-12,-0.611366,0.297881,0.0683702,0.07019,-0.27066,-0.268864,-0.383669,-0.383071,-0.971351,0.377154,-0.661806
UID_52_21_7_all-5,-0.341153,0.0705166,0.193814,0.041705,-0.395278,-0.205757,-0.443215,-0.873715,0.180374,0.687319,-0.552669
UID_52_21_8_all-9,-0.206143,-0.812546,0.027199,-0.0422294,-0.294257,-0.390962,-0.0844932,-0.265898,0.605814,0.477716,-0.414632
UID_52_21_9_all-17,-0.219317,-0.138355,0.493413,-0.51794,-0.748238,-0.234922,-0.259988,0.423072,-0.28213,-0.150091,0.0940697
UID_52_22_10_all-3,-0.402748,2.42871,1.33586,-1.63808,-0.94868,-1.2544,-2.67604,-0.536572,-2.61643,-0.0640406,-0.601647
UID_52_22_11_all-9,0.545887,-0.316872,-2.08622,-1.73252,1.05615,1.19315,-0.930809,0.802376,1.10174,-1.02313,0.664449
UID_52_22_1_all-11,-0.413732,2.05034,1.64598,-3.29503,-0.14323,-1.37223,-1.08914,1.81365,-0.587019,1.51003,-0.957998
UID_52_22_2_all-14,-0.280906,-0.21401,-0.513934,-0.511436,0.450166,1.28181,-0.0309791,1.03957,-0.244007,-0.150432,0.30969
UID_52_22_3_all-9,1.75585,0.210201,-3.04103,-2.03726,1.75669,0.585759,0.346032,-0.755756,0.780479,-0.860236,-0.585707
UID_52_22_4_all-7,-0.327631,-0.556094,-0.129276,0.902201,0.0873244,0.478358,0.859999,0.38972,-0.788007,-0.101329,-0.713047
UID_52_22_5_all-7,-0.256928,-0.696311,0.0027069,0.215987,0.0108206,-0.264699,-0.997586,-0.221203,-0.390911,-0.063419,-0.0677017
UID_52_22_6_all,-0.346929,-0.588602,-0.0933075,0.107888,-0.0791639,-0.368473,-0.155253,-0.576515,-0.107255,0.348966,-0.627886
UID_52_22_7_all-11,-0.104372,-0.605108,0.0760773,-0.236637,-0.20958,0.115202,0.731304,-0.0924283,0.270519,-0.197784,0.0357485
UID_52_22_8_all-3,-0.25871,-0.728135,0.0170558,0.194678,-0.0658864,-0.0885427,0.166687,-0.164619,0.247264,-0.0535367,-0.147591
UID_52_22_9_all-7,-0.208728,-0.99132,-0.209822,0.166079,0.462778,0.3133,-0.291781,0.0408541,-0.0843994,-0.374223,0.223695
UID_52_23_10_all-21,-0.084659,-0.379327,-0.0495461,-0.416592,-0.1973,0.0509753,0.867357,-0.345406,0.390094,-0.48289,-0.108584
UID_52_23_11_all-13,-0.283788,-0.691788,-0.0133983,0.233615,-0.0473449,-0.0890005,0.12002,-0.102872,0.20888,-0.0667242,-0.118478
UID_52_23_12_all-9,-0.231899,-0.927833,-0.238571,0.17727,0.52802,0.35644,-0.284868,-0.0156991,-0.0513895,-0.451693,0.37647
UID_52_23_13_all-9,-0.437335,2.53896,1.55617,-1.95319,-0.819721,-2.07339,-3.34245,-1.00191,-3.02791,-0.520094,-0.299397
UID_52_23_14_all-21,-0.115805,-0.83352,0.0463043,0.113124,0.0248388,-0.123919,0.432349,-0.660915,0.535749,-0.0650235,0.696515
UID_52_23_1_all-15,-0.445871,2.01604,1.71933,-3.30949,0.0182239,-2.03141,-1.47942,0.999569,-0.858784,1.96924,-1.59001
UID_52_23_2_all-21,-0.328,0.137444,0.540346,0.179745,-0.134365,0.147565,0.242677,0.275509,-0.164736,0.10956,0.0844199
UID_52_23_3_all-14,-0.383869,-0.270638,0.233485,-0.10754,-0.288099,-0.739411,0.179581,-0.160749,0.837915,0.292253,0.0248725
UID_52_23_4_all-7,1.6174,-1.34513,-4.10497,-1.86939,-4.3558,-3.24698,2.54821,-0.658582,-0.438283,0.777015,3.2619
UID_52_23_5_all-14,-0.353925,-0.553187,-0.0788598,0.845176,0.236678,0.38629,0.693345,0.153482,-0.800489,-0.0200579,-0.44108
UID_52_23_6_all-9,-0.459992,-0.538314,-0.0393623,0.513415,0.19659,-0.0967129,0.0574507,0.119549,-0.0331101,-0.129168,-0.00111332
UID_52_23_7_all-11,-0.246146,-0.555413,-0.200303,0.110226,0.0785881,-0.36985,-1.0369,-0.346855,-0.494287,-0.394955,-0.0155982
UID_52_23_8_all-11,-0.381063,-0.469218,-0.132175,0.069072,-0.0412156,-0.364166,-0.12291,-0.598449,-0.343724,0.234861,-0.632755
UID_52_23_9_all-17,-0.10231,0.072291,0.123628,0.230823,0.248137,-0.0650141,0.645243,-1.67074,0.907858,0.653798,0.786779
UID_52_24_10_all-11,-0.273023,0.533942,-0.0473086,-0.41254,-0.361923,0.542554,0.856855,-0.435825,0.939901,0.259652,-0.049902
UID_52_24_11_all,-0.532887,1.04891,-0.619578,-0.876273,0.136027,-1.9471,0.734544,0.695666,1.07233,0.661261,0.751181
UID_52_24_12_all-9,-0.761025,0.392937,0.464408,0.81845,0.127438,-0.524591,-0.0291928,-0.811753,0.28733,0.265569,-0.115343
UID_52_24_1_all-9,0.431324,0.778711,-1.70357,-1.75991,1.12723,1.4633,0.435896,-1.34056,1.16167,-2.71356,0.269268
UID_52_24_2_all-8,1.96097,-2.04139,-0.385686,-2.16053,-1.98477,1.55256,-0.550541,1.90846,0.706978,-0.945691,-1.02698
UID_52_24_3_all-14,-0.126223,-0.856319,0.0357159,0.188427,0.0201654,-0.0230431,0.493108,-0.552512,0.593465,-0.0675216,0.59418
UID_52_24_4_all-10,0.526029,-0.279219,-2.18776,-1.47258,1.09458,1.52364,-0.834471,0.686717,1.18576,-0.850198,0.574504
UID_52_24_5_all,-0.439838,0.171417,0.367328,0.223881,-0.446605,0.181155,0.478011,0.0215895,-0.124791,0.230063,-0.367517
UID_52_24_6_all-3,0.12972,1.62055,0.735566,-1.90792,1.88548,-1.60374,0.0267946,-1.73218,0.292814,2.13223,-0.467342
UID_52_24_7_all-5,-0.315575,0.00118165,0.109455,-0.240358,-0.624304,0.233021,0.963999,-0.221948,-0.231582,-0.539137,-0.663089
UID_52_24_8_all-5,-0.273379,-0.660876,0.0641579,0.216796,0.182083,-0.6681,-0.370863,-0.969782,0.443228,0.165784,0.190731
UID_52_24_9_all-9,-0.87716,1.00522,0.14314,0.0903672,-0.473511,0.374835,0.646347,0.632606,-0.0907259,-0.249616,-0.420104
UID_52_25_10_all-6,-0.440813,0.0111866,0.36761,0.245379,-0.535971,0.0373986,0.166715,-0.0211131,0.737589,-0.0277359,0.469378
UID_52_25_11_all-3,-0.345547,-0.584434,-0.110321,0.0455607,-0.0913452,-0.348614,-0.0907004,-0.502811,-0.280885,0.232167,-0.682983
UID_52_25_12_all-8,-0.0826209,0.0984337,0.13224,0.179723,0.192355,-0.0869716,0.598897,-1.62142,0.987679,0.660733,0.634924
UID_52_25_13_all-11,-0.0600727,-0.361866,-0.0786253,-0.424262,-0.1945,0.0498623,0.836926,-0.447633,0.276443,-0.65021,-0.0445326
UID_52_25_14_all-6,-0.254943,-0.726875,-0.0169738,0.169327,-0.0580949,-0.0747311,0.154173,-0.103955,0.205424,-0.089458,-0.154288
UID_52_25_15_all-10,-0.224328,-0.93516,-0.217141,0.162351,0.465546,0.421563,-0.293709,0.0885378,-0.0866294,-0.453932,0.314689
UID_52_25_16_all-9,-0.38671,1.58163,1.15033,-1.73032,-1.23926,-0.961302,-1.21902,1.65587,-0.762125,-0.748864,0.937727
UID_52_25_17_all-14,-0.108378,-0.890654,0.0325273,0.179368,0.0298388,-0.00566356,0.494197,-0.56808,0.656289,-0.0866443,0.668271
UID_52_25_18_all-7,0.742373,-0.116921,-2.74735,-1.89443,1.47236,1.22503,-0.556906,0.265262,0.597669,-0.550837,0.0682369
UID_52_25_1_all-13,-0.236811,-0.0380013,0.542281,-0.46958,-0.84417,-0.0431734,-0.368567,0.37008,-0.29652,-0.0726664,0.00420164
UID_52_25_2_all-6,-0.67635,-0.0311842,-0.0461351,0.787771,0.0541787,-0.243639,0.0509114,-0.274785,0.427989,0.329569,-0.206835
UID_52_25_3_all-6,-0.200088,0.161449,0.87403,-0.934174,0.364964,-1.36162,-1.248,0.246993,-0.61459,-0.245708,0.629219
UID_52_25_4_all-6,-0.392129,-0.445203,-0.0976672,0.397562,0.249128,0.101809,-0.0499232,-0.14174,-0.111553,-0.0534596,0.0133708
UID_52_25_5_all-10,-0.348437,-0.338278,0.173549,-0.157317,-0.342155,-0.7453,0.239014,-0.195575,0.707011,0.43383,-0.0950464
UID_52_25_6_all-3,2.1449,-1.07637,-4.18424,-1.70605,-3.34657,-4.71504,2.27846,-1.81288,1.55517,-2.32208,1.60583
UID_52_25_7_all-9,-0.30014,-0.60103,-0.0654199,0.764169,0.32333,0.427286,0.690881,0.173944,-0.790918,-0.0110781,-0.289757
UID_52_25_8_all-10,-0.415207,-0.587904,-0.0140609,0.438334,0.137445,-0.124727,0.0819094,0.0623483,0.021851,-0.116158,-0.0204545
UID_52_25_9_all-12,-0.255336,-0.674165,-0.0304722,0.218921,0.032613,-0.323589,-0.951351,-0.290065,-0.478577,-0.0982555,-0.0728779
UID_52_26_10_all-7,-0.211095,-0.599418,0.0517206,-0.140587,-0.32676,-0.124678,0.612221,-0.00479907,0.354575,-0.00120709,-0.246295
UID_52_26_11_all-10,-0.586388,0.209532,0.090737,0.0961047,-0.255178,-0.2595,-0.423954,-0.40077,-0.818227,0.45802,-0.667814
