Contour,Area,allModel (normalized mode 1),allModel (normalized mode 2)
UID_48_18_7_all-20,37173.8,-0.610745,-0.163653
UID_48_18_8_all-2,6273.08,2.32208,2.26559
UID_48_19_1_all-3,37831.9,-0.0549224,1.22708
UID_48_19_2_all-30,30684.1,-0.255886,-0.521007
UID_48_19_3_all-34,41575.1,-0.72119,0.387391
UID_48_19_4_all-19,42884.2,-0.747153,0.585113
UID_48_19_5_all-17,49213.4,-0.886808,0.936158
UID_48_19_6_all-20,30684.9,-0.304792,-0.585554
UID_48_19_7_all-19,28317.7,-0.113943,-0.503776
UID_48_19_8_all-14,34247.5,-0.495094,-0.440377
UID_48_2_1_all-26,42989.4,-0.727344,0.644089
UID_48_2_10_all-11,35643.7,-0.520463,-0.24656
UID_48_2_11_all-3,34558.5,-0.5061,-0.376832
UID_48_2_2_all-2,157.938,2.22334,-5.75341
UID_48_2_3_all-20,35615.2,-0.404176,0.172342
UID_48_2_4_all-4,30133.5,-0.316484,-0.757053
UID_48_2_5_all-7,27867.5,-0.136052,-0.719858
UID_48_2_6_all-8,39160.5,-0.546675,0.38006
UID_48_2_7_all-28,39886.7,-0.704357,0.112297
UID_48_2_8_all-22,45251.8,-0.898298,0.542501
UID_48_2_9_all-10,43651.4,-0.851009,0.430015
UID_48_20_1_all-9,28608.2,-0.231899,-0.863811
UID_48_20_10_all-22,40804.4,-0.68843,0.329366
UID_48_20_11_all-24,49589.8,-0.875653,1.00964
UID_48_20_12_all-28,37364.1,-0.554512,0.10685
UID_48_20_2_all-16,28693,-0.195452,-0.766623
UID_48_20_3_all-4,34005.9,-0.118328,0.519616
UID_48_20_4_all-3,29222,-0.228066,-0.721331
UID_48_20_5_all-17,28382.5,-0.178257,-0.660045
UID_48_20_6_all-25,38990,-0.668395,0.0410808
UID_48_20_7_all-10,30882.2,-0.260169,-0.48272
UID_48_20_8_all-25,32263.3,-0.234049,-0.275905
UID_48_20_9_all-4,23705.9,0.0298375,-1.24938
UID_48_21_1_all-15,4681.14,3.17725,0.862098
UID_48_21_2_all-5,29160.2,-0.0299382,0.218923
UID_48_21_3_all-16,46277.3,-0.846949,0.952359
UID_48_21_4_all-16,39920.1,-0.716467,0.0931512
UID_48_21_5_all-26,36724.5,-0.572671,-0.0764356
UID_48_21_6_all-16,33246.7,-0.286876,-0.190389
UID_48_21_7_all-20,35060.2,-0.514018,-0.327501
UID_48_21_8_all-15,38086.2,-0.585516,0.184679
UID_48_22_1_all-33,19378.5,2.95695,-0.124438
UID_48_22_2_all-21,29886.5,-0.200186,-0.535049
UID_48_22_3_all-14,29902.9,-0.183568,-0.362671
UID_48_22_4_all-7,27879.9,-0.0482755,-0.360881
UID_48_22_5_all-33,42553.1,-0.730335,0.569975
UID_48_22_6_all-36,41470.7,-0.70541,0.3403
UID_48_23_1_all-23,36575.1,-0.570657,-0.189334
UID_48_23_2_all-15,29745.9,-0.276201,-0.734946
UID_48_23_3_all-32,42231.9,-0.709466,0.574911
UID_48_23_4_all-43,40905.1,-0.670546,0.33137
UID_48_23_5_all-34,41165.5,0.906162,3.15577
UID_48_23_6_all-20,35785.3,-0.581631,-0.339177
UID_48_23_7_all-24,33283,-0.408171,-0.297479
UID_48_24_1_all-27,41531.5,-0.663135,0.743953
UID_48_24_2_all-16,30398.4,-0.329482,-0.74494
UID_48_24_3_all-15,36344.1,-0.500039,-0.00668751
UID_48_24_4_all-25,35223.8,-0.497839,-0.211556
UID_48_24_5_all-22,36574.1,-0.474494,0.177698
UID_48_24_6_all-2,43845.1,-0.780533,0.770555
UID_48_24_7_all-30,31943.9,-0.318698,-0.250508
UID_48_25_1_all-21,41263.8,-0.662004,0.695789
UID_48_25_10_all-8,36257.4,-0.51853,0.0170922
UID_48_25_2_all-17,30343.9,-0.325521,-0.748061
UID_48_25_3_all-10,3743.77,3.10587,1.43897
UID_48_25_4_all-5,31070.8,-0.311727,-0.512903
UID_48_25_5_all-4,29567.6,-0.136216,-0.190121
UID_48_25_6_all-4,26508.8,-0.135376,-1.0613
UID_48_25_7_all-24,40731.5,-0.619279,0.80058
UID_48_25_8_all-3,43415,-0.763274,0.74316
UID_48_25_9_all-21,32205.2,-0.338494,-0.231673
UID_48_26_1_all-28,34018.2,-0.364182,-0.0177644
UID_48_26_2_all-22,35971.9,-0.489146,0.0482268
UID_48_26_3_all-36,28785.4,-0.145645,-0.659035
UID_48_26_4_all-15,36599.9,-0.430107,0.330326
UID_48_26_5_all-8,29554.8,-0.147423,-0.467204
UID_48_26_6_all-13,30218.2,-0.303852,-0.614649
UID_48_26_7_all-16,35292.7,-0.467414,-0.0614237
UID_48_27_1_all-7,32043.7,0.158267,1.36378
UID_48_27_2_all-2,35345.2,-0.151329,0.803586
UID_48_27_3_all-2,24820.4,0.0778726,-0.682956
UID_48_27_4_all-4,25478.9,-0.0568328,-1.05801
UID_48_27_5_all-20,38622.4,0.247336,2.42364
UID_48_27_6_all-23,34208.3,-0.481969,-0.396887
UID_48_27_7_all-6,29424.6,-0.290807,-0.82166
UID_48_27_8_all-23,30084.9,-0.240157,-0.61642
UID_48_27_9_all-3,25433.9,-0.016609,-0.903325
UID_48_28_1_all-23,27669,-0.0917786,-0.558929
UID_48_28_10_all-40,45179.4,-0.64395,1.45041
UID_48_28_11_all-24,33881.8,-0.421906,-0.257542
UID_48_28_2_all-43,31051.9,-0.294583,-0.55865
UID_48_28_3_all-21,27301.6,0.123319,0.239343
UID_48_28_4_all-13,34510,-0.299597,0.0231768
UID_48_28_5_all-15,26312.9,-0.0737242,-0.88018
UID_48_28_6_all-15,40909.5,-0.732605,0.331632
UID_48_28_7_all-3,28980.5,-0.161535,-0.416684
UID_48_28_8_all-25,28096.3,-0.0992228,-0.637541
UID_48_28_9_all-29,35859.6,-0.209471,0.532496
UID_48_29_1_all-4,22077.2,0.0659079,-1.55691
UID_48_29_10_all-13,29573.5,-0.287835,-0.785696
UID_48_29_11_all-17,30569.8,-0.268005,-0.579111
UID_48_29_2_all-10,26375.2,-0.0626867,-0.844527
UID_48_29_3_all-5,28500.8,-0.0473375,-0.224119
UID_48_29_4_all-5,34674.6,-0.0958743,0.80262
UID_48_29_5_all-5,24775.5,0.0798074,-0.688656
UID_48_29_6_all-3,25240.9,-0.0707959,-1.13802
UID_48_29_7_all-16,31393.2,-0.308773,-0.45861
UID_48_29_8_all-25,34518.5,-0.491259,-0.370846
UID_48_29_9_all-4,26477.1,-0.123875,-0.995959
UID_48_3_1_all-11,32795.7,-0.440507,-0.551341
UID_48_3_2_all-5,33738.5,-0.374516,-0.13365
UID_48_3_3_all-3,3402.31,3.29794,1.38149
UID_48_3_4_all-10,28429.9,-0.190381,-0.707026
UID_48_3_5_all-5,30449.9,-0.288699,-0.569038
UID_48_3_6_all-12,34650.5,-0.516471,-0.394425
UID_48_3_7_all-15,34377.7,-0.416549,-0.0517749
UID_48_30_1_all-5,29940.7,-0.241626,-0.652188
UID_48_30_10_all-33,31243.3,-0.298533,-0.432913
UID_48_30_2_all-12,33252.4,-0.430117,-0.376118
UID_48_30_3_all-13,29479.8,-0.161164,-0.3587
UID_48_30_4_all-28,34654,-0.47932,-0.301228
UID_48_30_5_all-15,28503.5,-0.194689,-0.806581
UID_48_30_6_all-11,26728.1,-0.155351,-1.08542
UID_48_30_7_all-2,22471.8,0.0574171,-1.51937
UID_48_30_8_all-31,35061.6,-0.489114,-0.160966
UID_48_30_9_all-3,27393.6,-0.00897839,-0.284013
UID_48_31_1_all-6,41771.9,0.302758,1.95826
UID_48_31_2_all-2,31346.3,0.281581,1.92612
UID_48_31_3_all-2,39996.8,-0.258117,1.55116
UID_48_31_4_all-2,27578.2,-0.17232,-0.89796
UID_48_31_5_all-25,36601.1,-0.496569,0.00736305
UID_48_31_6_all-8,31758.4,-0.311139,-0.339515
UID_48_31_7_all-5,44504.9,0.711742,2.62723
UID_48_31_8_all-3,27067.4,-0.133256,-0.969712
UID_48_31_9_all-5,29620.2,-0.253951,-0.698002
UID_48_32_1_all-8,43338.5,-0.501788,0.983361
UID_48_32_2_all-4,33435.1,-0.35888,-0.204642
UID_48_33_1_all-3,30141.2,0.0614835,0.650781
UID_48_33_10_all-10,26562.7,-0.0929393,-0.856215
UID_48_33_2_all-5,47048.8,-0.89353,0.802539
UID_48_33_3_all-28,33731.8,-0.333256,0.0306618
UID_48_33_4_all-10,29701.2,-0.0855956,-0.448584
UID_48_33_5_all-10,23524,0.223659,-0.52145
UID_48_33_6_all-10,28056.4,-0.122033,-0.571045
UID_48_33_7_all-23,28108.8,-0.203102,-0.865191
UID_48_33_8_all-29,44513.6,-0.775027,0.880054
UID_48_33_9_all-7,25238.8,0.0127322,-0.808313
UID_48_34_1_all-16,35709.5,-0.528426,-0.157088
UID_48_34_2_all-28,49696.6,-0.943532,1.29898
UID_48_34_3_all-18,36712.8,0.166321,1.96393
UID_48_34_4_all-19,37504.2,-0.621734,-0.15762
UID_48_34_5_all-16,31605,-0.353445,-0.559791
UID_48_35_1_all-3,26736.2,-0.000821148,-0.614824
UID_48_35_2_all-6,32150.7,-0.316399,-0.295264
UID_48_35_3_all-5,1347.48,3.61744,1.3368
UID_48_35_4_all-8,28825.5,0.0953633,-0.0372335
UID_48_35_5_all-22,31088,-0.252475,-0.144998
UID_48_35_6_all-19,31829.3,-0.401001,-0.648723
UID_48_35_7_all-3,27315.4,-0.0901511,-0.756229
UID_48_35_8_all-12,28383.8,-0.151848,-0.664051
UID_48_36_1_all-2,31441,-0.318499,-0.427376
UID_48_36_2_all-6,36362.8,-0.455349,0.235866
UID_48_4_1_all-6,35948.1,-0.457732,0.100074
UID_48_4_2_all-12,43754.3,-0.80835,0.472304
UID_48_4_3_all-7,37645.5,-0.506486,0.334012
UID_48_4_4_all-9,4212.77,3.29012,1.00678
UID_48_4_5_all-7,30380.2,-0.308541,-0.658156
UID_48_4_6_all-24,49377.1,-0.935143,1.21327
UID_48_5_1_all-19,35502.5,-0.464176,-0.0570202
UID_48_5_2_all-12,33319.6,-0.407777,-0.37739
UID_48_5_3_all-30,38119.7,-0.645866,-0.0707503
UID_48_5_4_all-23,35558.2,-0.472337,-0.0493497
UID_48_5_5_all-25,42196.1,-0.808476,0.290964
UID_48_5_6_all-20,36462.6,-0.531602,-0.0527847
UID_48_5_7_all-31,45234.2,-0.760577,0.995497
UID_48_6_1_all-5,30498.6,-0.253636,-0.4834
UID_48_6_2_all-9,34063.6,-0.456462,-0.351762
UID_48_6_3_all-20,36588.3,-0.530108,0.094537
UID_48_6_4_all-16,33397.3,-0.431665,-0.385729
UID_48_6_5_all-21,34211.4,-0.439117,-0.250347
UID_48_6_6_all-19,39831.6,-0.682436,0.250565
UID_48_7_1_all-4,27503.4,-0.18929,-1.00893
UID_48_7_2_all,3905.14,1.52271,-3.76123
UID_48_7_3_all-11,36687.1,-0.503724,-0.04329
UID_48_7_4_all-7,32870.9,-0.369055,-0.223712
UID_48_7_5_all-5,28720.9,-0.208712,-0.77041
UID_48_8_1_all-11,29647.7,-0.305356,-0.838584
UID_48_8_2_all-4,27249.8,-0.198885,-1.10254
UID_48_8_3_all-2,25651.9,-0.0755854,-1.08278
UID_48_8_4_all-2,26193.8,-0.128078,-1.12482
UID_48_9_1_all-24,31460.6,-0.262635,-0.356642
UID_48_9_10_all-23,37683.4,-0.614286,-0.0554238
UID_48_9_11_all-8,28045.8,-0.0188307,-0.374994
UID_48_9_12_all-27,30778.8,-0.288131,-0.54344
UID_48_9_2_all-14,33823.3,-0.209601,0.372348
UID_48_9_3_all-11,28449,-0.173138,-0.684895
UID_48_9_4_all-33,43781.7,-0.8058,0.724952
UID_48_9_5_all-19,29479.1,-0.117926,-0.186679
UID_48_9_6_all-27,31512.1,-0.387156,-0.674462
UID_48_9_7_all-13,27368.7,-0.122344,-0.755148
UID_48_9_8_all-40,27059,-0.145427,-1.00912
UID_48_9_9_all-25,36324.8,-0.523758,-0.0577527
UID_5_1_1_all-5,20994.1,0.203723,-1.37653
UID_5_1_2_all-2,29161.9,-0.242157,-0.755562
UID_5_1_3_all-23,27777.9,0.212248,0.128307
UID_5_1_4_all-13,21851.2,0.107571,-1.47138
UID_5_10_1_all-2,42544.5,-0.772,0.493682
UID_5_10_2_all-4,19048.2,0.292065,-1.64386
UID_5_10_3_all-8,36968.4,-0.507966,-0.0246988
UID_5_10_4_all-3,22122.3,0.311863,-0.465993
UID_5_11_1_all-4,24677.4,0.373233,-0.122908
UID_5_11_2_all-2,22444,0.122423,-1.28726
UID_5_11_3_all-5,24935.5,-0.0465675,-1.18742
UID_5_11_4_all-11,19703.4,0.234072,-1.67812
UID_5_11_5_all-4,17825.5,0.314491,-2.01707
UID_5_11_6_all-26,27888.1,-0.167229,-0.850012
UID_5_12_1_all-3,36595.9,-0.537395,0.00910759
UID_5_12_2_all-3,23873.3,0.00294119,-1.26335
UID_5_12_3_all-3,31199.3,-0.344271,-0.588581
UID_5_12_4_all-13,38757.8,0.506982,1.56971
UID_5_13_1_all-9,21720.3,0.0932924,-1.60821
UID_5_13_2_all-10,36124.6,-0.522892,-0.061029
UID_5_13_3_all-6,23487.2,0.0277191,-1.28666
UID_5_13_4_all-6,30483.8,-0.280874,-0.575969
UID_5_14_1_all-2,20423.6,0.206008,-1.56366
UID_5_14_2_all-9,21339.2,0.123513,-1.60238
UID_5_14_3_all-7,32442.7,-0.394891,-0.463592
UID_5_14_4_all-2,22383.6,0.232829,-1.20136
UID_5_15_1_all-10,35871.3,-0.517462,-0.119395
UID_5_15_2_all-2,22457.3,0.127966,-1.21581
UID_5_15_3_all-2,25013.5,-0.0282925,-1.11265
UID_5_16_1_all-3,28045.7,0.21697,-0.0227322
UID_5_16_2_all-6,30239,-0.270406,-0.511434
UID_5_17_1_all-4,26624.3,0.141525,-0.388961
UID_5_17_2_all-10,33965.6,-0.358008,0.0737657
UID_5_17_3_all-3,27647.5,-0.145016,-0.849407
UID_5_18_1_all-13,28854.3,-0.148168,-0.483794
UID_5_18_2_all-12,47730.4,-0.578541,1.39404
UID_5_18_3_all-3,21115.4,0.529475,-0.530479
UID_5_18_4_all-3,21254.8,0.201309,-1.40627
UID_5_18_5_all-9,26866.2,0.359767,0.866642
UID_5_19_1_all,649.846,2.01882,-5.35987
UID_5_19_2_all-2,4940.5,2.93805,1.09852
UID_5_2_1_all-2,26388,-0.107844,-0.97281
UID_5_20_1_all-2,21849,0.214343,-1.11751
UID_5_20_2_all-7,28326.4,-0.227644,-0.893845
UID_5_21_1_all-29,41504.9,-0.628344,0.689375
UID_5_21_2_all,1775.5,2.46674,-1.30812
UID_5_22_1_all-2,21716.4,0.265067,-1.04786
UID_5_22_2_all-6,26111.4,0.101442,-0.201306
UID_5_24_1_all-2,22177.9,0.143298,-1.25562
UID_5_25_1_all-2,22220.9,0.143774,-1.238
UID_5_25_2_all-2,30822.7,-0.203191,-0.239323
UID_5_25_3_all-15,45816.7,-0.77651,1.25835
UID_5_25_4_all-4,26126.2,0.0376256,-0.667037
UID_5_25_5_all-4,24331.3,0.032765,-0.992933
UID_5_25_6_all,4929.91,2.39525,-0.488111
UID_5_26_1_all-15,41268.6,-0.675906,0.420822
UID_5_26_2_all-22,46427.5,-0.89319,0.745587
UID_5_26_3_all-2,20780.8,0.190041,-1.5346
UID_5_27_1_all-2,25638.4,0.000841472,-0.710725
UID_5_27_2_all-9,29721,-0.209717,-0.624022
UID_5_27_3_all-4,27972.2,-0.0766454,-0.578898
UID_5_27_4_all-2,635.853,2.02366,-5.36271
UID_5_28_1_all-5,22910.8,0.291674,-0.558915
UID_5_28_2_all-16,28263,-0.123306,-0.455988
UID_5_28_3_all-42,43961.7,-0.843195,0.524797
UID_5_28_4_all-13,29795.9,-0.250557,-0.582343
UID_5_28_5_all-15,24418.7,0.035175,-1.13043
UID_5_29_1_all-14,38687.2,-0.379699,1.29318
UID_5_29_2_all-2,32698.7,0.119455,0.464873
UID_5_29_3_all-4,24948.6,0.0552786,-0.806783
UID_5_29_4_all-11,34314.9,-0.383122,-0.0509788
UID_5_29_5_all-11,31722.6,-0.364805,-0.544781
UID_5_3_1_all-2,27001.8,-0.0884719,-0.717058
UID_5_3_2_all-2,19976.2,0.285666,-1.40525
UID_5_3_3_all-2,21483.7,0.191496,-1.39403
UID_5_3_4_all-3,35259.1,-0.494172,-0.154721
UID_5_30_1_all-4,26570,-0.0822406,-0.872344
UID_5_30_2_all-10,36122.3,-0.363233,0.427439
UID_5_31_1_all-2,41343.8,-0.606208,0.80234
UID_5_31_2_all-3,34661.8,-0.41734,0.0124803
UID_5_32_1_all-4,31286.7,-0.138608,-0.136837
UID_5_32_2_all-2,27646.7,-0.0612247,-0.404607
UID_5_33_1_all-2,22765,0.0545739,-1.46286
UID_5_33_2_all-5,34477.5,-0.31515,0.167578
UID_5_34_1_all-2,21882.4,0.135888,-1.39672
UID_5_34_2_all-2,22504.4,0.0681239,-1.51906
UID_5_34_3_all-11,33281.4,-0.4332,-0.361346
UID_5_34_4_all-5,37300.2,-0.488049,0.366778
UID_5_35_1_all-13,33338.6,-0.366693,-0.146895
UID_5_35_2_all-5,24233.6,0.0688807,-0.969049
UID_5_35_3_all-11,37046.6,-0.483645,0.0890964
UID_5_4_1_all-2,30642.6,-0.255385,-0.376797
UID_5_4_2_all-2,20909.4,0.217035,-1.36188
UID_5_5_1_all-2,18414.1,0.397371,-1.46987
UID_5_5_2_all-6,26728.4,-0.107289,-0.857919
UID_5_5_3_all-4,23442,0.12087,-1.16396
UID_5_5_4_all-3,19978.1,0.181985,-1.80744
UID_5_5_5_all-10,28732.9,-0.215358,-0.719282
UID_5_5_6_all-2,18810.1,0.367554,-1.49827
UID_5_6_1_all-2,42678.6,-0.754792,0.540216
UID_5_6_2_all-8,33063,-0.297919,0.00646131
UID_5_7_1_all-7,37859.8,-0.514496,0.414777
UID_5_7_2_all-7,29471.4,-0.203191,-0.551869
UID_5_7_3_all-5,31641.9,-0.284705,-0.487444
UID_5_8_1_all-13,33786.2,-0.389846,-0.105705
UID_5_8_2_all-6,24023.7,0.0223567,-1.15104
UID_5_8_3_all-10,36766.2,-0.460516,0.0843219
UID_5_8_4_all-10,26734.2,-0.146455,-1.0626
UID_5_8_5_all-10,37703.7,-0.504215,0.413929
UID_5_9_1_all-2,21840.2,0.245481,-1.04462
UID_5_9_2_all-2,23560.5,0.153852,-0.89479
UID_5_9_3_all-4,18759.9,0.307723,-1.77039
UID_50_1_1_all-12,32755,-0.395553,-0.348233
UID_50_1_10_all-28,42113.4,-0.674892,0.744156
UID_50_1_2_all-21,36161.2,-0.586343,-0.261101
UID_50_1_3_all-17,35099.9,-0.521296,-0.333486
UID_50_1_4_all-21,34715.2,-0.434007,-0.0729541
UID_50_1_5_all-18,36886.9,-0.603092,-0.173033
UID_50_1_6_all-4,24471.5,-0.0504758,-1.34088
UID_50_1_7_all-13,29124.2,-0.265104,-0.878483
UID_50_1_8_all-20,30620.2,-0.271306,-0.559675
UID_50_1_9_all-8,36044.9,-0.518396,-0.0670158
UID_50_10_1_all-32,43700.6,-0.759762,0.756102
UID_50_10_2_all-16,36139.3,-0.465233,0.102505
UID_50_10_3_all-26,38209.9,-0.554079,0.248352
UID_50_10_4_all-26,35618.8,-0.486176,-0.136786
UID_50_10_5_all-30,38318.5,-0.550223,0.235796
UID_50_11_1_all-21,8879.26,1.38547,-2.84688
UID_50_11_10_all-28,44796.7,-0.652067,1.31029
UID_50_11_11_all-9,26984,-0.15822,-1.04243
UID_50_11_2_all-3,25212.6,-0.0396986,-1.09179
UID_50_11_3_all-18,22153.1,2.85861,-0.869399
UID_50_11_4_all-20,34232.9,-0.467037,-0.346583
UID_50_11_5_all-22,34700.1,-0.0651007,1.04058
UID_50_11_6_all-22,29433,-0.174465,-0.516316
UID_50_11_7_all-25,31754.8,-0.122438,0.166076
UID_50_11_8_all-25,30785.5,-0.239862,-0.40217
UID_50_11_9_all-15,34655.2,-0.464074,-0.145612
UID_50_12_1_all-12,29072.6,-0.277149,-0.892588
UID_50_12_2_all-11,10582.8,2.82479,0.462091
UID_50_12_3_all-16,34529.2,-0.397707,-0.0760996
UID_50_12_4_all-19,32966.8,-0.305033,-0.148639
UID_50_12_5_all-11,26217.2,2.23055,1.68025
UID_50_12_6_all-19,33730.3,-0.419884,-0.315986
UID_50_12_7_all-16,37994.2,-0.561069,0.165741
UID_50_13_1_all-7,2630.84,3.11607,1.80127
UID_50_13_2_all-22,36110.5,-0.488658,-0.0317217
UID_50_13_3_all-14,2685.99,3.39427,1.11051
UID_50_13_4_all-10,2463.7,2.40713,0.611662
UID_50_13_5_all-27,39256.3,-0.582924,0.281343
UID_50_14_1_all-5,29938,-0.267846,-0.660549
UID_50_14_2_all-21,36230.4,-0.485444,-0.0244242
UID_50_14_3_all-10,31084.5,-0.255534,-0.261116
UID_50_14_4_all-6,2211.73,3.31899,1.67404
UID_50_14_5_all-16,38472.5,-0.64142,0.028335
UID_50_14_6_all-20,37642.9,-0.590275,0.0652501
UID_50_14_7_all-19,32987.8,-0.38603,-0.288127
UID_50_15_1_all-28,38179.4,-0.495603,0.383282
UID_50_15_10_all-20,33607.1,-0.391211,-0.19144
UID_50_15_11_all-19,31244.8,-0.267154,-0.302173
UID_50_15_12_all-20,39056,-0.656879,0.131875
UID_50_15_13_all-12,31767.4,-0.318733,-0.350283
UID_50_15_2_all-27,31796.8,-0.256223,-0.192138
UID_50_15_3_all-30,37545.1,-0.500208,0.36842
UID_50_15_4_all-11,27386.7,-0.16356,-0.893429
UID_50_15_5_all-21,27635.5,-0.152725,-0.859291
UID_50_15_6_all-4,24916.2,-0.0642273,-1.24209
UID_50_15_7_all-28,36265.2,-0.531748,-0.153315
UID_50_15_8_all-14,30576.1,-0.271957,-0.44004
UID_50_15_9_all-20,33091.9,-0.129616,0.480745
UID_50_16_1_all-33,30898.9,-0.294594,-0.53262
UID_50_16_2_all-4,1104.27,1.98794,-4.80749
UID_50_16_3_all-20,28689,-0.254879,-0.914901
UID_50_16_4_all-20,36592.8,-0.479629,0.0471359
UID_50_16_5_all-9,6204.53,3.21074,-0.0575394
UID_50_16_6_all-25,27554.9,2.35793,-0.768682
UID_50_16_7_all-10,25355.2,0.0165597,-0.904578
UID_50_16_8_all-29,31433.9,-0.272963,-0.370783
UID_50_17_1_all-16,33412.6,-0.390027,-0.296054
UID_50_17_2_all-34,48274.5,-0.920151,0.921835
UID_50_17_3_all-9,2583.68,2.59038,0.291368
UID_50_17_4_all-4,2373.28,3.04939,1.43294
UID_50_17_5_all-21,3703.31,3.2527,3.16232
UID_50_17_6_all-5,29405.3,-0.234672,-0.720715
UID_50_17_7_all-18,42113.3,-0.573855,0.975352
UID_50_17_8_all-13,34033.9,-0.474345,-0.412647
UID_50_18_1_all-33,37005.6,-0.569304,-0.0500962
UID_50_18_2_all-23,40236.6,-0.635377,0.32491
UID_50_18_3_all-10,30872.1,-0.236316,-0.126289
UID_50_18_4_all-6,28011.1,-0.156334,-0.805221
UID_50_18_5_all-22,36364.2,-0.6046,-0.29521
UID_50_18_6_all-17,32387.6,-0.391766,-0.522856
UID_50_18_7_all-25,40763.1,-0.676992,0.397345
UID_50_19_1_all,11066.2,2.54966,2.10409
UID_50_19_10_all-22,38360.8,-0.51317,0.379081
UID_50_19_11_all-3,28384,-0.218148,-0.863478
UID_50_19_12_all,2395.11,3.06695,0.576199
UID_50_19_13_all-3,3788.33,3.20785,0.726886
UID_50_19_14_all-25,33903.5,-0.211684,0.422528
UID_50_19_2_all-8,3107.62,2.93994,0.822501
UID_50_19_3_all-11,34012.1,-0.356439,-0.045118
UID_50_19_4_all-20,1908.98,2.06697,-0.333945
UID_50_19_5_all-18,38300.3,-0.597701,0.096853
UID_50_19_6_all-8,3150.92,3.38617,0.783438
UID_50_19_7_all-8,26682.3,-0.133338,-1.02707
UID_50_19_9_all-11,4289,2.76472,1.48962
UID_50_2_1_all-14,35461.1,-0.488385,-0.00938751
UID_50_2_10_all-28,29637.3,-0.281028,-0.791351
UID_50_2_2_all-11,25830,-0.110843,-1.17079
UID_50_2_3_all-7,29228,-0.248686,-0.771168
UID_50_2_4_all-14,29714.4,-0.273591,-0.739998
UID_50_2_5_all-9,31362.7,-0.329896,-0.460944
UID_50_2_6_all-21,35471.4,-0.544957,-0.320209
UID_50_2_7_all-20,30969.2,-0.303128,-0.538935
UID_50_2_8_all-12,35149.1,-0.526577,-0.273412
UID_50_2_9_all-20,28580,-0.204233,-0.782175
UID_50_20_1_all-19,27667.4,-0.182394,-0.916623
UID_50_20_2_all-29,33754.6,-0.288508,0.0805122
UID_50_20_3_all-27,31541.2,-0.358701,-0.567968
UID_50_20_4_all-13,26940.2,2.9421E-05,-0.273691
UID_50_20_5_all-23,25741,0.114432,-0.404783
UID_50_20_6_all-5,26855.7,-0.0690271,-0.809411
UID_50_20_7_all-31,41527.8,-0.406641,0.894341
UID_50_20_8_all-28,48147.9,-1.05648,0.626407
UID_50_20_9_all-32,44943.7,-0.8146,0.887714
UID_50_21_1_all-6,26819.7,-0.0815754,-0.816306
UID_50_21_2_all-13,32966.1,-0.304376,-0.0846822
UID_50_21_3_all-12,28453.5,-0.156647,-0.596174
UID_50_21_4_all-17,31589.7,-0.0878419,0.250802
UID_50_21_5_all-27,45799.8,-0.567,1.41101
UID_50_21_6_all-21,32438.1,-0.375667,-0.489709
UID_50_21_7_all-13,28340,-0.210423,-0.800776
UID_50_21_8_all-3,26704.2,-0.1403,-1.00002
UID_50_22_1_all-15,31337.6,-0.327809,-0.541224
UID_50_22_2_all-18,34781.7,-0.479484,-0.223074
UID_50_22_3_all-28,44282.5,-0.71668,0.816428
UID_50_22_4_all-19,27271.3,-0.180116,-1.05718
UID_50_22_5_all-12,32667.2,-0.310271,-0.0976303
UID_50_22_6_all-24,37891.4,-0.669002,-0.159767
UID_50_22_7_all-12,34094.7,-0.417414,-0.213352
UID_50_23_1_all-8,25590.9,-0.112378,-1.22433
UID_50_23_2_all-32,49147.7,-0.941354,1.21598
UID_50_23_3_all-28,37800.7,-0.564006,0.191566
UID_50_23_4_all-23,39903.3,-0.418692,1.20634
UID_50_23_5_all-25,32246.4,-0.333708,-0.342325
UID_50_23_6_all-12,31422.6,-0.297605,-0.342443
UID_50_23_7_all-23,44384.1,-0.81517,0.632681
UID_50_24_1_all-15,36149.7,-0.594564,-0.334057
UID_50_24_2_all-13,26617.6,-0.151455,-1.10608
UID_50_24_3_all-19,28387.9,-0.175891,-0.760171
UID_50_24_4_all-17,29993,-0.218666,-0.506337
UID_50_24_5_all-6,25759.4,-0.116429,-1.17496
UID_50_24_6_all-22,31857.5,-0.318263,-0.372231
UID_50_24_7_all-22,45546.7,-0.820125,0.861595
UID_50_24_8_all-35,43169.7,-0.722693,0.827874
UID_50_24_9_all-32,13010.7,2.43631,1.35123
UID_50_25_1_all-3,32867.6,-0.198107,0.366127
UID_50_25_2_all-10,39774.9,-0.606361,0.429756
UID_50_25_3_all-11,39298.4,-0.677192,0.105619
UID_50_26_1_all-16,38829.2,-0.533006,0.318774
UID_50_26_10_all-28,32089.8,-0.358827,-0.436849
UID_50_26_2_all-17,32899.3,-0.432037,-0.465415
UID_50_26_3_all-21,36017.2,-0.384952,0.510399
UID_50_26_4_all-11,28324.4,-0.215517,-0.889188
UID_50_26_5_all-11,31889.4,-0.388484,-0.622846
UID_50_26_6_all-23,39376.2,-0.453129,0.625487
UID_50_26_7_all-12,32993.3,-0.449635,-0.542248
UID_50_26_8_all-23,33752.5,-0.386912,-0.244277
UID_50_26_9_all-23,39655.6,-0.598653,0.400633
UID_50_27_1_all-24,35664.4,-0.53384,-0.163164
UID_50_27_2_all-17,42511.9,-0.742006,0.561277
UID_50_27_3_all-7,32257.9,-0.410802,-0.562375
