Contour,Path Length,
UID_52_33_9_all,743.738,
UID_52_34_1_all-3,758.363,
UID_52_34_10_all-14,744.567,
UID_52_34_2_all-11,924.36,
UID_52_34_3_all-19,634.459,
UID_52_34_4_all-3,677.411,
UID_52_34_5_all-15,1524.81,
UID_52_34_6_all-5,860.326,
UID_52_34_7_all-19,870.309,
UID_52_34_8_all,673.098,
UID_52_34_9_all-13,587.936,
UID_52_35_1_all-11,792.662,
UID_52_35_2_all-9,1025.63,
UID_52_35_3_all-5,797.381,
UID_52_36_1_all-18,649.092,
UID_52_36_2_all-14,645.743,
UID_52_36_4_all-14,802.246,
UID_52_36_5_all-9,798.798,
UID_52_36_6_all-4,732.968,
UID_52_36_7_all-8,717.202,
UID_52_37_1_all-5,630.424,
UID_52_37_10_all-7,967.059,
UID_52_37_2_all-5,632.03,
UID_52_37_3_all-12,683.711,
UID_52_37_4_all-17,713.448,
UID_52_37_5_all-15,1526.34,
UID_52_37_6_all-20,666.379,
UID_52_37_7_all-4,817.754,
UID_52_37_8_all-12,638.069,
UID_52_37_9_all-12,720.42,
UID_52_4_1_all-11,698.985,
UID_52_4_2_all-13,1146.3,
UID_52_4_3_all-14,729.203,
UID_52_4_4_all-19,646.337,
UID_52_5_1_all-2,734.66,
UID_52_5_2_all-2,754.321,
UID_52_5_3_all,769.923,
UID_52_5_4_all-4,1016.36,
UID_52_5_5_all,753.259,
UID_52_5_6_all,1108.81,
UID_52_6_1_all,55.6361,
UID_52_6_2_all-12,614.583,
UID_52_8_1_all-20,908.806,
UID_52_8_10_all-9,740.054,
UID_52_8_11_all-3,699.189,
UID_52_8_12_all-7,851.948,
UID_52_8_13_all-17,876.207,
UID_52_8_14_all-29,775.74,
UID_52_8_2_all-17,635.405,
UID_52_8_3_all-13,832.382,
UID_52_8_4_all-7,1264.81,
UID_52_8_5_all-19,618.443,
UID_52_8_6_all-18,998.353,
UID_52_8_7_all-13,944.334,
UID_52_8_8_all-21,1181.66,
UID_52_8_9_all,746.412,
UID_52_9_1_all-17,876.807,
UID_52_9_10_all-13,924.181,
UID_52_9_2_all-19,773.788,
UID_52_9_3_all-3,803.189,
UID_52_9_4_all-7,743.893,
UID_52_9_5_all-12,650.133,
UID_52_9_6_all-6,758.1,
UID_52_9_7_all-2,749.103,
UID_52_9_8_all-4,799.53,
UID_52_9_9_all-4,782.967,
